Family,GTDB_Domain,NCBI_Domain,Database_Presence,Match_Status,Anchor_Type,GTDB_Genome_Count,GTDB_Species_Count,NCBI_Genome_Count,NCBI_Species_Count
Syntrophomonadaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,110,25,406,60
Syntrophorhabdaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,77,13,137,14
Syntrophotaleaceae,Bacteria,Bacteria,Both,Match,Direct_Name,20,4,12,6
Tannerellaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1904,16,3142,113
Tenuifilaceae,Bacteria,Bacteria,Both,Match,Direct_Name,73,10,100,7
Tepidamorphaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,18,6,13,8
Tepidanaerobacteraceae,Bacteria,Bacteria,Both,Match,Direct_Name,38,6,39,11
Tepidiformaceae,Bacteria,Bacteria,Both,Match,Direct_Name,89,18,64,7
Tepidimicrobiaceae,Bacteria,Bacteria,Both,Match,Direct_Name,27,13,10,6
Tepidisphaeraceae,Bacteria,Bacteria,Both,Match,Direct_Name,45,23,83,5
Terasakiellaceae,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,19,6
Terrimicrobiaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,53,6,85,3
Thalassobaculaceae,Bacteria,Bacteria,Both,Match,Direct_Name,71,15,70,14
Thalassospiraceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,104,1,191,57
Thermaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,184,6,315,60
Thermacetogeniaceae,Bacteria,Bacteria,Both,Match,Direct_Name,42,8,4,1
Thermincolaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,2,1,10,3
Thermithiobacillaceae,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,3,2
Thermoactinomycetaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,54,15,104,64
Thermoanaerobacteraceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,70,4,134,58
Thermoanaerobaculaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,40,6,39,4
Thermococcaceae,Archaea,Archaea,Both,Match,Direct_Name,161,6,221,79
Thermodesulfatatoraceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,16,4,33,5
Thermodesulfobacteriaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,62,7,84,21
Thermodesulfobiaceae,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,11,4
Thermodesulforhabdaceae,Bacteria,Bacteria,Both,Match,Direct_Name,5,4,3,2
Thermodesulfovibrionaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,31,1,75,14
Thermofilaceae,Archaea,Archaea,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,32,10,173,14
Thermoflexaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,18,1,92,7
Thermoflexibacteraceae,Bacteria,Bacteria,Both,Match,Direct_Name,14,7,4,4
Thermoguttaceae,Bacteria,Bacteria,Both,Match,Direct_Name,180,43,177,5
Thermohalobacteraceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,8,2,16,10
Thermoleophilaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,42,15,283,4
Thermomicrobiaceae,Bacteria,Bacteria,Both,Match,Direct_Name,38,7,42,8
Thermonemataceae,Bacteria,Bacteria,Both,Match,Direct_Name,13,4,5,4
Thermoplasmataceae,Archaea,Archaea,Both,Match,Direct_Name,691,24,43,6
Thermoproteaceae,Archaea,Archaea,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,40,3,212,49
Thermosediminibacteraceae,Bacteria,Bacteria,Both,Match,Direct_Name,9,8,7,7
Thermospiraceae,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,1,1
Thermostichaceae,Bacteria,Bacteria,Both,Match,Direct_Name,17,3,12,11
Thermosulfidibacteraceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,8,4,4,3
Thermosynechococcaceae,Bacteria,Bacteria,Both,Match,Direct_Name,55,11,66,51
Thermosynergistaceae,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,8,1
Thermotaleaceae,Bacteria,Bacteria,Both,Match,Direct_Name,20,11,16,13
Thermotogaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,47,6,149,34
Thermotomaculaceae,Bacteria,Bacteria,Both,Match,Direct_Name,10,2,1,1
Thermovirgaceae,Bacteria,Bacteria,Both,Match,Direct_Name,51,5,27,4
Thiobacillaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,253,13,262,32
Thiobacteraceae,Bacteria,Bacteria,Both,Match,Direct_Name,12,0,1,1
Thiohalobacteraceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,4,1,40,6
Thiohalomonadaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,21,1,53,5
Thiohalorhabdaceae,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,9,4
Thiohalospiraceae,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,11,2
Thiotrichaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,90,8,328,73
Tichowtungiaceae,Bacteria,Bacteria,Both,Match,Direct_Name,19,1,4,2
Tindalliaceae,Bacteria,Bacteria,Both,Match,Direct_Name,11,2,6,4
Tissierellaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,60,15,128,31
Treponemataceae,Bacteria,Bacteria,Both,Match,Direct_Name,1288,22,2361,131
Trichloromonadaceae,Bacteria,Bacteria,Both,Match,Direct_Name,7,2,11,2
Trichocoleusaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI,5,1,26,21
Trueperaceae,Bacteria,Bacteria,Both,Match,Direct_Name,65,18,147,6
Turicibacteraceae,Bacteria,Bacteria,Both,Match,Direct_Name,313,3,638,17
Usitatibacteraceae,Bacteria,Bacteria,Both,Match,Direct_Name,69,9,82,4
Vallitaleaceae,Bacteria,Bacteria,Both,Match,Direct_Name,35,10,30,10
Vampirovibrionaceae,Bacteria,Bacteria,Both,Match,Direct_Name,16,7,2,2
Veillonellaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,498,4,2513,171
Verrucomicrobia subdivision 6,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI,58,1,30,7
Verrucomicrobiaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,121,12,526,72
Vibrionaceae,Bacteria,Bacteria,Both,Match,Direct_Name,7565,14,35178,1051
Vicinamibacteraceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,13,3,58,6
Vicingaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,103,16,51,4
Victivallaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,224,20,191,8
Vulgatibacteraceae,Bacteria,Bacteria,Both,Match,Direct_Name,3,3,7,3
Waddliaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,4,1,25,3
Weeksellaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1390,50,2998,503
Wenzhouxiangellaceae,Bacteria,Bacteria,Both,Match,Direct_Name,76,7,142,17
Williamwhitmaniaceae,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,4,2
Woeseiaceae,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,173,22,530,8
Xanthobacteraceae,Bacteria,Bacteria,Both,Match,Direct_Name,1411,51,744,130
Xenococcaceae,Bacteria,Bacteria,Both,Match,Direct_Name,35,8,11,10
Xylanivirgaceae,Bacteria,Bacteria,Both,Match,Direct_Name,6,3,2,1
Zavarziniaceae,Bacteria,Bacteria,Both,Match,Direct_Name,12,3,9,4
Zhaonellaceae,Bacteria,Bacteria,Both,Match,Direct_Name,2,2,1,1
Zooshikellaceae,Bacteria,Bacteria,Both,Match,Direct_Name,9,2,9,5
Aeolococcaceae,Bacteria,,GTDB_Only,No_Match,None,69,0,0,0
Arandabacteraceae,Bacteria,,GTDB_Only,No_Match,None,7,0,0,0
Australimonadaceae,Bacteria,,GTDB_Only,No_Match,None,43,0,0,0
Bacilli,Bacteria,,GTDB_Only,No_Match,None,1,0,0,0
Bathycorpusculaceae,Archaea,,GTDB_Only,No_Match,None,127,0,0,0
Blakebacteraceae,Bacteria,,GTDB_Only,No_Match,None,5,0,0,0
Chloroheliaceae,Bacteria,,GTDB_Only,No_Match,None,8,0,0,0
Cyanobacteriota,Bacteria,,GTDB_Only,No_Match,None,13,0,0,0
DNKR01,Bacteria,,GTDB_Only,No_Match,None,1,0,0,0
Eutrophobiaceae,Bacteria,,GTDB_Only,No_Match,None,109,0,0,0
Fermentithermobacillaceae,Bacteria,,GTDB_Only,No_Match,None,29,0,0,0
HRBIN24,Bacteria,,GTDB_Only,No_Match,None,5,1,0,0
Joyebacteraceae,Bacteria,,GTDB_Only,No_Match,None,33,0,0,0
Kaftiobacteriaceae,Bacteria,,GTDB_Only,No_Match,None,17,0,0,0
Lucifugimonadaceae,Bacteria,,GTDB_Only,No_Match,None,111,0,0,0
Oceanimicrobiaceae,Bacteria,,GTDB_Only,No_Match,None,7,0,0,0
Orphanbacteraceae,Bacteria,,GTDB_Only,No_Match,None,9,0,0,0
Patescibacteriaceae,Bacteria,,GTDB_Only,No_Match,None,26,0,0,0
Persebacteraceae,Bacteria,,GTDB_Only,No_Match,None,4,0,0,0
Spirochaetia,Bacteria,,GTDB_Only,No_Match,None,27,0,0,0
Vulcanimicrobiia,Bacteria,,GTDB_Only,No_Match,None,204,0,0,0
Abyssicoccaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,3,1
Acaryochloridaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,25,19
Acetonemataceae,,Bacteria,NCBI_Only,No_Match,None,0,0,6,5
Acidocellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,215,46
Ackermannviridae,,Unknown,NCBI_Only,No_Match,None,0,0,208,156
Actinopolysporaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,15,13
Actinospicaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,24,7
Adenoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,2424,129
Adintoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,11,11
Aerosakkonemataceae,,Bacteria,NCBI_Only,No_Match,None,0,0,11,10
Aggregaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Ahmunviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Ahpuchviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Ahrensiaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,79,21
Aliceevansviridae,,Unknown,NCBI_Only,No_Match,None,0,0,214,209
Aliterellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,5,4
Aliusviridae,,Unknown,NCBI_Only,No_Match,None,0,0,12,12
Alloherpesviridae,,Unknown,NCBI_Only,No_Match,None,0,0,47,16
Allomimiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,2,2
Alphaflexiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,85,83
Alphasatellitidae,,Unknown,NCBI_Only,No_Match,None,0,0,208,164
Alphatetraviridae,,Unknown,NCBI_Only,No_Match,None,0,0,6,6
Alsobacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,23,6
Alternaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,7,7
Alvernaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Amalgaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,79,78
Amesuviridae,,Unknown,NCBI_Only,No_Match,None,0,0,3,2
Amnoonviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Ampullaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,3,3
Anaerodiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,2,2
Anelloviridae,,Unknown,NCBI_Only,No_Match,None,0,0,633,169
Anthocerotibacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,3,2
Aoguangviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Aphanizomenonaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,393,76
Archangiaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,110,25
Arenaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,77,62
Arenbergviridae,,Unknown,NCBI_Only,No_Match,None,0,0,10,10
Arteriviridae,,Unknown,NCBI_Only,No_Match,None,0,0,35,31
Artoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,8,8
Ascoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,12,7
Asfarviridae,,Unknown,NCBI_Only,No_Match,None,0,0,348,1
Aspiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,8,8
Assiduviridae,,Unknown,NCBI_Only,No_Match,None,0,0,4,4
Astroviridae,,Unknown,NCBI_Only,No_Match,None,0,0,171,128
Atkinsviridae,,Unknown,NCBI_Only,No_Match,None,0,0,91,91
Atrimonadaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,2,2
Aurantibacillaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Aurantimonadaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,152,88
Autographiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1862,1580
Autolykiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,21,21
Avsunviroidae,,Unknown,NCBI_Only,No_Match,None,0,0,7,5
Azonexaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,246,33
Bacilladnaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,26,26
Baculoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,149,115
Baekduiaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,27,5
Balneatrichaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,10,5
Balneicellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Barnaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Bartonellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,555,278
Beduinellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Benyviridae,,Unknown,NCBI_Only,No_Match,None,0,0,9,8
Betaflexiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,211,201
Bicaudaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,10,9
Bidnaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,4,3
Birnaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,25,18
Blastocatellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,53,3
Blumeviridae,,Unknown,NCBI_Only,No_Match,None,0,0,35,35
Bogoriellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,51,32
Bornaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,43,13
Boseaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,151,75
Botourmiaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,305,293
Bromoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,310,61
Brucellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1895,222
Bruguierivoracaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,44,35
Budviciaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,33,12
Caldisphaeraceae,,Archaea,NCBI_Only,No_Match,None,0,0,13,2
Caliciviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1047,43
Calotrichaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,52,37
Capillimicrobiaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,4,2
Carmotetraviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Caryophanaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,641,324
Casjensviridae,,Unknown,NCBI_Only,No_Match,None,0,0,162,149
Catalimonadaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,22,9
Caulimoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,141,133
Cesiribacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,5,5
Chaacviridae,,Unknown,NCBI_Only,No_Match,None,0,0,3,3
Chaseviridae,,Unknown,NCBI_Only,No_Match,None,0,0,63,52
Chelatococcaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,42,21
Chlorogloeopsidaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,8,3
Chryseotaleaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,26,8
Chrysoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,47,36
Chuviridae,,Unknown,NCBI_Only,No_Match,None,0,0,65,65
Circoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,4355,358
Clavaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Closteroviridae,,Unknown,NCBI_Only,No_Match,None,0,0,90,83
Coelosphaeriaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,15,4
Colwelliaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,293,142
Comamonadaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,4629,841
Coralliovaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Coronaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,13022,162
Corticoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,17,16
Corynebacteriaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,3859,569
Cremegaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,2,2
Crepuscuviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Crevaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,4,4
Cruliviridae,,Unknown,NCBI_Only,No_Match,None,0,0,3,3
Cuniculiplasmataceae,,Archaea,NCBI_Only,No_Match,None,0,0,9,3
Curvulaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,8,8
Cyanomargaritaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Cymatolegaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,13,9
Cystoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,22,16
Deltaflexiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,16,15
Demerecviridae,,Unknown,NCBI_Only,No_Match,None,0,0,362,326
Dermacoccaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,88,51
Dermocarpellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,2,2
Desulfoarculaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Desulfobacteriaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,16,3
Desulfothermaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Dicistroviridae,,Unknown,NCBI_Only,No_Match,None,0,0,102,97
Dictyobacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,14,10
Dietziaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,158,53
Discoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,6,5
Drexlerviridae,,Unknown,NCBI_Only,No_Match,None,0,0,486,409
Druskaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,5,5
Duinviridae,,Unknown,NCBI_Only,No_Match,None,0,0,6,6
Duneviridae,,Unknown,NCBI_Only,No_Match,None,0,0,17,17
Echinimonadaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,5,4
Egicoccaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,6,4
Ekchuahviridae,,Unknown,NCBI_Only,No_Match,None,0,0,2,2
Elioraeaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,23,7
Endornaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,79,75
Entomoplasmataceae,,Bacteria,NCBI_Only,No_Match,None,0,0,45,24
Entophysalidaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,3,2
Erwiniaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,2186,437
Erythrobacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,957,315
Eubacteriales Family IV. Incertae Sedis,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Eubacteriales Family XII. Incertae Sedis,,Bacteria,NCBI_Only,No_Match,None,0,0,19,11
Euroniviridae,,Unknown,NCBI_Only,No_Match,None,0,0,3,3
Fastidiosibacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,24,14
Ferrimonadaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,34,18
Ferroplasmaceae,,Archaea,NCBI_Only,No_Match,None,0,0,119,10
Fervensviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Fidelibacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Fiersviridae,,Unknown,NCBI_Only,No_Match,None,0,0,464,320
Filoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,27,15
Fimoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,32,32
Finnlakeviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Flaviviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1420,233
Flectobacillaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,122,37
Fluviibacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,13,2
Forsetiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,15,15
Fortieaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,13,11
Fredfastierviridae,,Unknown,NCBI_Only,No_Match,None,0,0,11,10
Fulvivirgaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,133,31
Fusariviridae,,Unknown,NCBI_Only,No_Match,None,0,0,55,52
Fuselloviridae,,Unknown,NCBI_Only,No_Match,None,0,0,52,16
Gammaflexiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,4,3
Gaopeijiaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,4,1
Geitlerinemataceae,,Bacteria,NCBI_Only,No_Match,None,0,0,12,11
Geminiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1430,683
Genomoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,549,360
Geochordaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,2,2
Geovibrionaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,15,8
Globuloviridae,,Unknown,NCBI_Only,No_Match,None,0,0,4,4
Gloeotrichiaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,5,1
Glycomycetaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,65,46
Gomontiellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,9,8
Gordoniaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,319,137
Graaviviridae,,Unknown,NCBI_Only,No_Match,None,0,0,4,4
Gracilibacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,14,7
Gresnaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Grimontviridae,,Unknown,NCBI_Only,No_Match,None,0,0,17,17
Guelinviridae,,Unknown,NCBI_Only,No_Match,None,0,0,27,25
Guttaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Hadakaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,2,1
Hafniaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,482,19
Hafunaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,40,36
Hahellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,22,15
Haliscomenobacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,99,12
Halobacteriovoraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,90,45
Haloferuviridae,,Unknown,NCBI_Only,No_Match,None,0,0,26,26
Halomagnusviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Halorubellaceae,,Archaea,NCBI_Only,No_Match,None,0,0,15,10
Halspiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Hantaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,136,79
Hapalosiphonaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,75,23
Helgolandviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Hepadnaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,203,32
Hepeviridae,,Unknown,NCBI_Only,No_Match,None,0,0,45,26
Herelleviridae,,Unknown,NCBI_Only,No_Match,None,0,0,548,461
Heteroscytonemataceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Hoyosellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,9,7
Hydrococcaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,8,8
Hydrogenophilaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,42,13
Hyellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,50,22
Hypoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,55,48
Hytrosaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,4,3
Idiomarinaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,263,99
Iflaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,129,123
Inoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,382,227
Intestinicryptomonaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,16,3
Intestiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,32,32
Intrasporangiaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,429,161
Iodidimonadaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,8,7
Iridoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,214,42
Itzamnaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,2,2
Jonesiaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,18,13
Kitaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,15,11
Kleczkowskaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,8,8
Kolmioviridae,,Unknown,NCBI_Only,No_Match,None,0,0,26,15
Konkoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Kribbibacteriaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,6,3
Ktedonosporobacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,3,2
Kyanoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,386,121
Kytococcaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,22,7
Labilitrichaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,24,3
Laspinemataceae,,Bacteria,NCBI_Only,No_Match,None,0,0,9,4
Lavidaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,28,20
Lawsonellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,24,3
Leadbetterellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,85,35
Leishbuviridae,,Unknown,NCBI_Only,No_Match,None,0,0,3,3
