DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Viruses_genome_counts
Shanxi_tick_virus_2_species_2839038	1
Okra_curl_leaf_virus_species_2839082	1
Grapevine_emaravirus_A_species_2839083	1
Microbacterium_phage_PermaG_species_2836049	1
Microbacterium_phage_QuadZero_species_2836050	1
Mycobacterium_phage_Knocker_species_2836052	1
Campylobacter_phage_PC10_species_2836053	1
Escherichia_phage_E212_species_2836069	1
Staphylococcus_phage_PHB21_species_2836072	1
Escherichia_virus_KFS-EC3_species_2836074	1
Klebsiella_phage_vB_Kpn_3_species_2836075	1
Vibrio_phage_VP41s3_species_2836076	1
Paenibacillus_phage_Pd_22F_species_2836077	1
Escherichia_phage_vB_EcoM_FJ1_species_2836078	1
Rhizobium_phage_RHph_X2_26_species_2836080	1
Rhizobium_phage_RHph_X66_species_2836081	1
Rhizobium_phage_RHph_X2_24_species_2836082	1
Microbacterium_phage_CroZenni_species_2836011	1
Microbacterium_phage_Quammi_species_2836012	1
Microbacterium_phage_StrawberryJamm_species_2836013	1
Microbacterium_phage_Teehee_species_2836014	1
Mycobacterium_phage_Asayake_species_2836015	1
Mycobacterium_phage_BaghaKamala_species_2836016	1
Mycobacterium_phage_Blizzard_species_2836017	1
Mycobacterium_phage_Cher_species_2836020	1
Mycobacterium_phage_Durfee_species_2836021	1
Mycobacterium_phage_Twitch_species_2836024	1
Mycobacterium_phage_BananaFence_species_2836026	1
Arthrobacter_phage_Zaheer_species_2836041	1
Gordonia_phage_Jalammah_species_2836042	1
Gordonia_phage_YungMoney_species_2836045	1
Rhizobium_phage_RHph_X2_25_species_2836083	1
Escherichia_phage_vB_EcoM_SophiaRose_species_2836106	1
Bacillus_phage_vB_BspM_Internexus_species_2836108	1
Hafnia_phage_vB_HpaM_Zyzzx_species_2836109	1
Bacillus_phage_vB_BspM_AgentSmith_species_2836110	1
Bacillus_phage_vB_BspH_TimeGriffin_species_2836111	1
Hafnia_phage_vB_HpaM_Meifeng_species_2836112	1
Hafnia_phage_vB_HpaM_SarahDanielle_species_2836113	1
Bacillus_phage_vB_BspH_Mawwa_species_2836115	1
Escherichia_phage_vB_EcoM_Skers_species_2836116	1
Bacillus_phage_vB_BspP_Dartukuta_species_2836117	1
Bat_SARS-like_coronavirus_Khosta-1_species_2836123	1
Bat_SARS-like_coronavirus_Khosta-2_species_2836124	1
Rhizobium_phage_RHEph19_species_2836125	1
Rhizobium_phage_RHph_X3_2_species_2836084	1
Microbacterium_phage_Footloose_species_2836048	1
Rhizobium_phage_RHph_X3_15_species_2836087	1
Rhizobium_phage_RHph_X92_species_2836088	1
Rhizobium_phage_RHph_X94_species_2836089	1
Arthrobacter_phage_Sicarius2_species_2836090	1
Gordonia_phage_Aflac_species_2836092	1
Gordonia_phage_Phishy_species_2836093	1
Gordonia_phage_Tolls_species_2836094	1
Microbacterium_phage_Honk_species_2836095	1
Mycobacterium_phage_Freya_species_2836097	1
Mycobacterium_phage_Jarvi_species_2836098	1
Mycobacterium_phage_Marsha_species_2836099	1
Mycobacterium_phage_MeaningOfLife_species_2836100	1
Mycobacterium_phage_Padfoot_species_2836101	1
Mycobacterium_phage_Peel_species_2836102	1
Rhizobium_phage_RHph_X3_9_species_2836085	1
Rhodobacter_phage_RcSimone-Hastad_species_2835981	1
Rhodobacter_phage_RcTiptonus_species_2835982	1
Rhodobacter_phage_RcWaterboi_species_2835983	1
Staphylococcus_phage_SAPYZU_16_species_2835944	1
Salmonella_phage_26YS_species_2835947	1
Salmonella_phage_95YS_species_2835948	1
Salmonella_phage_Liang_dang_541_species_2835949	1
Salmonella_phage_SM86_species_2835950	1
Gordonia_phage_DumpTruck_species_2835954	1
Gordonia_phage_Fugax_species_2835955	1
Gordonia_phage_Runhaar_species_2835956	1
Microbacterium_phage_Aries55_species_2835957	1
Microbacterium_phage_BrokMonster_species_2835958	1
Microbacterium_phage_Mandalorian_species_2835960	1
Microbacterium_phage_A3Wally_species_2836046	1
Mycobacterium_phage_Dole_species_2835963	1
Mycobacterium_phage_LochMonster_species_2835965	1
Rhodobacter_phage_RcBaka_species_2835966	1
Rhodobacter_phage_RcDormio_species_2835967	1
Erwinia_phage_pEa_SNUABM_4_species_2835894	1
Erwinia_phage_pEa_SNUABM_42_species_2835895	1
Erwinia_phage_pEa_SNUABM_6_species_2835896	1
Erwinia_phage_pEa_SNUABM_9_species_2835897	1
Staphylococcus_phage_SA3821_species_2835899	1
Escherichia_phage_S143_2_species_2835926	1
Escherichia_phage_W143_species_2835927	1
Mycobacterium_phage_Chaser_species_2835962	1
Microbacterium_phage_Badulia_species_2836047	1
Rhodobacter_phage_RcZahn_species_2835984	1
Rhodobacter_phage_RcThunderbird_species_2835986	1
Paenibacillus_phage_AlexiD_species_2835987	1
Paenibacillus_phage_Bert_species_2835988	1
Paenibacillus_phage_Bohemia_species_2835989	1
Paenibacillus_phage_Hobie_species_2835992	1
Paenibacillus_phage_JackPlaque_species_2835993	1
Paenibacillus_phage_Mock2_species_2835994	1
Paenibacillus_phage_Neutron_species_2835995	1
Paenibacillus_phage_Norbert_species_2835997	1
Paenibacillus_phage_Pahemo_species_2835998	1
Paenibacillus_phage_Picard_species_2835999	1
Paenibacillus_phage_Riker_species_2836000	1
Rhodobacter_phage_RcSalem_species_2835980	1
Arthrobacter_phage_Rizwana_species_2836008	1
Gordonia_phage_EdmundFerry_species_2836010	1
Rhodobacter_phage_RcDurkin_species_2835968	1
Rhodobacter_phage_RcFrancesLouise_species_2835969	1
Rhodobacter_phage_RcGingersnap_species_2835970	1
Rhodobacter_phage_RcHotPocket_species_2835971	1
Rhodobacter_phage_RcIroh_species_2835972	1
Rhodobacter_phage_RcKemmy_species_2835973	1
Rhodobacter_phage_RcMcDreamy_species_2835974	1
Rhodobacter_phage_RcMrWorf_species_2835975	1
Rhodobacter_phage_RcOceanus_species_2835976	1
Rhodobacter_phage_RcPescado_species_2835977	1
Rhodobacter_phage_RcPutin_species_2835978	1
Rhodobacter_phage_RcRios_species_2835979	1
Paenibacillus_phage_Sneaky_species_2836001	1
Alternaria_alternata_polymycovirus_1_species_2836783	1
Infectious_precocity_virus_species_2836817	1
Paguyaman_orthoreovirus_species_2836846	1
Escherichia_phage_vB_EcoS_Sponge_species_2836105	1
Agapanthus_velarivirus_species_2838133	1
Barleria_severe_mosaic_virus_species_2838135	1
Scadoxus_chlorotic_ringspot_virus_species_2838136	1
Bidens_pilosa_leaf_crumple_virus_species_2838151	1
Bemisia_tabaci_toti-like_virus_1_species_2838153	1
Bemisia_tabaci_toti-like_virus_2_species_2838154	1
Rhizoctonia_solani_megabasidiovirus_1_species_2836254	1
Rhizobium_phage_RHph_X2_30_species_2836126	1
Rhizobium_phage_RHph_N46_species_2836127	1
Rhizobium_phage_RHEph12_species_2836128	1
Rhizobium_phage_RHEph17_species_2836130	1
Rhizobium_phage_RHEph15_species_2836131	1
Rhizobium_phage_RHEph18_species_2836133	1
Rhizobium_phage_RHEph21_species_2836134	1
Rhizobium_phage_RHEph24_species_2836136	1
Rhizobium_phage_RHEph27_species_2836137	1
Rhizobium_phage_RHph_I40_species_2836138	1
Cronobacter_phage_EspYZU05_species_2836139	1
Cronobacter_phage_EspYZU08_species_2836140	1
Yunnan_Paris_negative-stranded_virus_species_2836142	1
Polygonatum_kingianum_virus_5_species_2836143	1
Mycobacterium_phage_Sassafras_species_2836103	1
Mycobacterium_phage_True_species_2836104	1
Rhizobium_phage_RHEph26_species_2836129	1
Endive_yellows_virus_species_2836379	1
Mycobacterium_phage_Seabastian_species_2776873	1
Mycobacterium_phage_TroyPia_species_2776874	1
Mycobacterium_phage_Coco12_species_2776876	1
Microbacterium_phage_MuffinTheCat_species_2776837	1
Arthrobacter_phage_Orcanus_species_2776838	1
Gordonia_phage_Twonlo_species_2776840	1
Microbacterium_phage_GardenState_species_2776841	1
Microbacterium_phage_Sippinontea_species_2776843	1
Mycobacterium_phage_Gervas_species_2776844	1
Mycobacterium_phage_Miniwave_species_2776845	1
Mycobacterium_phage_Topgun_species_2776846	1
Streptomyces_phage_Beuffert_species_2776848	1
Arthrobacter_phage_Pippa_species_2776850	1
Arthrobacter_phage_Brynnie_species_2776852	1
Arthrobacter_phage_London_species_2776854	1
Arthrobacter_phage_Odyssey395_species_2776855	1
Arthrobacter_phage_Yavru_species_2776857	1
Gordonia_phage_Orla_species_2776858	1
Enterococcus_phage_EFA1_species_2776773	1
Salmonella_phage_pSal-SNUABM-02_species_2776807	1
Neurospora_discreta_partitivirus_1_species_2776809	1
Neurospora_discreta_partitivirus_2_species_2776810	1
Neurospora_discreta_partitivirus_3_species_2776811	1
Neurospora_discreta_partitivirus_4_species_2776812	1
Klebsiella_phage_MEW1_species_2776813	1
Klebsiella_phage_MMBB_species_2776814	1
Streptococcus_phage_23TH_species_2776815	1
Streptococcus_phage_SA01_species_2776816	1
Arthrobacter_phage_DanielleIgnace_species_2776853	1
Staphylococcus_phage_ECel-2020j_species_2777219	1
Staphylococcus_phage_ECel-2020k_species_2777220	1
Staphylococcus_phage_ECel-2020l_species_2777221	1
Mycobacterium_phage_Inchworm_species_2776878	1
Mycobacterium_phage_MiniLon_species_2776879	1
Mycobacterium_phage_MiniMac_species_2776880	1
Mycobacterium_phage_Thoth_species_2776882	1
Probopyrinella_latreuticola_Nege-like_virus_species_2776972	1
Sclerotinia_sclerotiorum_botybirnavirus_3S1/SX276_species_2777087	1
Sclerotinia_sclerotiorum_botybirnavirus_3S2/SX276_species_2777088	1
Sclerotinia_sclerotiorum_hypovirus_1/SX276_species_2777089	1
Sclerotinia_sclerotiorum_deltaflexivirus_3_species_2777090	1
Sclerotinia_sclerotiorum_ourmia-like_virus_5_species_2777091	1
Mycobacterium_phage_STLscum_species_2776872	1
Sclerotinia_sclerotiorum_mycotymovirus_2_species_2777093	1
Sclerotinia_sclerotiorum_mycoalphavirus_virus_1_species_2777094	1
Gordonia_phage_Diabla_species_2776859	1
Gordonia_phage_GourdThymes_species_2776860	1
Gordonia_phage_NovumRegina_species_2776862	1
Gordonia_phage_Sam12_species_2776863	1
Microbacterium_phage_Avocadoman_species_2776864	1
Microbacterium_phage_DelaGarza_species_2776865	1
Microbacterium_phage_DickRichards_species_2776866	1
Microbacterium_phage_Lahqtemish_species_2776867	1
Microbacterium_phage_Quenya_species_2776868	1
Microbacterium_phage_Zayuliv_species_2776869	1
Mycobacterium_phage_CentreCat_species_2776870	1
Mycobacterium_phage_OfUltron_species_2776871	1
Sclerotinia_sclerotiorum_rhabdovirus_1_species_2777092	1
Erwinia_phage_PEar1_species_2776817	1
Erwinia_phage_PEar2_species_2776818	1
Erwinia_phage_PEar4_species_2776819	1
Salmonella_phage_VSe13_species_2776822	1
Escherichia_phage_VEc74_species_2776823	1
Klebsiella_phage_vB_KpnP_Dlv622_species_2776830	1
Staphylococcus_phage_JD419_species_2776725	1
Escherichia_phage_vB_EcoS_bov15_1_species_2776734	1
Xanthomonas_phage_Xaa_vB_phi31_species_2776752	1
Lactobacillus_phage_MLC-A_species_2776765	1
Escherichia_phage_vB_Eco_Maverick_species_2776148	1
Campylobacter_phage_F379_species_2776767	1
Cucumber_endornavirus_1_species_2776768	1
Escherichia_phage_vB_EcoM_WL-3_species_2776769	1
Pseudomonas_phage_PASA16_species_2776770	1
Erwinia_phage_FBB1_species_2776772	1
Botrytis_cinerea_bocivirus_1_species_2775967	1
Pseudomonas_phage_BUCT553_species_2776766	1
Klebsiella_phage_066134_species_2777407	1
Fusarium_cerealis_partitivirus_1_species_2777529	1
Miscanthus_yellow_fleck_virus_species_2777538	1
Lutraria_rhynchaena_circular_ssDNA_virus_species_2777689	1
Rose_virus_B_species_2777710	1
Klebsiella_phage_066026_species_2777389	1
Staphylococcus_phage_ECel-2020i_species_2777218	1
Klebsiella_phage_066028_species_2777391	1
Klebsiella_phage_066031_species_2777392	1
Klebsiella_phage_066032_species_2777393	1
Klebsiella_phage_066036_species_2777394	1
Klebsiella_phage_066037_species_2777395	1
Klebsiella_phage_066038_species_2777396	1
Klebsiella_phage_066039_species_2777397	1
Klebsiella_phage_066041_species_2777398	1
Klebsiella_phage_066042_species_2777399	1
Klebsiella_phage_066045_species_2777400	1
Klebsiella_phage_066046_species_2777401	1
Klebsiella_phage_066053_species_2777402	1
Klebsiella_phage_066056_species_2777403	1
Klebsiella_phage_066058_species_2777404	1
Klebsiella_phage_066027_species_2777390	1
Klebsiella_phage_066121_species_2777406	1
Klebsiella_phage_066059_species_2777405	1
Serratia_phage_vB_SmaS_Bigdog_species_2777364	1
Staphylococcus_phage_ECel-2020m_species_2777222	1
Staphylococcus_phage_ECel-2020n_species_2777223	1
Staphylococcus_phage_ECel-2020o_species_2777224	1
Staphylococcus_phage_ECel-2020p_species_2777225	1
Staphylococcus_phage_ECel-2020q_species_2777226	1
Klebsiella_phage_P510_species_2777229	1
Klebsiella_phage_P560_species_2777230	1
Enterococcus_phage_EFGrNG_species_2777301	1
Gordonia_phage_GrootJr_species_2777310	1
Gordonia_phage_Linetti_species_2777311	1
Rhizobium_phage_vB_RleA_TRX32-1_species_2777321	1
Lactococcus_phage_FB14_species_2777322	1
Enterobacter_phage_N5822_species_2777323	1
Serratia_phage_vB_SmaS_Opt-148_species_2777365	1
Lactococcus_phage_FB10_species_2777325	1
Lactococcus_phage_FB3_species_2777326	1
Citrus_virus_B_species_2777208	1
Staphylococcus_phage_ECel-2020a_species_2777210	1
Staphylococcus_phage_ECel-2020b_species_2777211	1
Staphylococcus_phage_ECel-2020c_species_2777212	1
Staphylococcus_phage_ECel-2020e_species_2777214	1
Staphylococcus_phage_ECel-2020f_species_2777215	1
Staphylococcus_phage_ECel-2020g_species_2777216	1
Staphylococcus_phage_ECel-2020h_species_2777217	1
Lactococcus_phage_FB6_species_2777324	1
Serratia_phage_vB_SmaS_Opt-169_species_2777370	1
Salmonella_phage_SilasIsHot_species_2777371	1
Salmonella_phage_GEC_vB_GOT_species_2777375	1
Salmonella_phage_GEC_vB_MG_species_2777376	1
Salmonella_phage_GEC_vB_N3_species_2777377	1
Salmonella_phage_GEC_vB_N5_species_2777378	1
Salmonella_phage_GEC_vB_N6_species_2777379	1
Salmonella_phage_GEC_vB_N7_species_2777380	1
Klebsiella_phage_066013_species_2777382	1
Klebsiella_phage_066015_species_2777383	1
Klebsiella_phage_066019_species_2777384	1
Klebsiella_phage_066022_species_2777385	1
Klebsiella_phage_066023_species_2777386	1
Serratia_phage_vB_SmaS_Rovert_species_2777363	1
Lactococcus_phage_GL7_species_2777327	1
Lactococcus_phage_GP13_species_2777328	1
Lactococcus_phage_GP14_species_2777329	1
Lactococcus_phage_GP15_species_2777330	1
Lactococcus_phage_RH10_species_2777331	1
Lactococcus_phage_RH6_species_2777332	1
Citrobacter_phage_vB_Cfr_Xman_species_2777347	1
Klebsiella_phage_P528_species_2777348	1
Citrobacter_phage_vB_CfrD_Supreme284_species_2777349	1
Cronobacter_phage_vB_CsaM_Cronuts_species_2777351	1
Salmonella_phage_AR2819_species_2777359	1
Salmonella_phage_FrontPhageNews_species_2777360	1
Salmonella_phage_Sajous1_species_2777361	1
Serratia_phage_vB_SmaS_Serratianator_species_2777362	1
Klebsiella_phage_066025_species_2777388	1
Siphovirus_Jomon_CT89_species_2774416	1
Siphovirus_UK_ancient_CT89_species_2774417	1
Siphovirus_LN-2020-1_species_2774418	1
Siphovirus_LN-2020-2_species_2774419	1
Alteromonas_phage_vB_AmeP_R8W_species_2774152	1
Salmonella_phage_ISTP3_species_2772610	1
Mpulungu_flavivirus_species_2775126	1
Escherichia_phage_vB_EcoP-U8_species_2775261	1
Escherichia_phage_HF4s_species_2775262	1
Hoya_necrotic_spot_virus_species_2775053	1
Tadarida_associated_gemykibivirus_1_species_2781866	1
Vibrio_phage_pVco-14_species_2781113	1
Pepper_yellow_leaf_curl_betasatellite_KTP_species_2781145	1
Campylobacter_phage_CJLB-4_species_2781358	1
Campylobacter_phage_CJLB-5_species_2781359	1
Campylobacter_phage_CJLB-7_species_2781360	1
Pseudomonas_phage_vB_PaeM_kmuB_species_2781362	1
Synechococcus_phage_S-SRP01_species_2781607	1
Bat_associated_nodavirus_species_2781639	1
Bat_chaphamaparvovirus_species_2781642	1
Bat_associated_circularvirus_species_2781646	1
Triatovirus_A/2018/ITA_species_2781648	1
Escherichia_phage_Msk_species_2781363	1
Bacteriophage_sp._438212_species_2781367	1
Acinetobacter_virus_fBenAci001_species_2781368	1
Acinetobacter_virus_fBenAci002_species_2781369	1
Acinetobacter_virus_fBenAci003_species_2781370	1
bubaline-associated_gemykrogvirus_species_2781372	1
CrAssphage_cat_SB2894_species_2781373	1
Avian_gyrovirus_13_species_2781374	1
Gyrovirus_9_species_2781379	1
Duck_ssDNA_virus_species_2781382	1
Providencia_phage_PSTCR6_species_2783548	1
Providencia_phage_PSTCR7lys_species_2783550	1
Providencia_phage_PSTCR8lys_species_2783551	1
Providencia_phage_PSTCR9_species_2783552	1
Cutibacterium_phage_FD1_species_2783558	1
Cutibacterium_phage_FD2_species_2783559	1
Cutibacterium_phage_FD3_species_2783560	1
Cutibacterium_phage_PAVL20_species_2783561	1
Cutibacterium_phage_PAVL21_species_2783562	1
Cutibacterium_phage_PAVL33_species_2783563	1
Cutibacterium_phage_PAVL34_species_2783564	1
Cutibacterium_phage_PAVL45_species_2783565	1
Providencia_phage_PSTNGR2lys_species_2783543	1
Clostridium_phage_CWou-2020a_species_2782718	1
Clostridium_phage_CWou-2020b_species_2782719	1
Escherichia_phage_204576_species_2783517	1
Providencia_phage_Kokobel2_species_2783541	1
Providencia_phage_PSTNGR1_species_2783542	1
Pseudomonas_phage_PN09_species_2782564	1
Okra_mottle_Mexico_virus_species_2782566	1
Staphylococcus_phage_PhiSepi-HH3_species_2782522	1
Staphylococcus_phage_PI-Sepi-HH2_species_2782523	1
Staphylococcus_phage_PhiSepi-HH1_species_2782524	1
Mekrijarvi_negevirus_species_2778782	1
Southwest_bike_trail_virus_species_2778788	1
Nelorpivirus_dungfly_species_2778969	1
Sandewavirus_dungfly_species_2778970	1
Pseudorasbora_circovirus_1_species_2778990	1
Pseudorasbora_circovirus_2_species_2778991	1
Gudgeon_associated_circular_DNA_virus_species_2778992	1
Amazon_milk_frog_associated_circular_DNA_virus_species_2778993	1
Phytophthora_endornavirus_2_species_2779399	1
Red-eared_slider_associated_circular_DNA_molecule_species_2778994	1
Pepper_vein_yellows_virus-associated_RNA_species_2779169	1
Passerine_adenovirus_1_species_2779174	1
Phytophthora_endornavirus_3_species_2779400	1
Caloscypha_fulgens_mycovirus_A_species_2778771	1
Picoa_juniperi_megatotivirus_1_species_2778517	1
Picoa_juniperi_mycovirus_1_species_2778518	1
Human_anellovirus_zj-ad_1_species_2778524	1
Adeno-associated_virus_Croatia_cul1_12_species_2778552	1
Aeromonas_phage_MBa-2020a_species_2778586	1
Cnidoscolus_blistering_yellow_mosaic_virus_species_2778485	1
Klebsiella_phage_AShe-2020a_species_2779655	1
Escherichia_phage_vB_Eco_NR1_species_2780512	1
Campylobacter_phage_CJLB-14_species_2780166	1
Campylobacter_phage_CJLB-10_species_2780167	1
Campylobacter_phage_CJLB-12_species_2780170	1
CrAssphage_sp._C0521BD4_species_2780377	1
CrAssphage_sp._C0521BW15_species_2780378	1
CrAssphage_sp._C0526BW15_species_2780379	1
CrAssphage_sp._C0531BW4_species_2780380	1
Flavobacterium_phage_FCOV-F21_species_2764962	1
Flavobacterium_phage_FCOV-F22_species_2764963	1
Flavobacterium_phage_FCOV-F23_species_2764964	1
Flavobacterium_phage_FCOV-F24_species_2764965	1
Flavobacterium_phage_FCOV-F26_species_2764966	1
Flavobacterium_phage_FCOV-F28_species_2764967	1
Flavobacterium_phage_FCOV-F29_species_2764968	1
Flavobacterium_phage_FCOV-F3_species_2764969	1
Aconite_virus_A_species_2764701	1
Klebsiella_phage_vB_KpnP_cmc20191_species_2764949	1
Klebsiella_phage_vB_KpnP_cmc20192_species_2764950	1
Klebsiella_phage_vB_KpnM_cmc20193_species_2764951	1
Flavobacterium_phage_V188_species_2764992	1
Flavobacterium_phage_V189_species_2764993	1
Enterococcus_phage_iF6_species_2765371	1
Flavobacterium_phage_FCOV-F30_species_2764970	1
Flavobacterium_phage_FCOV-F31_species_2764971	1
Flavobacterium_phage_FCOV-F32_species_2764972	1
Flavobacterium_phage_FCOV-F33_species_2764973	1
Flavobacterium_phage_FCOV-F34_species_2764974	1
Flavobacterium_phage_FCOV-F35_species_2764975	1
Flavobacterium_phage_FCOV-F36_species_2764976	1
Flavobacterium_phage_FCOV-F38_species_2764977	1
Flavobacterium_phage_FCOV-F20_species_2764961	1
Flavobacterium_phage_FCOV-F4_species_2764979	1
Flavobacterium_phage_FCOV-F40_species_2764980	1
Flavobacterium_phage_FCOV-F41_species_2764981	1
Flavobacterium_phage_FCOV-F42_species_2764982	1
Flavobacterium_phage_FCOV-F43_species_2764983	1
Flavobacterium_phage_FCOV-F44_species_2764984	1
Flavobacterium_phage_FCOV-F47_species_2764985	1
Flavobacterium_phage_FCOV-F1_species_2764952	1
Flavobacterium_phage_FCOV-F10_species_2764953	1
Flavobacterium_phage_FCOV-F11_species_2764954	1
Flavobacterium_phage_FCOV-F12_species_2764955	1
Flavobacterium_phage_FCOV-F17_species_2764958	1
Flavobacterium_phage_FCOV-F18_species_2764959	1
Flavobacterium_phage_FCOV-F19_species_2764960	1
Flavobacterium_phage_FCOV-F39_species_2764978	1
