family,census_otu_count,census_size_count,otu_percentage,size_percentage,gtdb_genome_count,gtdb_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,novelty_factor,overrepresentation_factor,direct_matches,lineage_matches,total_matches,match_status,coverage_percentage
B18-G4,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SZUA-365,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFAMB01,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
BS750m-G39,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA2985,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GWA2-42-14,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
HGW-17,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
J027,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DSM-21967,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DSM-13327,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
EX4572-44,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UMGS1540,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
T3Sed10-11,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA11576,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACAEJ01,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SZUA-545,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DTU073,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-2686295,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA5738,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
TMED113,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA12402,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B26-G9,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
LBFQ01,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DTU012,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SXQI01,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
T3Sed10-336,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIYYT01,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA2163,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
2-02-FULL-67-57,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DSM-21159,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JANLHA01,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAAEKA01,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Velamenicoccaceae,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA9642,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Fen-336,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Caminicellaceae,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
QOAS01,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGXI01,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAEUHO01,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
M30B66,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
MPNO01,0,0,0.0,0.0,15,15,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
PWMO01,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAMCUS01,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA2185,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA11373,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA5946,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SURF-24,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B1SED10-174,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
MWEM01,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA998,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA2995,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
MnTg04,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA8229,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
BMS3Bbin11,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
2-01-FULL-39-33,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
2-02-FULL-51-18,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SXHM01,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GW2011-AR20,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAJJDF01,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WLNW01,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
RSA9,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B11-G9,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-002793355,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-2709665,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAKAZS01,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DSM-12255,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIWKO01,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA840,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
QMZS01,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GWF2-50-93,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA8649,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WVZY01,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
PEYH01,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA12088,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
HGM11501,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
21-14-0-10-32-9,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Rubricoccaceae,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAIRLM01,0,0,0.0,0.0,14,14,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DSM-22653,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SLST01,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
2-02-FULL-39-32,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHISY01,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA2385,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Dethiosulfatibacteraceae,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
QMZT01,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIWAD01,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA3375,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SM23-78,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACTUA01,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA12028,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
J045,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPNG01,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA12470,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA4765,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Bog-1112,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
NICIL-2,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
2-02-FULL-35-15,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
J004,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Danuiimicrobiaceae,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Ch29,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JABEVK01,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JABHMO01,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
J096,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Norongarragalinaceae,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
LMEP-6097,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA8473,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Sumerlaeaceae,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
79-D21,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Aeribacillaceae,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA1565,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA8108,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Caldarchaeaceae,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA6156,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
2-12-FULL-50-11,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA6053,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA1539,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIOGM01,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Fermentimicrarchaeaceae,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
J153,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAMCQF01,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA12170,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA9942,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACRGQ01,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UMGS1253,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GWA2-32-17,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Methanofollaceae,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
MK-D1,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIRTM01,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALSKU01,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
BH030062,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAJFVJ01,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJYZQ01,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA148,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
2-02-FULL-66-22,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Alkalispirochaetaceae,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA5368,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIJYI01,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAMDDE01,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAADDC01,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIUEV01,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA6539,0,0,0.0,0.0,13,13,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
172606-1,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA3940,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADJOU01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Thiobacteraceae,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Psychrobiaceae,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Hecatellaceae,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA4661,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-002687715,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA5852,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJYID01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SZUA-161,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA796,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CPR2,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJDTQ01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFDCJ01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Fen-1087,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SLCP01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UASB340,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIODY01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA4664,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA2595,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CG2-30-64-16,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA1188,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B3-TA06,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
FEN-1388,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CG2-30-53-67,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Rhodomicrobiaceae,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DRI-13,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B30-G6,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA12463,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CSP1-5,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
J137,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SXXA01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
32-111,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
REDH01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SM23-32,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
XN24,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
EX4484-6,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WQUG01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DUMP01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SPLOWO2-01-44-7,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA10329,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GW2011-AR18,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
HGM11327,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAAYUI01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
PWTM01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SMXR01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Ch128b,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Aenigmatarchaeaceae,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CG03,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJZIM01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
HRBIN17,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA4778,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIQCK01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Chitinimonadaceae,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA12501,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAADHI01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B79-G9,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA4738,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-2861595,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Thermosynergistaceae,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJXUE01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFAQI01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SHWZ01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Aminithiophilaceae,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
BJGX01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
HGM11417,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA5745,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CACIAM-69d,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
20CM-2-55-15,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA1321,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
RBG-13-53-26,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
OUC007,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DTGL01,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
HRBIN16,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DTU087,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Elsteraceae,0,0,0.0,0.0,12,12,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA3065,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UMGS1840,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
RBG-16-68-14,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
T1SED10-28,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA6777,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DTJL01,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SIBU01,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA525,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA1406,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIQIC01,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA6022,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
PWEA01,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Tindalliaceae,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA2798,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WO2-44-18,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
J057,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-2747955,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
VXPQ01,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACDGC01,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DTKZ01,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
RBG-13-38-9,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-002694895,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Huberarchaeaceae,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GWF2-35-9,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
HGM11507,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
PWKH01,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Spongiicolonaceae,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA284,0,0,0.0,0.0,11,11,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
