family,census_otu_count,census_size_count,otu_percentage,size_percentage,gtdb_genome_count,gtdb_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,novelty_factor,overrepresentation_factor,direct_matches,lineage_matches,total_matches,match_status,coverage_percentage
GWA2-38-13,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGEY01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
M2410,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAENJC01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
PWNQ01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Anaeromusaceae,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
VENG01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPAL01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Salinispiraceae,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
S012-138,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA6769,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAITYL01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
RGIG8002,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Fen-1364,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
BS150m-G63,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHJCI01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGOOR01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JC228,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAINNR01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
VENL01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHJIW01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGWAF01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAMCUA01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Lenti-02,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
S016-19,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CG2-30-49-12,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJFHB01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAMWDD01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAAUUE01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SG8-13,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SHYK01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
RGZA01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
NBLK01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Chazhemtobacteraceae,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
MAG-NZ,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPWU01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
XYA12-FULL-58-9,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA8522,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DUMW01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CACZRW01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Muiribacteriaceae,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JABMQE01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAANXI01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA6130,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAAYNZ01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SCRA01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAQUPP01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Baldrarchaeaceae,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAISUE01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA995,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GWC2-42-11,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SLGR01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SICC01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACIWR01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGTP01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JABWAT01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPGT01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAKSBE01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Carbonactinosporaceae,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACQYG01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CG2-30-40-12,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B87-G9,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Leeiaceae,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-2747355,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SZUA-1535,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
2-01-FULL-58-14,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
2-02-FULL-50-16,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
HKB111,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAFBRK01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GWF1-51-8,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SLRQ01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAKMZV01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACRHW01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHJQQ01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA3569,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-002779875,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFDET01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
RGIG577,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Sh68,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA4820,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-002795985,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGVF01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADFVP01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DYLC01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGOPM01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GWA2-35-9,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA7332,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WHST01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SpSt-223,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
HK-STAS-PATE-42,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Thiohalobacteraceae,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJFLO01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SCSIO-06110,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CG1-02-31-27,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DTJR01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B23,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAISOG01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJZTU01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DSM-2461,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGPKI01,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
1-14-0-10-42-19,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SIT17,0,0,0.0,0.0,4,4,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAABPS01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAEYXS01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAIQFV01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAAYKM01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Cfx3-03,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-2701885,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DRJJ01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
BM303,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WVXJ01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA1257,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
PIYN01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIYGI01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJYWN01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAIQGF01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-016699755,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SZUA-224,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAAXUF01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Njordarchaeaceae,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
QPJT01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACKAF01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAAZZY01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA4093,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
HRBIN23,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJSAM01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGNHN01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-002780085,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPIM01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJRWK01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACRGW01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Thiohalorhabdaceae,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JABJBS01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJISG01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIKKV01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIJXV01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SHYD01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFCCC01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACVIW01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-002772895,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
VGTA01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGMEO01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIQCM01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
LLD-282,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHJDW01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA9087,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
AMD01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WRLA01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WVWN01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SLOV01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
J009,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DUMU01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Plut-88900,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAAYJT01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
VBWC01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SZUA-540,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B130-G9,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHWHD01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Bin106,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAEYZS01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAAYLA01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
VGLK01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SKSH01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GWC2-33-13,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JANQFW01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WRLR01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CG1-02-47-18,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
BNUF01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B10-G4,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALVPX01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B24-2,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAKSCL01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACDBD01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAIFNL01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
W498,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA6184,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Angustibacteraceae,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
QDMS2,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-2720935,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SZUA-104,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGOAT01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJYPT01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAMLKC01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SCGC-AAA011-G17,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGKV01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CG1-02-64-396,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJZSN01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHDSC01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADHWI01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DSM-19205,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WUQV01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
ZOR0006,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SLPQ01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAMLJR01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGCJ01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
BOKC01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA6594,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGLOF01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Marispirochaetaceae,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JdFR-42,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA3939,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA2247,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAJQND01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
RFSG01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHKAY01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DTGQ01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B1Sed10-29,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JABDGN01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-2722455,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADLBR01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAADGX01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
J040,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
ISCAR-4553,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WRKU01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-2715965,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
ZC4RG38,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALVMC01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CSBR16-119,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACDHS01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALRAY01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Geothermincolaceae,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAPLJL01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
F1-140-MAGs086,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
VGJL01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Abzuiibacteriaceae,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA3088,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
FEN-943,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAKJGF01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JABSRG01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIMWS01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACZKF01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJFIK01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALWSI01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DUMB01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAAEMS01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA12247,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACCYU01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
YD0425bin51,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JIR-001,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Pan216,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGVWC01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CANGYM01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
RUG033,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
VGOG01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SHVT01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WPAF01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
