DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Archaea_genome_counts
halophilic_archaeon_DL31_species_756883	1
Salinigranum_rubrum_species_755307	1
Halorubellus_salinus_species_755309	1
Hyperthermophilic_Archaeal_Virus_1_species_762905	1
Methanobacterium_lacus_species_877455	1
Methanothermobacter_sp._CaT2_species_866790	1
Halosimplex_pelagicum_species_869886	1
Salinarchaeum_laminariae_species_869888	1
Halosimplex_rubrum_species_869889	1
Vulcanisaeta_thermophila_species_867917	1
Methanoregula_formicica_species_882104	1
Natronobacterium_haloterrestre_species_148448	1
Halopiger_aswanensis_species_148449	1
Methanocalculus_alkaliphilus_species_768730	1
Halomicrobium_zhouii_species_767519	1
Hyperthermophilic_Archaeal_Virus_2_species_762906	1
Halorubrum_salinum_species_767517	1
crenarchaeote_SCGC_AAA261-N23_species_1130305	1
euryarchaeote_SCGC_AAA261-E04_species_1130317	1
euryarchaeote_SCGC_AAA261-G15_species_1130318	1
crenarchaeote_SCGC_AAA261-N13_species_1130304	1
Candidatus_Aenigmarchaeota_archaeon_JGI_0000106-F11_species_1130284	1
Candidatus_Geocrenenecus_sp._JGI_0000106-J15_species_1130285	1
crenarchaeote_SCGC_AAA261-C22_species_1130299	1
crenarchaeote_SCGC_AAA261-F05_species_1130300	1
crenarchaeote_SCGC_AAA261-G18_species_1130301	1
crenarchaeote_SCGC_AAA261-L14_species_1130302	1
crenarchaeote_SCGC_AAA261-L22_species_1130303	1
Haloplanus_salinus_species_1126245	1
Halorussus_ruber_species_1126238	1
Halorussus_amylolyticus_species_1126242	1
Halorubrum_sp._AJ67_species_1173487	1
Methanocella_arvoryzae_species_1175445	1
Natrinema_sp._J7-1_species_1172566	1
Natrialba_aegyptia_species_129789	1
Halobiforma_nitratireducens_species_130048	1
Candidatus_Acidianus_copahuensis_species_1160895	1
Natronococcus_roseus_species_1052014	1
Crenarchaeota_archaeon_SCGC_AAA471-B05_species_1052801	1
Crenarchaeota_archaeon_SCGC_AAA471-B23_species_1052802	1
Crenarchaeota_archaeon_SCGC_AAA471-C03_species_1052803	1
Crenarchaeota_archaeon_SCGC_AAA471-L13_species_1052804	1
Crenarchaeota_archaeon_SCGC_AAA471-L14_species_1052805	1
Crenarchaeota_archaeon_SCGC_AAA471-O08_species_1052806	1
Thermoplasmatales_archaeon_BRNA1_species_1054217	1
Halonotius_sp._J07HN4_species_1070774	1
Aigarchaeota_archaeon_JGI_0000001-B8_species_1052839	1
Aigarchaeota_archaeon_JGI_0000001-H6_species_1052841	1
Aigarchaeota_archaeon_SCGC_AAA471-A16_species_1052823	1
Aigarchaeota_archaeon_SCGC_AAA471-B22_species_1052825	1
Aigarchaeota_archaeon_SCGC_AAA471-D15_species_1052826	1
Candidatus_Calditenuaceae_archaeon_SCGC_AAA471-E14_species_1052827	1
Aigarchaeota_archaeon_SCGC_AAA471-E16_species_1052828	1
Candidatus_Calditenuaceae_archaeon_SCGC_AAA471-F17_species_1052829	1
Aigarchaeota_archaeon_SCGC_AAA471-G05_species_1052830	1
Aigarchaeota_archaeon_SCGC_AAA471-I13_species_1052831	1
Aigarchaeota_archaeon_SCGC_AAA471-J07_species_1052832	1
Aigarchaeota_archaeon_JGI_0000001-A7_species_1052838	1
Aigarchaeota_archaeon_SCGC_AAA471-J08_species_1052833	1
Methanosarcina_soligelidi_species_1036677	1
Methanosarcina_spelaei_species_1036679	1
Aeropyrum_pernix_spindle-shaped_virus_1_species_1032473	1
Marine_group_II_euryarchaeote_SCGC_AAA288-C18_species_1032475	1
Nanoarchaeota_archaeon_SCGC_AAA011-L22_species_1046946	1
Candidatus_Methanophagaceae_archaeon_SCGC_AAA252-L18_species_1046934	1
Candidatus_Aenigmarchaeota_archaeon_SCGC_AAA011-F07_species_1046938	1
Thermococcus_sp._4557_species_1042877	1
Natronorubrum_texcoconense_species_1095776	1
Natronobacterium_texcoconense_species_1095778	1
Nanoarchaeota_archaeon_SCGC_AAA011-L15_species_1104580	1
Haloferax_chudinovii_species_1109010	1
uncultured_Haladaptatus_sp._species_1109625	1
Thaumarchaeota_archaeon_SCGC_AB-179-E04_species_1104571	1
Diapherotrites_archaeon_SCGC_AAA011-K09_species_1104575	1
Nanoarchaeota_archaeon_SCGC_AAA011-G17_species_1104577	1
Nanoarchaeota_archaeon_SCGC_AAA011-K22_species_1104578	1
Candidatus_Haloredivivus_sp._G17_species_1072681	1
Halarchaeum_solikamskense_species_1073081	1
halophilic_archaeon_J07HX64_species_1085028	1
halophilic_archaeon_J07HB67_species_1085029	1
uncultured_marine_crenarchaeote_'Gulf_of_Maine'_species_1089683	1
Nitrososphaera_sp._UBA216_species_1915600	1
Salinadaptatus_halalkaliphilus_species_2419781	1
Methanobrevibacter_cuticularis_species_47311	1
Halostella_limicola_species_2448456	1
Halococcus_sp._IIIV-5B_species_2321230	1
Candidatus_Syntrophoarchaeum_sp._WYZ-LMO15_species_2365003	1
Candidatus_Nitrosotalea_sp._TS_species_2341020	1
Candidatus_Nitrosotalea_sp._FS_species_2341021	1
Methanohalophilus_sp._RSK_species_2485783	1
Halorubrum_sp._CSM-61_species_2485838	1
Haloarcula_rubra_species_2487747	1
Haloarcula_nitratireducens_species_2487749	1
Halonotius_terrestris_species_2487750	1
Halorutilus_salinus_species_2487751	1
Halorientalis_pallida_species_2479928	1
Nitrosopumilus_sp._B06_species_2478553	1
Nitrosopumilus_sp._D6_species_2478554	1
Nitrosopumilus_sp._H8_species_2478555	1
Nitrosopumilus_sp._H13_species_2478556	1
Thaumarchaeota_archaeon_S13_species_2478557	1
Thaumarchaeota_archaeon_S14_species_2478558	1
Thaumarchaeota_archaeon_S15_species_2478559	1
Nanoarchaeota_archaeon_M10-121_species_2478561	1
Nanoarchaeota_archaeon_Gua-46_species_2478562	1
Candidatus_Cenarchaeum_symbiosum_species_46770	1
Methanocalculus_sp._MSAO_Arc1_species_2293854	1
Methanocalculus_sp._MSAO_Arc2_species_2293855	1
Nitrososphaera_sp._AFS_species_2301191	1
Haloarcula_mannanilytica_species_2509225	1
Halorubrum_amylolyticum_species_2508724	1
Candidatus_Nitrosopumilus_sp._SW_species_2508726	1
Haloferacaceae_archaeon_KCTC_4243_species_2508723	1
Halorussus_pelagicus_species_2505977	1
Methanosarcina_sp._MSH10X1_species_2507075	1
Halorubrum_sp._DM2_species_2527867	1
Methanocorpusculum_sp._GPch4_species_2527877	1
Halostella_litorea_species_2528831	1
Candidatus_Nitrosopumilus_sp._MTA1_species_2511933	1
Halonotius_roseus_species_2511997	1
Halorubrum_sp._GN11GM_10-3_MGM_species_2518111	1
Halorubrum_sp._GN11_10-6_MGM_species_2518112	1
Halorubrum_sp._GN12_10-3_MGM_species_2518113	1
Halorubrum_sp._ASP1_species_2518114	1
Halorubrum_sp._CGM5_25_10-8B_species_2518115	1
Halorubrum_sp._CGM4_25_10-8A_species_2518116	1
Halorubrum_sp._SD690R_species_2518117	1
Halorubrum_sp._SS5_species_2518118	1
Halorubrum_sp._SS7_species_2518119	1
Sulfolobus_sp._S-194_species_2512240	1
Candidatus_Methanophagales_archaeon_ANME-1-THS_species_2491082	1
Candidatus_Methanoliparum_thermophilum_species_2491083	1
Candidatus_Methanolliviera_hydrocarbonicum_species_2491085	1
Methanohalophilus_sp._WG1-DM_species_2491675	1
Halobacteriaceae_archaeon_SHR40_species_2500550	1
Halorubrum_sp._BOL3-1_species_2497325	1
Haloferax_sp._wsp5_species_2137971	1
Methanohalophilus_profundi_species_2138083	1
marine_archaeum_AG-339-F18_species_2161922	1
marine_archaeum_AG-341-O08_species_2161923	1
marine_archaeum_AG-323-C04_species_2161924	1
archaeon_SCG-AAA382B04_species_2137776	1
Halococcus_salsus_species_2162894	1
Candidatus_Methanophagaceae_archaeon_GoMg1_species_2081359	1
Candidatus_Methanophaga_sp._AG-394-G06_species_2081360	1
Candidatus_Methanophaga_sp._AG-394-G21_species_2081361	1
Methanofervidicoccus_abyssi_species_2082189	1
Candidatus_Methanophaga_sp._GoMg3.2_species_2081356	1
Candidatus_Methanophagaceaer_archaeon_GoMg4_species_2081357	1
Candidatus_Methanophagaceae_archaeon_GoMg2_species_2081358	1
uncultured_DHVE6_group_euryarchaeote_species_2077317	1
Haloferax_sp._Atlit-10N_species_2077204	1
Haloferax_sp._Atlit-6N_species_2077205	1
Haloferax_sp._Atlit-4N_species_2077206	1
Halobaculum_saliterrae_species_2073113	1
Haloferax_sp._Atlit-48N_species_2077198	1
Haloferax_sp._Atlit-47N_species_2077199	1
Haloferax_sp._Atlit-24N_species_2077200	1
Haloferax_sp._Atlit-19N_species_2077201	1
Haloferax_sp._Atlit-16N_species_2077202	1
Haloferax_sp._Atlit-12N_species_2077203	1
archaeon_MnTg01_species_2080451	1
Nitrosopumilus_sp._b1_species_2109907	1
Nitrosopumilus_sp._b2_species_2109908	1
Nitrosopumilus_sp._b3_species_2109909	1
uncultured_Candidatus_Halobonum_sp._species_2126323	1
Thermoplasma_sp._Kam2015_species_2094122	1
Candidatus_Forterrea_multitransposorum_species_2107590	1
candidate_division_MSBL1_archaeon_species_2099668	1
Halorubrum_sp._48-1-W_species_2249761	1
Thermoplasma_volcanium_species_50339	1
Thermococcus_profundus_species_49899	1
Thermococcus_stetteri_species_49900	1
Candidatus_Nitrosotenuis_sp._DW1_species_2259672	1
Nitrosarchaeum_sp._AC2_species_2259673	1
Nitrosopumilus_sp._YT1_species_2249327	1
Haloglomus_irregulare_species_2234134	1
Haloferax_sp._Atlit-105R_species_2282133	1
Haloferax_sp._Atlit-109R_species_2282134	1
Haloarcula_sp._Atlit-120R_species_2282135	1
Halobellus_sp._Atlit-38R_species_2282131	1
Haloarcula_sp._Atlit-47R_species_2282132	1
Methanothermobacter_defluvii_species_49339	1
Methanobrevibacter_curvatus_species_49547	1
Haloarcula_sp._Atlit-7R_species_2282125	1
Halorubrum_sp._Atlit-8R_species_2282126	1
Halorubrum_sp._Atlit-9R_species_2282127	1
Halorubrum_sp._Atlit-26R_species_2282128	1
Halorubrum_sp._Atlit-28R_species_2282129	1
Halobellus_sp._Atlit-31R_species_2282130	1
Halorussus_sp._MSC15.2_species_2283638	1
Haloprofundus_halophilus_species_2283527	1
Saliphagus_sp._LR7_species_2282654	1
Natronomonas_salsuginis_species_2217661	1
Halonotius_sp._species_2218529	1
Candidatus_Helarchaeota_ASGARD_archaeon_Hel_GB_A_species_2218536	1
Candidatus_Helarchaeota_ASGARD_archaeon_Hel_GB_B_species_2218537	1
Halogeometricum_sp._wsp3_species_2218585	1
Halonotius_aquaticus_species_2216978	1
Sulfolobus_sp._A20-N-G8_species_2200879	1
Sulfolobus_sp._A20-N-F8_species_2200880	1
Methanoculleus_oceani_species_2184756	1
Sulfolobus_sp._A20-N-F6_species_2200881	1
Sulfolobus_sp._D5_species_2200882	1
Sulfolobus_sp._B5_species_2200883	1
Sulfolobus_sp._E5_species_2200884	1
Sulfolobus_sp._C3_species_2200885	1
Sulfolobus_sp._F3_species_2200886	1
Sulfolobus_sp._E3_species_2200887	1
Sulfolobus_sp._B1_species_2200888	1
Sulfolobus_sp._F1_species_2200889	1
Sulfolobus_sp._E1_species_2200890	1
Methanochimaera_problematica_species_2609417	1
Candidatus_Geoarchaeota_archaeon_species_2614262	1
Halomicrobium_sp._LC1Hm_species_2610902	1
Methanofervidicoccus_sp._A16_species_2607662	1
Methanothermobacter_sp._THM-2_species_2606912	1
Methanothermobacter_sp._THM-1_species_2606911	1
Acidianus_brierleyi_species_41673	1
Stygiolobus_azoricus_species_41675	1
Thermococcus_sp._101_C5_species_2654197	1
Methanoculleus_caldifontis_species_2651577	1
Halorussus_halophilus_species_2650975	1
Haloferax_sp._CBA1149_species_2650753	1
Haloferax_sp._CBA1150_species_2650754	1
Haloferax_sp._CBA1148_species_2650752	1
Salarchaeum_sp._JOR-1_species_2599399	1
Thermococcus_aciditolerans_species_2598455	1
Methanogenium_sp._MK-MG_species_2599926	1
Methanococci_archaeon_species_2599939	1
Haloferax_sp._KTX1_species_2600597	1
Halorhabdus_sp._CUG00001_species_2600297	1
Candidatus_Methanosuratincola_subterraneus_species_2593994	1
Promethearchaeum_syntrophicum_species_2594042	1
Cenarchaeum_sp._SB0675_bin_21_species_2604882	1
Cenarchaeum_sp._SB0677_bin_16_species_2604883	1
Cenarchaeum_sp._SB0678_bin_8_species_2604884	1
Cenarchaeum_sp._SB0661_bin_35_species_2604872	1
Methanothermobacter_sp._KEPCO-1_species_2603820	1
Cenarchaeum_sp._SB0673_bin_9_species_2604881	1
Cenarchaeum_sp._SB0662_bin_33_species_2604873	1
Cenarchaeum_sp._SB0663_bin_5_species_2604874	1
Cenarchaeum_sp._SB0664_bin_35_species_2604875	1
Cenarchaeum_sp._SB0665_bin_23_species_2604876	1
Cenarchaeum_sp._SB0666_bin_15_species_2604877	1
Cenarchaeum_sp._SB0667_bin_13_species_2604878	1
Cenarchaeum_sp._SB0669_bin_11_species_2604879	1
Cenarchaeum_sp._SB0672_bin_9_species_2604880	1
Methanosarcina_sp._DH2_species_2605639	1
Methanosarcina_sp._DH1_species_2605695	1
Methanosarcina_sp._KYL-1_species_2602068	1
Methanonatronarchaeales_archaeon_species_2687197	1
Methanosalsum_zhilinae_species_39669	1
Methanococcus_sp._species_2690208	1
Thermococcus_bergensis_species_2689387	1
Natronorubrum_halalkaliphilum_species_2691917	1
Natrialba_sp._INN-245_species_2690967	1
Halovenus_carboxidivorans_species_2692199	1
Halorubrum_sp._JWXQ-INN_858_species_2690782	1
Halobacterium_bonnevillei_species_2692200	1
Saccharolobus_sp._E5-1-F_species_2663019	1
Sulfolobus_sp._E11-6_species_2663020	1
Nanoarchaeotal_virus_1_species_2661841	1
Candidatus_Hikarchaeia_archaeon_HikBin5_species_2675330	1
Candidatus_Hikarchaeia_archaeon_HikBin4_species_2675329	1
Haloferax_litoreum_species_2666140	1
Halalkalicoccus_subterraneus_species_2675002	1
Haloferax_marinisediminis_species_2666142	1
Haloferax_marinum_species_2666143	1
Halapricum_sp._CBA1109_species_2668068	1
Haloarcula_sp._CBA1122_species_2668069	1
Natronomonas_sp._CBA1123_species_2668070	1
Halogeometricum_sp._CBA1124_species_2668071	1
Halorubrum_sp._CBA1125_species_2668072	1
Halobacterium_sp._CBA1126_species_2668074	1
Haloferax_sp._AS1_species_2562277	1
Haloarcula_amylovorans_species_2562280	1
Halosimplex_halophilum_species_2559572	1
Halorhabdus_amylolytica_species_2559573	1
Natronococcus_amylolyticus_species_44470	1
Candidatus_Nanohalobium_constans_species_2565781	1
Halalkalirubrum_salinum_species_2563889	1
Halobaculum_gomorrense_species_43928	1
Candidatus_Nezhaarchaeota_archaeon_WYZ-LMO7_species_2546570	1
Candidatus_Nezhaarchaeota_archaeon_WYZ-LMO8_species_2546571	1
Haloterrigena_sp._H1_species_2552943	1
Halorussus_salinisoli_species_2558242	1
Thermococcus_indicus_species_2586643	1
Nanobdella_aerobiophila_species_2586965	1
Methanoculleus_formosensis_species_2590886	1
Candidatus_Methanolliviera_sp._GoM_oil_species_2588691	1
Candidatus_Methanolliviera_sp._GoM_asphalt_species_2588692	1
Candidatus_Syntrophoarchaeum_sp._GoM_oil_species_2588693	1
Methanoregulaceae_archaeon_UXB-2016_species_2576309	1
Haloprofundus_sp._MHR1_species_2572921	1
halophilic_archaeon_SHRA6_species_2575697	1
Methanobacterium_aridiramus_species_2584467	1
Halorubrum_salsamenti_species_2583990	1
Halorubrum_depositum_species_2583992	1
Methanoculleus_frigidifontis_species_2584085	1
Methanoculleus_methanifontis_species_2584086	1
Euryarchaeota_archaeon_UBA600_species_1915952	1
Euryarchaeota_archaeon_UBA601_species_1915953	1
Euryarchaeota_archaeon_UBA602_species_1915954	1
Euryarchaeota_archaeon_UBA603_species_1915955	1
Euryarchaeota_archaeon_UBA604_species_1915956	1
Euryarchaeota_archaeon_UBA605_species_1915957	1
Euryarchaeota_archaeon_UBA606_species_1915958	1
Euryarchaeota_archaeon_UBA549_species_1915927	1
Euryarchaeota_archaeon_UBA550_species_1915928	1
Euryarchaeota_archaeon_UBA551_species_1915929	1
Euryarchaeota_archaeon_UBA552_species_1915930	1
Euryarchaeota_archaeon_UBA553_species_1915931	1
Euryarchaeota_archaeon_UBA554_species_1915932	1
Euryarchaeota_archaeon_UBA555_species_1915933	1
Euryarchaeota_archaeon_UBA557_species_1915935	1
Euryarchaeota_archaeon_UBA558_species_1915936	1
Euryarchaeota_archaeon_UBA559_species_1915937	1
Euryarchaeota_archaeon_UBA56_species_1915938	1
Euryarchaeota_archaeon_UBA560_species_1915939	1
Euryarchaeota_archaeon_UBA561_species_1915940	1
Euryarchaeota_archaeon_UBA562_species_1915941	1
Euryarchaeota_archaeon_UBA563_species_1915942	1
Euryarchaeota_archaeon_UBA503_species_1915911	1
Euryarchaeota_archaeon_UBA51_species_1915912	1
Euryarchaeota_archaeon_UBA52_species_1915913	1
Euryarchaeota_archaeon_UBA528_species_1915914	1
Euryarchaeota_archaeon_UBA529_species_1915915	1
Euryarchaeota_archaeon_UBA53_species_1915916	1
Euryarchaeota_archaeon_UBA556_species_1915934	1
Euryarchaeota_archaeon_UBA99_species_1915986	1
Candidatus_Bathyarchaeota_archaeon_UBA185_species_1915989	1
Candidatus_Bathyarchaeota_archaeon_UBA233_species_1915990	1
Candidatus_Bathyarchaeota_archaeon_UBA589_species_1915991	1
Candidatus_Diapherotrites_archaeon_UBA493_species_1915992	1
Euryarchaeota_archaeon_UBA607_species_1915959	1
Euryarchaeota_archaeon_UBA608_species_1915960	1
Euryarchaeota_archaeon_UBA609_species_1915961	1
Euryarchaeota_archaeon_UBA610_species_1915962	1
Euryarchaeota_archaeon_UBA618_species_1915963	1
Euryarchaeota_archaeon_UBA619_species_1915964	1
Euryarchaeota_archaeon_UBA62_species_1915965	1
Euryarchaeota_archaeon_UBA620_species_1915966	1
Euryarchaeota_archaeon_UBA621_species_1915967	1
Euryarchaeota_archaeon_UBA60_species_1915951	1
Euryarchaeota_archaeon_UBA623_species_1915969	1
Euryarchaeota_archaeon_UBA63_species_1915970	1
Euryarchaeota_archaeon_UBA66_species_1915971	1
Euryarchaeota_archaeon_UBA68_species_1915972	1
Euryarchaeota_archaeon_UBA69_species_1915973	1
Euryarchaeota_archaeon_UBA82_species_1915974	1
Euryarchaeota_archaeon_UBA58_species_1915943	1
Euryarchaeota_archaeon_UBA584_species_1915944	1
Euryarchaeota_archaeon_UBA59_species_1915945	1
Euryarchaeota_archaeon_UBA595_species_1915946	1
Euryarchaeota_archaeon_UBA596_species_1915947	1
Euryarchaeota_archaeon_UBA597_species_1915948	1
Euryarchaeota_archaeon_UBA598_species_1915949	1
Euryarchaeota_archaeon_UBA599_species_1915950	1
Euryarchaeota_archaeon_UBA622_species_1915968	1
Euryarchaeota_archaeon_UBA433_species_1915885	1
Euryarchaeota_archaeon_UBA438_species_1915886	1
Euryarchaeota_archaeon_UBA439_species_1915887	1
Euryarchaeota_archaeon_UBA441_species_1915888	1
Euryarchaeota_archaeon_UBA442_species_1915889	1
Euryarchaeota_archaeon_UBA461_species_1915891	1
Euryarchaeota_archaeon_UBA462_species_1915892	1
Euryarchaeota_archaeon_UBA463_species_1915893	1
Euryarchaeota_archaeon_UBA464_species_1915894	1
Euryarchaeota_archaeon_UBA253_species_1915862	1
Euryarchaeota_archaeon_UBA256_species_1915864	1
Euryarchaeota_archaeon_UBA257_species_1915865	1
Euryarchaeota_archaeon_UBA258_species_1915866	1
Euryarchaeota_archaeon_UBA259_species_1915867	1
Euryarchaeota_archaeon_UBA530_species_1915917	1
Euryarchaeota_archaeon_UBA260_species_1915869	1
Euryarchaeota_archaeon_UBA27_species_1915870	1
Euryarchaeota_archaeon_UBA28_species_1915871	1
Euryarchaeota_archaeon_UBA29_species_1915872	1
Euryarchaeota_archaeon_UBA3_species_1915873	1
Euryarchaeota_archaeon_UBA30_species_1915874	1
Euryarchaeota_archaeon_UBA31_species_1915875	1
Euryarchaeota_archaeon_UBA34_species_1915876	1
Euryarchaeota_archaeon_UBA35_species_1915877	1
Euryarchaeota_archaeon_UBA36_species_1915878	1
Euryarchaeota_archaeon_UBA220_species_1915845	1
Euryarchaeota_archaeon_UBA221_species_1915846	1
Euryarchaeota_archaeon_UBA222_species_1915847	1
Euryarchaeota_archaeon_UBA224_species_1915848	1
Euryarchaeota_archaeon_UBA26_species_1915868	1
Euryarchaeota_archaeon_UBA531_species_1915918	1
Euryarchaeota_archaeon_UBA538_species_1915919	1
Euryarchaeota_archaeon_UBA54_species_1915920	1
Euryarchaeota_archaeon_UBA540_species_1915921	1
Euryarchaeota_archaeon_UBA542_species_1915922	1
Euryarchaeota_archaeon_UBA545_species_1915923	1
Euryarchaeota_archaeon_UBA546_species_1915924	1
Euryarchaeota_archaeon_UBA547_species_1915925	1
Euryarchaeota_archaeon_UBA548_species_1915926	1
Euryarchaeota_archaeon_UBA465_species_1915895	1
Euryarchaeota_archaeon_UBA484_species_1915896	1
Euryarchaeota_archaeon_UBA485_species_1915897	1
Euryarchaeota_archaeon_UBA486_species_1915898	1
Euryarchaeota_archaeon_UBA487_species_1915899	1
Euryarchaeota_archaeon_UBA41_species_1915884	1
Euryarchaeota_archaeon_UBA494_species_1915901	1
Euryarchaeota_archaeon_UBA495_species_1915902	1
Euryarchaeota_archaeon_UBA496_species_1915903	1
Euryarchaeota_archaeon_UBA497_species_1915904	1
Euryarchaeota_archaeon_UBA498_species_1915905	1
Euryarchaeota_archaeon_UBA499_species_1915906	1
Euryarchaeota_archaeon_UBA50_species_1915907	1
Euryarchaeota_archaeon_UBA500_species_1915908	1
Euryarchaeota_archaeon_UBA501_species_1915909	1
Euryarchaeota_archaeon_UBA502_species_1915910	1
Euryarchaeota_archaeon_UBA37_species_1915879	1
Euryarchaeota_archaeon_UBA38_species_1915880	1
Euryarchaeota_archaeon_UBA39_species_1915881	1
Euryarchaeota_archaeon_UBA4_species_1915882	1
Euryarchaeota_archaeon_UBA40_species_1915883	1
Euryarchaeota_archaeon_UBA49_species_1915900	1
Euryarchaeota_archaeon_UBA98_species_1915985	1
Candidatus_Woesearchaeota_archaeon_UBA142_species_1916022	1
Candidatus_Woesearchaeota_archaeon_UBA153_species_1916023	1
Candidatus_Woesearchaeota_archaeon_UBA489_species_1916024	1
Candidatus_Micrarchaeota_archaeon_UBA267_species_1915993	1
Candidatus_Micrarchaeota_archaeon_UBA448_species_1915994	1
Candidatus_Micrarchaeota_archaeon_UBA510_species_1915995	1
Candidatus_Micrarchaeota_archaeon_UBA514_species_1915996	1
Candidatus_Micrarchaeota_archaeon_UBA523_species_1915997	1
Candidatus_Micrarchaeota_archaeon_UBA524_species_1915998	1
Candidatus_Micrarchaeota_archaeon_UBA581_species_1915999	1
Candidatus_Micrarchaeota_archaeon_UBA615_species_1916000	1
Candidatus_Micrarchaeota_archaeon_UBA93_species_1916001	1
Candidatus_Micrarchaeota_archaeon_UBA95_species_1916002	1
Candidatus_Micrarchaeota_archaeon_UBA96_species_1916003	1
Candidatus_Pacearchaeota_archaeon_UBA284_species_1916005	1
Candidatus_Pacearchaeota_archaeon_UBA73_species_1916006	1
Candidatus_Pacearchaeota_archaeon_UBA92_species_1916007	1
Candidatus_Parvarchaeota_archaeon_UBA264_species_1916008	1
Euryarchaeota_archaeon_UBA83_species_1915975	1
Euryarchaeota_archaeon_UBA84_species_1915976	1
Euryarchaeota_archaeon_UBA85_species_1915977	1
Euryarchaeota_archaeon_UBA86_species_1915978	1
Euryarchaeota_archaeon_UBA87_species_1915979	1
Euryarchaeota_archaeon_UBA88_species_1915980	1
Euryarchaeota_archaeon_UBA89_species_1915981	1
Euryarchaeota_archaeon_UBA9_species_1915982	1
Euryarchaeota_archaeon_UBA90_species_1915983	1
Euryarchaeota_archaeon_UBA91_species_1915984	1
Candidatus_Micrarchaeota_archaeon_UBA97_species_1916004	1
Candidatus_Woesearchaeota_archaeon_UBA492_species_1916025	1
Candidatus_Woesearchaeota_archaeon_UBA525_species_1916026	1
Candidatus_Woesearchaeota_archaeon_UBA544_species_1916027	1
Candidatus_Woesearchaeota_archaeon_UBA94_species_1916028	1
Candidatus_Woesearchaeota_archaeon_UBA119_species_1916021	1
Candidatus_Parvarchaeota_archaeon_UBA265_species_1916009	1
Candidatus_Parvarchaeota_archaeon_UBA446_species_1916010	1
Candidatus_Parvarchaeota_archaeon_UBA449_species_1916011	1
Candidatus_Parvarchaeota_archaeon_UBA506_species_1916012	1
Candidatus_Parvarchaeota_archaeon_UBA515_species_1916013	1
Candidatus_Parvarchaeota_archaeon_UBA519_species_1916014	1
Candidatus_Parvarchaeota_archaeon_UBA569_species_1916015	1
Candidatus_Parvarchaeota_archaeon_UBA573_species_1916016	1
Candidatus_Parvarchaeota_archaeon_UBA575_species_1916017	1
Candidatus_Parvarchaeota_archaeon_UBA614_species_1916018	1
Candidatus_Methanomethylicota_archaeon_UBA156_species_1916019	1
Candidatus_Methanomethylicota_archaeon_UBA76_species_1916020	1
Thermoplasmatales_archaeon_UBA270_species_1915714	1
Thermoplasmatales_archaeon_UBA444_species_1915715	1
Thermoplasmatales_archaeon_UBA445_species_1915716	1
Methanomassiliicoccaceae_archaeon_UBA71_species_1915677	1
Methanomassiliicoccaceae_archaeon_UBA72_species_1915678	1
Methanomassiliicoccaceae_archaeon_UBA75_species_1915679	1
Methanosarcinaceae_archaeon_UBA151_species_1915680	1
Methanosarcinaceae_archaeon_UBA282_species_1915681	1
Methanosarcinaceae_archaeon_UBA470_species_1915682	1
Methanomicrobiaceae_archaeon_UBA2_species_1915689	1
Methanomicrobiaceae_archaeon_UBA206_species_1915690	1
Methanomicrobiaceae_archaeon_UBA207_species_1915691	1
Methanomicrobiaceae_archaeon_UBA436_species_1915692	1
Methanoregulaceae_archaeon_UBA288_species_1915693	1
Euryarchaeota_archaeon_UBA225_species_1915849	1
Methanotrichaceae_archaeon_UBA116_species_1915695	1
Methanomicrobia_archaeon_UBA590_species_1915696	1
Methanomassiliicoccales_archaeon_UBA147_species_1915699	1
Methanomassiliicoccales_archaeon_UBA149_species_1915700	1
Methanomassiliicoccaceae_archaeon_UBA407_species_1915661	1
Methanomassiliicoccaceae_archaeon_UBA408_species_1915662	1
Methanomassiliicoccaceae_archaeon_UBA409_species_1915663	1
Methanomassiliicoccaceae_archaeon_UBA414_species_1915664	1
Methanomassiliicoccaceae_archaeon_UBA415_species_1915665	1
Methanomassiliicoccaceae_archaeon_UBA421_species_1915666	1
Methanomassiliicoccaceae_archaeon_UBA422_species_1915667	1
Methanomassiliicoccaceae_archaeon_UBA427_species_1915668	1
Methanomassiliicoccaceae_archaeon_UBA472_species_1915669	1
Methanomassiliicoccaceae_archaeon_UBA48_species_1915670	1
Methanoregulaceae_archaeon_UBA467_species_1915694	1
Thermoplasmatales_archaeon_UBA613_species_1915748	1
Thermoplasmatales_archaeon_UBA447_species_1915717	1
Thermoplasmatales_archaeon_UBA504_species_1915718	1
Thermoplasmatales_archaeon_UBA505_species_1915719	1
Thermoplasmatales_archaeon_UBA507_species_1915720	1
Thermoplasmatales_archaeon_UBA508_species_1915721	1
Thermoplasmatales_archaeon_UBA509_species_1915722	1
Thermoplasmatales_archaeon_UBA511_species_1915723	1
Thermoplasmatales_archaeon_UBA512_species_1915724	1
Thermoplasmatales_archaeon_UBA513_species_1915725	1
Thermoplasmatales_archaeon_UBA516_species_1915726	1
Thermoplasmatales_archaeon_UBA517_species_1915727	1
Thermoplasmatales_archaeon_UBA518_species_1915728	1
Thermoplasmatales_archaeon_UBA520_species_1915729	1
Thermoplasmatales_archaeon_UBA269_species_1915713	1
Thermoplasmatales_archaeon_UBA522_species_1915731	1
Thermoplasmatales_archaeon_UBA564_species_1915732	1
