DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Archaea_genome_counts
Natronoarchaeum_sp._GCM10025703_species_3252685	1
Salinibaculum_sp._GCM10025337_species_3252686	1
Salinigranum_sp._GCM10025319_species_3252687	1
Salinirubellus_sp._GCM10025818_species_3252688	1
Salinirubellus_sp._GCM10025899_species_3252689	1
Saliphagus_sp._GCM10025317_species_3252691	1
Saliphagus_sp._GCM10025334_species_3252692	1
Halobacteriaceae_archaeon_GCM10025711_species_3252693	1
Natrialbaceae_archaeon_GCM10025810_species_3252694	1
Natrialbaceae_archaeon_GCM10025896_species_3252695	1
Halalkalicoccus_sp._GCM10025322_species_3252661	1
Halalkalicoccus_sp._GCM10025704_species_3252662	1
Halobellus_sp._GCM10025813_species_3252665	1
Halomicroarcula_sp._GCM10025324_species_3252667	1
Halomicroarcula_sp._GCM10025335_species_3252668	1
Saliphagus_sp._GCM10025308_species_3252690	1
Haladaptatus_caseinilyticus_species_2993314	1
Methanosarcina_sp._ERenArc_MAG2_species_2992839	1
Halorubrum_sp._F4_species_2989715	1
Candidatus_Nanohalalkaliarchaeum_halalkaliphilum_species_2987742	1
Candidatus_Nanoanaerosalina_halalkaliphila_species_2987741	1
Halopenitus_sp._POP-27_species_2994425	1
Halorubrum_sp._Boch-26_species_2994426	1
Halobellus_rubicundus_species_2996466	1
Halorubrum_ruber_species_2982524	1
Haloarchaeobius_sp._HME9146_species_2978732	1
Halorhabdus_sp._BNX81_species_2980181	1
Halobacteria_archaeon_AArc-dxtr1_species_2979987	1
Natronosalvus_hydrolyticus_species_2979988	1
Halobacteria_archaeon_HArc-gm2_species_2979993	1
Pyrobaculum_sp._3827-6_species_2983604	1
Saccharolobus_shibatae_filamentous_virus_3_species_3020473	1
Sulfolobus_tengchongensis_spindle-shaped_virus_3_species_3020475	1
Sulfolobus_tengchongensis_spindle-shaped_virus_4_species_3020476	1
Methanomassiliicoccales_archaeon_LGM-DZ1_species_3018978	1
Euryarchaeota_archaeon_Ods04_species_3022042	1
Halococcus_sp._PRR34_species_3020830	1
Euryarchaeota_archaeon_Ods01_species_3022038	1
Euryarchaeota_archaeon_Ods02_species_3022039	1
Euryarchaeota_archaeon_Ods05_species_3022040	1
Euryarchaeota_archaeon_Ods03_species_3022041	1
Methanimicrococcus_hacksteinii_species_3028293	1
Methanimicrococcus_stummii_species_3028294	1
Methanimicrococcus_hongohii_species_3028295	1
Methanolapillus_africanus_species_3028297	1
Methanolapillus_ohkumae_species_3028298	1
Methanorbis_furvi_species_3028299	1
Methanorbis_rubei_species_3028300	1
Methanocorpusculaceae_archaeon_Sp1_species_3028301	1
Methanolapillus_millepedarum_species_3028296	1
Thermoproteati_archaeon_3817-70_species_3026086	1
Methanocorpusculum_petauri_species_3002863	1
Methanocorpusculum_vombati_species_3002864	1
Methanothermobacter_sp._DP_species_2998972	1
Candidatus_Methanosphaera_massiliense_species_3017187	1
Methanomassiliicoccaceae_archaeon_COG_1_species_3018132	1
Methanomassiliicoccales_archaeon_LGM-RCC1_species_3018355	1
Halorarius_halobius_species_2962671	1
Haloglomus_halophilum_species_2962672	1
Haloglomus_salinum_species_2962673	1
Halorarius_litoreus_species_2962676	1
Natronosalvus_amylolyticus_species_2961994	1
Natronobeatus_ordinarius_species_2963433	1
Natrononativus_amylolyticus_species_2963434	1
Natrinema_gelatinilyticum_species_2961571	1
Halomarina_litorea_species_2961595	1
Salinilacihabitans_rarus_species_2961596	1
Halovivax_gelatinilyticus_species_2961597	1
Natrinema_marinum_species_2961598	1
Halomarina_pelagica_species_2961599	1
Halohasta_salina_species_2961621	1
Natrinema_caseinilyticum_species_2961570	1
Natronomonas_marina_species_2961939	1
Candidatus_Nitrosopolaris_wilkensis_species_2959594	1
Candidatus_Nitrosopolaris_kilpisjaerviensis_species_2959595	1
Candidatus_Benthortus_lauensis_species_2973087	1
Methanobacterium_sp._ERen5_species_2977359	1
Halorhabdus_sp._SVX81_species_2978283	1
Candidatus_Nanohalovita_haloferacivicina_species_2978046	1
Candidatus_Wolframiiraptor_gerlachensis_species_2978063	1
Candidatus_Wolframiiraptor_sp._species_2978070	1
Archaeal_virus_sp._species_2964732	1
Huginn_virus_species_2964733	1
Muninn_virus_species_2964734	1
Haloarchaeobius_sp._FL176_species_2967129	1
Candidatus_Alkanophagales_archaeon_species_2971454	1
Candidatus_Alkanophaga_volatiphilum_species_2971472	1
Candidatus_Alkanophaga_liquidiphilum_species_2971473	1
Thermococcus_thermotolerans_species_2969672	1
Methanobrevibacter_sp._V74_species_3064279	1
Methanobrevibacter_sp._V14_species_3064280	1
Candidatus_Methanosuratincola_thermotaenarum_species_3061637	1
Candidatus_Methanosuratincola_mesotaenarum_species_3061638	1
Candidatus_Methanomethylicaceae_archaeon_GD_Cm_T35_P0_bin.15_species_3061639	1
Candidatus_Methanomethylicaceae_archaeon_XY_C20_T55_P2_bin.56_species_3061640	1
Candidatus_Undinarchaeia_archaeon_species_3061968	1
Candidatus_Methanollivieraceae_archaeon_species_3061974	1
dsDNA_virus_vir556_species_3068367	1
dsDNA_virus_vir530_species_3068366	1
Haloarcula_sp._H-GB4_species_3069755	1
Halobellus_sp._H-GB7_species_3069756	1
Natronolimnohabitans_sp._A-GB9_species_3069757	1
Nitrosopumilaceae_spindle-shaped_virus_species_3065433	1
Candidatus_Njordarchaeum_logiae_species_3067277	1
Candidatus_Odinarchaeia_archaeon_species_3067283	1
Candidatus_Asgardarchaeum_californiense_species_3067292	1
Natronococcus_wangiae_species_3068275	1
Salinirarus_marinus_species_3068310	1
Salinibaculum_rarum_species_3058903	1
Pyrofollis_japonicus_species_3060460	1
Candidatus_Burarchaeum_sp._species_3060589	1
Candidatus_Calditenuis_fumarioli_species_3079260	1
Candidatus_Pelearchaeum_maunauluense_species_3079262	1
Candidatus_Methanarcanum_sp._species_3077418	1
Methanosarcina_hadiensis_species_3078083	1
Candidatus_Methanocorpusculum_equi_species_3083115	1
Halobaculum_sp._MBLA0147_species_3079934	1
Halobaculum_sp._MBLA0143_species_3079933	1
Candidatus_Mnemosynella_bozhongmuii_species_3072938	1
Oxyplasma_meridianum_species_3073602	1
Halodesulfurarchaeum_sp._HSR-GB_species_3074077	1
Halalkaliarchaeum_sp._AArc-GB_species_3074078	1
Methanosarcina_baikalica_species_3073890	1
Candidatus_Mnemosynella_sp._species_3072955	1
Methanoculleus_sp._T6-6.21_species_3070120	1
Methanoculleus_sp._T6-6.68_species_3070121	1
Methanoculleus_sp._T6-7.27_species_3070122	1
Methanoculleus_sp._T6-7.90_species_3070123	1
Methanoculleus_sp._T6-8.48_species_3070124	1
Methanoculleus_sp._T6-8.7_species_3070125	1
Methanomassiliicoccales_archaeon_T6-7.61_species_3070126	1
Methanomassiliicoccales_archaeon_T6-8.52_species_3070128	1
Methanomassiliicoccales_archaeon_T6-8.84_species_3070129	1
Methanomassiliicoccales_archaeon_T6-8.90_species_3070130	1
Methanomassiliicoccales_archaeon_T6-8.23_species_3070127	1
Methanomassiliicoccus_sp._T6-6.9_species_3070131	1
Methanomassiliicoccus_sp._T6-7.41_species_3070132	1
Methanomassiliicoccus_sp._T6-7.73_species_3070133	1
Methanomassiliicoccus_sp._T6-8.46_species_3070135	1
Methanolobus_mangrovi_species_3072977	1
Methanolobus_sediminis_species_3072978	1
Candidatus_Nitrosoabyssus_spongiisocia_species_3076529	1
Halobellus_ordinarius_species_3075120	1
Halorarum_halobium_species_3075121	1
Halobaculum_rarum_species_3075122	1
Halobellus_marinus_species_3075123	1
Halovalidus_salilacus_species_3075124	1
Haladaptatus_sp._YSMS36_species_3033384	1
Haloarcula_rara_species_3033387	1
Haloarcula_halobia_species_3033388	1
Haloarcula_pelagica_species_3033389	1
Haloarcula_ordinaria_species_3033390	1
Haladaptatus_sp._QDMS2_species_3033391	1
Candidatus_Methanocrinis_alkalitolerans_species_3033395	1
Candidatus_Methanocrinis_natronophilus_species_3033396	1
Haloarcula_regularis_species_3033392	1
Halorussus_lipolyticus_species_3034024	1
Haloglomus_litoreum_species_3034026	1
Haloarcula_halophila_species_3032584	1
Haladaptatus_sp._DYSN1_species_3032580	1
Haloarcula_litorea_species_3032579	1
Methanoregula_sp._SKADARSKE-2_species_3029836	1
Halobaculum_limi_species_3031916	1
Saccharolobus_shibatae_rod_virus_2_species_3038387	1
Haloarculaceae_archaeon_H-GB1-1_species_3037652	1
Methanonatronarchaeum_sp._AMET-Sl_species_3037654	1
Natronococcus_sp._A-GB1_species_3037648	1
Natronococcus_sp._A-GB7_species_3037649	1
Candidatus_Freyrarchaeum_guaymaensis_species_3036978	1
Candidatus_Sigynarchaeum_springense_species_3036983	1
Candidatus_Njordarchaeum_guaymaensis_species_3036989	1
Candidatus_Zestomicrobium_tamdykulense_species_3056756	1
Halalkalicoccus_sp._NIPERK01_species_3053469	1
Natrialbaceae_archaeon_AArc-T1-2_species_3053904	1
Halostagnicola_sp._A-GB9-2_species_3048066	1
Ignisphaera_cupida_species_3050454	1
Candidatus_Harpocratesius_repetitus_species_3049170	1
Halorubrum_sp._AD140_species_3050073	1
Haloparvum_sedimenti_species_1678448	1
Methanomicrobia_archaeon_DTU008_species_1675034	1
miscellaneous_Crenarchaeota_group-1_archaeon_SG8-32-1_species_1685124	1
miscellaneous_Crenarchaeota_group-1_archaeon_SG8-32-3_species_1685125	1
miscellaneous_Crenarchaeota_group-6_archaeon_AD8-1_species_1685126	1
miscellaneous_Crenarchaeota_group-15_archaeon_DG-45_species_1685127	1
miscellaneous_Crenarchaeota_group_archaeon_SMTZ1-55_species_1685133	1
miscellaneous_Crenarchaeota_group_archaeon_SMTZ-80_species_1685135	1
Candidatus_Nitrosopumilus_sp._DDS1_species_1679446	1
Haladaptatus_sp._R4_species_1679489	1
Natronobiforma_cellulositropha_species_1679076	1
Natrarchaeobius_halalkaliphilus_species_1679091	1
Natronolimnobius_sp._AArcel1_species_1679093	1
Halococcoides_cellulosivorans_species_1679096	1
Methanoculleus_sp._DTU007_species_1671626	1
Methanosarcina_sp._DTU009_species_1671627	1
Nitrosopumilus_sp._LS_AOA_species_1671876	1
Ferroplasma_acidarmanus_species_97393	1
Methanosarcinales_archaeon_Methan_01_species_1674798	1
Methanosarcinales_archaeon_Methan_02_species_1674799	1
Methanosarcinales_archaeon_Methan_03_species_1674800	1
Methanosarcinales_archaeon_Methan_04_species_1674801	1
Methanomicrobiales_archaeon_Methan_05_species_1674802	1
Methanomicrobiales_archaeon_Methan_06_species_1674803	1
Methanomicrobiales_archaeon_Methan_07_species_1674804	1
Candidatus_Bathyarchaeota_archaeon_BA2_species_1700836	1
Saccharolobus_caldissimus_species_1702097	1
Halomicrococcus_gelatinilyticus_species_1702103	1
candidate_division_MSBL1_archaeon_SCGC-AAA261D19_species_1698273	1
candidate_division_MSBL1_archaeon_SCGC-AAA261F17_species_1698274	1
candidate_division_MSBL1_archaeon_SCGC-AAA261F19_species_1698275	1
candidate_division_MSBL1_archaeon_SCGC-AAA261G05_species_1698276	1
candidate_division_MSBL1_archaeon_SCGC-AAA261O19_species_1698277	1
candidate_division_MSBL1_archaeon_SCGC-AAA382A03_species_1698278	1
candidate_division_MSBL1_archaeon_SCGC-AAA382A13_species_1698279	1
Natrinema_halophilum_species_1699371	1
candidate_division_MSBL1_archaeon_SCGC-AAA382C18_species_1698281	1
candidate_division_MSBL1_archaeon_SCGC-AAA382F02_species_1698282	1
candidate_division_MSBL1_archaeon_SCGC-AAA382K21_species_1698283	1
candidate_division_MSBL1_archaeon_SCGC-AAA382M17_species_1698284	1
candidate_division_MSBL1_archaeon_SCGC-AAA382N08_species_1698285	1
candidate_division_MSBL1_archaeon_SCGC-AAA385D11_species_1698286	1
candidate_division_MSBL1_archaeon_SCGC-AAA385M02_species_1698287	1
candidate_division_MSBL1_archaeon_SCGC-AAA385M11_species_1698288	1
candidate_division_MSBL1_archaeon_SCGC-AAA833F18_species_1698257	1
candidate_division_MSBL1_archaeon_SCGC-AAA833K04_species_1698258	1
candidate_division_MSBL1_archaeon_SCGC-AAA259A05_species_1698259	1
candidate_division_MSBL1_archaeon_SCGC-AAA259B11_species_1698260	1
candidate_division_MSBL1_archaeon_SCGC-AAA259D14_species_1698261	1
candidate_division_MSBL1_archaeon_SCGC-AAA259D18_species_1698262	1
candidate_division_MSBL1_archaeon_SCGC-AAA382A20_species_1698280	1
Candidatus_Bathyarchaeota_archaeon_BA1_species_1700835	1
candidate_division_MSBL1_archaeon_SCGC-AAA259E17_species_1698263	1
candidate_division_MSBL1_archaeon_SCGC-AAA259E19_species_1698264	1
candidate_division_MSBL1_archaeon_SCGC-AAA259E22_species_1698265	1
candidate_division_MSBL1_archaeon_SCGC-AAA259I07_species_1698266	1
candidate_division_MSBL1_archaeon_SCGC-AAA259I09_species_1698267	1
candidate_division_MSBL1_archaeon_SCGC-AAA259I14_species_1698268	1
candidate_division_MSBL1_archaeon_SCGC-AAA259J03_species_1698269	1
candidate_division_MSBL1_archaeon_SCGC-AAA259M10_species_1698270	1
candidate_division_MSBL1_archaeon_SCGC-AAA259O05_species_1698271	1
candidate_division_MSBL1_archaeon_SCGC-AAA261C02_species_1698272	1
Thermococcus_sp._40_45_species_1641381	1
Methanocalculus_sp._52_23_species_1641382	1
Methanobacterium_sp._42_16_species_1641383	1
Metallosphaera_javensis_ex_Hofmann_et_al._2022_species_99938	1
Methanomicrobiales_archaeon_53_19_species_1641394	1
Thermoplasmatales_archaeon_49_6_species_1641395	1
Thermococcus_sp._M36_species_1638261	1
Thermococcus_sp._M39_species_1638262	1
Thermococcus_sp._MAR1_species_1638263	1
Thermococcus_sp._MV11_species_1638267	1
Thermococcus_sp._MV5_species_1638272	1
Thermococcus_sp._18S1_species_1638210	1
Thermococcus_sp._21S7_species_1638221	1
Thermococcus_sp._21S9_species_1638223	1
Thermococcus_sp._Bubb.Bath_species_1638242	1
Thermococcus_sp._ES12_species_1638246	1
Thermococcus_sp._GR4_species_1638254	1
Thermococcus_sp._GR5_species_1638255	1
Thermococcus_sp._GR6_species_1638256	1
Thermococcus_sp._GR7_species_1638257	1
Thermococcus_sp._JdF3_species_1638258	1
Thermococcus_sp._LS1_species_1638259	1
Thermococcus_sp._LS2_species_1638260	1
Thermococcales_archaeon_44_46_species_1635283	1
Euryarchaeota_archaeon_55_53_species_1635285	1
Methanobacteriaceae_archaeon_41_258_species_1635284	1
Methanosarcinales_archeaon_56_1174_species_1635287	1
Thaumarchaeota_archaeon_casp-thauma2_species_1661712	1
Thaumarchaeota_archaeon_casp-thauma3_species_1661713	1
Thaumarchaeota_archaeon_casp-thauma4_species_1661714	1
Thaumarchaeota_archaeon_casp-thauma1_species_1661711	1
Methanosarcina_sp._795_species_1653396	1
Pyrobaculum_oguniense_species_99007	1
Thermoproteus_sp._CP80_species_1650659	1
Vulcanisaeta_sp._EB80_species_1650660	1
Caldivirga_sp._MU80_species_1650354	1
archaeon_Loki2/3_species_1655639	1
Nitrosopumilus_sp._BACL13_MAG-120910-bin56_species_1655560	1
Nitrosopumilus_sp._BACL13_MAG-121220-bin23_species_1655561	1
Nanohaloarchaea_archaeon_SG9_species_1737403	1
Halorubrum_aethiopicum_species_1758255	1
Halobacterium_sp._CBA1132_species_1765057	1
Halorubrum_tropicale_species_1765655	1
Haloarcula_sp._CBA1128_species_1765056	1
Haloarcula_sp._CBA1127_species_1765055	1
Haloferax_namakaokahaiae_species_1748331	1
Candidatus_Thorarchaeota_archaeon_SMTZ-45_species_1706443	1
Candidatus_Thorarchaeota_archaeon_SMTZ1-45_species_1706444	1
Candidatus_Thorarchaeota_archaeon_SMTZ1-83_species_1706445	1
Halorussus_litoreus_species_1710536	1
Halorussus_halobius_species_1710537	1
Halosimplex_salinum_species_1710538	1
Methanomassiliicoccales_archaeon_RumEn_M2_species_1713725	1
Vulcanisaeta_sp._MG_3_species_1714250	1
Natrinema_zhouii_species_1710539	1
Natronomonas_salina_species_1710540	1
Salinibaculum_litoreum_species_1710541	1
Vulcanisaeta_sp._CIS_19_species_1714251	1
Vulcanisaeta_sp._OSP_8_species_1714252	1
Vulcanisaeta_sp._JCHS_4_species_1714253	1
Caldivirga_sp._JCHS_4_species_1714254	1
Caldivirga_sp._MG_3_species_1714256	1
Thermoproteus_sp._CIS_19_species_1714257	1
Thermoproteus_sp._JCHS_4_species_1714258	1
Pyrobaculum_sp._OCT_11_species_1714259	1
Pyrobaculum_sp._JCHS_4_species_1714260	1
Thermocladium_sp._ECH_B_species_1714261	1
Thermococcus_piezophilus_species_1712654	1
Caldivirga_sp._CIS_19_species_1714255	1
Haloferacaceae_archaeon_B1-Br10_E2g22_species_1732021	1
Sulfolobales_virus_YNP1_species_1732179	1
Sulfolobales_Virus_YNP2_species_1732180	1
Haloferacaceae_archaeon_PL-Br10_E2g46_species_1727653	1
Haloferacaceae_archaeon_PL-Br10_E2g29_species_1727654	1
Halorubrum_sp._PL-Br10_E2g5_species_1727655	1
Nanohaloarchaea_archaeon_PL-Br10_U2g5_species_1727663	1
Nanohaloarchaea_archaeon_PL-Br10_U2g19_species_1727664	1
Nanohaloarchaea_archaeon_PL-Br10_U2g16_species_1727665	1
Nanohaloarchaea_archaeon_PL-Br10_U2g27_species_1727666	1
Natrialbaceae_archaeon_PL-Br10_E2g26_species_1727667	1
Halobacteriaceae_archaeon_Tc-Br11_E2g27_species_1729450	1
Haloferacaceae_archaeon_Tc-Br11_E2g18_species_1729451	1
Nanohaloarchaea_archaeon_B1-Br10_U2g1_species_1729453	1
Nanohaloarchaea_archaeon_B1-Br10_U2g19_species_1729454	1
Nanohaloarchaea_archaeon_B1-Br10_U2g21_species_1729455	1
Nanohaloarchaea_archaeon_B1-Br10_U2g29_species_1729456	1
Natrialbaceae_archaeon_B1-Br10_E2g2_species_1729458	1
Natrialbaceae_archaeon_B1-Br10_E2g27_species_1729459	1
Natrialbaceae_archaeon_Tc-Br11_E2g1_species_1729461	1
Natrialbaceae_archaeon_Tc-Br11_E2g14_species_1729462	1
Natrialbaceae_archaeon_Tc-Br11_E2g28_species_1729463	1
Natrialbaceae_archaeon_Tc-Br11_E2g8_species_1729464	1
Methanoculleus_sp._SDB_species_1735326	1
Methanolinea_sp._SDB_species_1735327	1
Methanosaeta_sp._SDB_species_1735328	1
Haloferax_sp._Q22_species_1526048	1
Halorubrum_pallidum_species_1526114	1
Nitrosopumilus_sp._PRT-SC01_species_1527301	1
Haloferax_sp._ATB1_species_1508454	1
uncultured_Archaeoglobaceae_archaeon_species_1507183	1
Marine_Group_I_thaumarchaeote_SCGC_RSA3_species_1503183	1
Thermococcus_eurythermalis_species_1505907	1
Methanocalculus_taiwanensis_species_106207	1
Salinigranum_marinum_species_1515595	1
Candidatus_Nitrosopumilus_koreensis_species_1510466	1
Haloprofundus_marisrubri_species_1514971	1
Methanoculleus_taiwanensis_species_1550565	1
Methanoculleus_sediminis_species_1550566	1
Halostella_salina_species_1547897	1
Halosolutus_halophilus_species_1552990	1
Methanosphaera_sp._WGK6_species_1561964	1
Halorubrum_sp._SP3_species_1537265	1
Halorubrum_sp._SP9_species_1537267	1
Methanomassiliicoccaceae_archaeon_DOK_species_1535962	1
Metallosphaera_tengchongensis_species_1532350	1
Candidatus_Micrarchaeum_sp._AZ1_species_1531428	1
Haloferax_profundi_species_1544718	1
Haloferax_marisrubri_species_1544719	1
Candidatus_Lokiarchaeum_sp._GC14_75_species_1538547	1
Acidianus_sp._RZ1_species_1540082	1
Nitrosopumilus_cobalaminigenes_species_1470066	1
Nitrosopumilus_ureiphilus_species_1470067	1
Candidatus_Nitrososphaera_evergladensis_species_1459637	1
Candidatus_Iainarchaeum_andersonii_species_1462419	1
Candidatus_Aenigmarchaeum_subterraneum_species_1462428	1
methanogenic_archaeon_ISO4-H5_species_1495144	1
Methanoculleus_sp._MH98A_species_1495314	1
Methanobacterium_sp._SMA-27_species_1495336	1
Halostagnicola_sp._A56_species_1495067	1
Marine_Group_I_thaumarchaeote_SCGC_AAA799-B03_species_1502289	1
Marine_Group_I_thaumarchaeote_SCGC_AAA799-D07_species_1502290	1
Marine_Group_I_thaumarchaeote_SCGC_AAA799-D11_species_1502291	1
Marine_Group_I_thaumarchaeote_SCGC_AAA799-E16_species_1502292	1
Marine_Group_I_thaumarchaeote_SCGC_AAA799-N04_species_1502293	1
Marine_Group_I_thaumarchaeote_SCGC_AAA799-P11_species_1502295	1
Marine_Group_I_thaumarchaeote_SCGC_AAA799-O18_species_1502294	1
Halorubrum_sp._BV1_species_1498500	1
Halorubrum_sp._Ea1_species_1480718	1
Halorubrum_sp._Hd13_species_1480728	1
Halorubrum_sp._C3_species_1483399	1
Methanosarcina_sp._2.H.T.1A.15_species_1483596	1
Methanosarcina_sp._2.H.T.1A.3_species_1483597	1
Methanosarcina_sp._2.H.T.1A.8_species_1483598	1
Methanosarcina_sp._2.H.T.1A.6_species_1483599	1
Methanosarcina_sp._2.H.A.1B.4_species_1483600	1
Methanosarcina_sp._1.H.A.2.2_species_1483601	1
Methanosarcina_sp._1.H.T.1A.1_species_1483602	1
Halorubrum_sp._E3_species_1483400	1
uncultured_Nitrosotalea_sp._species_1617643	1
Methanomethylovorans_hollandica_species_101192	1
Haloarcula_sp._K1_species_1622207	1
Acidilobus_sp._7A_species_1577685	1
Candidatus_Methanoplasma_termitum_species_1577791	1
archaeon_GW2011_AR1_species_1579364	1
archaeon_GW2011_AR3_species_1579365	1
archaeon_GW2011_AR4_species_1579366	1
archaeon_GW2011_AR5_species_1579367	1
archaeon_GW2011_AR6_species_1579368	1
archaeon_GW2011_AR9_species_1579369	1
archaeon_GW2011_AR10_species_1579370	1
archaeon_GW2011_AR11_species_1579371	1
archaeon_GW2011_AR13_species_1579372	1
archaeon_GW2011_AR15_species_1579373	1
archaeon_GW2011_AR16_species_1579374	1
archaeon_GW2011_AR17_species_1579375	1
archaeon_GW2011_AR18_species_1579376	1
archaeon_GW2011_AR20_species_1579378	1
archaeon_GW2011_AR21_species_1579379	1
archaeon_GW2011_AR19_species_1579377	1
Natrinema_sp._CBA1119_species_1608465	1
ANMV-1_virus_species_1605378	1
Methanobrevibacter_sp._YE315_species_1609968	1
Vulcanisaeta_sp._AZ3_species_1609231	1
Thermoproteus_sp._AZ2_species_1609232	1
Halomicrobium_urmianum_species_1586233	1
Nitrosopumilus_piranensis_species_1582439	1
Haloarcula_sp._CBA1115_species_1592728	1
Thermococcus_sp._EP1_species_1591054	1
Halorubrum_sp._ASP121_species_1855858	1
Halorubrum_sp._SD612_species_1855863	1
Halorubrum_sp._ARQ200_species_1855872	1
Halorubrum_sp._SD683_species_1855873	1
Methanobrevibacter_sp._A54_species_1860156	1
Methanosphaera_sp._A6_species_1860157	1
Methanohalophilus_sp._DAL1_species_1864608	1
Methanosarcina_sp._A14_species_1860098	1
Methanobrevibacter_sp._A27_species_1860099	1
Methanobacterium_sp._A39_species_1860100	1
Euryarchaeota_archaeon_ADurb.Bin009_species_1852874	1
Euryarchaeota_archaeon_ADurb.Bin023_species_1852875	1
Euryarchaeota_archaeon_ADurb.Bin165_species_1852876	1
Candidatus_Diapherotrites_archaeon_ADurb.Bin253_species_1852841	1
Euryarchaeota_archaeon_ADurb.Bin190_species_1852877	1
Euryarchaeota_archaeon_ADurb.Bin294_species_1852878	1
Euryarchaeota_archaeon_ADurb.BinA087_species_1852879	1
Nanoarchaeota_archaeon_NZ13-N_species_1852704	1
Halarchaeum_sp._CBA1220_species_1853682	1
Haloarcula_sp._CBA1129_species_1853684	1
Haloarcula_sp._CBA1130_species_1853685	1
Haloarcula_sp._CBA1131_species_1853686	1
Halolamina_sp._CBA1230_species_1853690	1
Halorubrum_sp._CBA1229_species_1853699	1
Staphylothermus_hellenicus_species_84599	1
Methanolobus_psychrotolerans_species_1874706	1
Conexivisphaera_calida_species_1874277	1
Palaeococcus_ferrophilus_species_83868	1
archaeon_ADurb.Bin336_species_1866922	1
Candidatus_Korarchaeota_archaeon_NZ13-K_species_1868214	1
Candidatus_Methanomethylicus_oleisabuli_species_1867260	1
Natrialba_sp._SSL1_species_1869245	1
uncultured_ANME-2_cluster_archaeon_species_1869250	1
Candidatus_Nitrosocosmicus_hydrocola_species_1826872	1
Candidatus_Methanoprimaticola_hominis_species_1820007	1
Candidatus_Altiarchaeales_archaeon_WOR_SM1_86-2_species_1849364	1
Candidatus_Altiarchaeales_archaeon_WOR_SM1_79_species_1849365	1
Candidatus_Altiarchaeales_archaeon_WOR_SM1_SCG_species_1849261	1
Promethearchaeota_archaeon_CR_4_species_1849166	1
Candidatus_Syntrophoarchaeum_caldarius_species_1838285	1
Candidatus_Heimdallarchaeota_archaeon_AB_125_species_1841596	1
Candidatus_Heimdallarchaeota_archaeon_LC_2_species_1841597	1
Candidatus_Heimdallarchaeota_archaeon_LC_3_species_1841598	1
Candidatus_Thorarchaeota_archaeon_AB_25_species_1837170	1
Candidatus_Nitrosotenuis_aquarius_species_1846278	1
Candidatus_Odinarchaeum_yellowstonii_species_1841599	1
Candidatus_Nitrosotalea_okcheonensis_species_1903276	1
Candidatus_Nitrosotalea_bavarica_species_1903277	1
Haladaptatus_sp._W1_species_1897478	1
Methanofollis_tationis_species_81417	1
Candidatus_Methanohalarchaeum_thermophilum_species_1903181	1
Methanothermobacter_sp._MT-2_species_1898379	1
Methanobacterium_sp._UBA302_species_1915432	1
Methanobacterium_sp._UBA305_species_1915433	1
Methanobacterium_sp._UBA310_species_1915434	1
Methanobacterium_sp._UBA311_species_1915435	1
Methanobacterium_sp._UBA316_species_1915436	1
Methanobacterium_sp._UBA322_species_1915437	1
Methanobacterium_sp._UBA324_species_1915438	1
Methanobacterium_sp._UBA327_species_1915439	1
Methanobacterium_sp._UBA330_species_1915440	1
Methanobacterium_sp._UBA336_species_1915441	1
Methanobacterium_sp._UBA339_species_1915442	1
Methanobacterium_sp._UBA341_species_1915443	1
Methanobacterium_sp._UBA350_species_1915444	1
Methanobacterium_sp._UBA351_species_1915445	1
Methanobacterium_sp._UBA355_species_1915447	1
Candidatus_Methanoperedens_sp._UBA453_species_1915423	1
Methanobacterium_sp._UBA176_species_1915424	1
Methanobacterium_sp._UBA279_species_1915425	1
Methanobacterium_sp._UBA283_species_1915426	1
Methanobacterium_sp._UBA290_species_1915427	1
Methanobacterium_sp._UBA294_species_1915428	1
Methanobacterium_sp._UBA353_species_1915446	1
Methanobacterium_sp._UBA426_species_1915465	1
Methanobacterium_sp._UBA428_species_1915466	1
Methanobacterium_sp._UBA44_species_1915467	1
Methanobacterium_sp._UBA455_species_1915468	1
Methanobacterium_sp._UBA479_species_1915469	1
Methanobacterium_sp._UBA74_species_1915470	1
Methanobacterium_sp._UBA8_species_1915471	1
Methanobrevibacter_sp._UBA187_species_1915472	1
Methanobrevibacter_sp._UBA189_species_1915474	1
Methanobrevibacter_sp._UBA190_species_1915475	1
Methanobrevibacter_sp._UBA313_species_1915477	1
Methanobrevibacter_sp._UBA318_species_1915478	1
Methanobrevibacter_sp._UBA325_species_1915479	1
Methanobrevibacter_sp._UBA337_species_1915480	1
Methanobacterium_sp._UBA419_species_1915463	1
Methanobacterium_sp._UBA368_species_1915449	1
Methanobacterium_sp._UBA373_species_1915450	1
Methanobacterium_sp._UBA375_species_1915451	1
Methanobacterium_sp._UBA379_species_1915452	1
Methanobacterium_sp._UBA380_species_1915453	1
Methanobacterium_sp._UBA384_species_1915454	1
Methanobacterium_sp._UBA385_species_1915455	1
Methanobacterium_sp._UBA388_species_1915456	1
Methanobacterium_sp._UBA390_species_1915457	1
Methanobacterium_sp._UBA391_species_1915458	1
Methanobacterium_sp._UBA397_species_1915459	1
Methanobacterium_sp._UBA405_species_1915460	1
Methanobacterium_sp._UBA410_species_1915461	1
Methanobacterium_sp._UBA418_species_1915462	1
