Name_to_use,taxid,otu_count,otu_percentage,size_count,size_percentage,lineage,lineage_ranks,lineage_taxids
Parachlamydiaceae,92713,6,0.0,6,0.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Chlamydiota;Chlamydiia;Parachlamydiales;Parachlamydiaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;204428;204429;1963360;92713
Mycoplasmoidaceae,2790998,5,0.0,9,0.0,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mycoplasmoidales;Mycoplasmoidaceae,cellular root;domain;kingdom;phylum;order;family,131567;2;1783272;544448;2790996;2790998
Thermotogae.U.family,200918,5,0.0,41,0.0,cellular organisms;Bacteria;Thermotogati;Thermotogota;Thermotogae.U.family,cellular root;domain;kingdom;phylum;original_name,131567;2;3384194;200918;200918
Jonesiaceae,85022,5,0.0,192,0.02,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Jonesiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85006;85022
Labilitrichaceae,1524216,5,0.0,13,0.0,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Polyangiales;Labilitrichaceae,cellular root;domain;kingdom;phylum;subclass;order;family,131567;2;3379134;2818505;3031711;3031712;1524216
Thermosynechococcaceae,2881378,5,0.0,24,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Acaryochloridales;Thermosynechococcaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;3079744;2881378
Chlamydiaceae,809,5,0.0,47,0.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;204428;204429;51291;809
Chrysiogenaceae,189770,5,0.0,13,0.0,cellular organisms;Bacteria;Pseudomonadati;Chrysiogenota;Chrysiogenia;Chrysiogenales;Chrysiogenaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200938;118001;189769;189770
Ruaniaceae,1331736,5,0.0,9,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Ruaniaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85006;1331736
Zavarziniaceae,2844877,5,0.0,22,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Zavarziniaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;204441;2844877
Gomontiellaceae,1892255,5,0.0,38,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Gomontiellales;Gomontiellaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;3079757;1892255
Chlorogloeopsidaceae,1892261,5,0.0,21,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Chlorogloeopsidaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1161;1892261
Sirenicapillariaceae,2934961,5,0.0,24,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Sirenicapillariaceae,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family,131567;2;1783272;1798711;1117;3028117;1301283;1150;2934961
Caulobacterales.U.family,204458,5,0.0,7,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacterales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;1224;28211;204458;204458
Flexistipitaceae,2945022,4,0.0,28,0.0,cellular organisms;Bacteria;Pseudomonadati;Deferribacterota;Deferribacteres;Deferribacterales;Flexistipitaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200930;68337;191393;2945022
Thorselliaceae,1771359,4,0.0,8,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Thorselliaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;91347;1771359
Thermoleophilaceae,320796,4,0.0,20,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Thermoleophilia;Thermoleophilales;Thermoleophilaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1497346;588674;320796
Ignatzschineriaceae,3018589,4,0.0,26,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Ignatzschineriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135615;3018589
Mycobacteriales.U.family,85007,4,0.0,9,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;1783272;201174;1760;85007;85007
Thermotogales.U.family,2419,4,0.0,52,0.0,cellular organisms;Bacteria;Thermotogati;Thermotogota;Thermotogae;Thermotogales;Thermotogales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3384194;200918;188708;2419;2419
Acholeplasmatales.U.family,186329,4,0.0,5,0.0,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Acholeplasmatales;Acholeplasmatales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;1783272;544448;31969;186329;186329
Synergistales.U.family,649776,4,0.0,18,0.0,cellular organisms;Bacteria;Thermotogati;Synergistota;Synergistia;Synergistales;Synergistales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3384194;508458;649775;649776;649776
Egicoccaceae,1755824,4,0.0,14,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Nitriliruptoria;Egicoccales;Egicoccaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;908620;1755823;1755824
Sphingobacteriia.U.family,117747,4,0.0,5,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Sphingobacteriia;Sphingobacteriia.U.family,cellular root;domain;kingdom;clade;clade;phylum;class;original_name,131567;2;3379134;1783270;68336;976;117747;117747
Celerinatantimonadaceae,412032,4,0.0,6,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria incertae sedis;Celerinatantimonadaceae,cellular root;domain;kingdom;phylum;class;no rank;family,131567;2;3379134;1224;1236;118884;412032
Oceanospirillales.U.family,135619,4,0.0,5,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;1224;1236;135619;135619
Persicobacteraceae,1853234,4,0.0,16,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Persicobacteraceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;1853234
Desertifilaceae,1969992,4,0.0,14,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Desertifilales;Desertifilaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;3039989;1969992
Pseudoxanthobacteraceae,2822331,4,0.0,16,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Segnochrobactraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2822331
Emcibacteraceae,2066491,4,0.0,11,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Emcibacterales;Emcibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;2066490;2066491
Kallotenuaceae,1508536,4,0.0,6,0.0,cellular organisms;Bacteria;Bacillati;Chloroflexota;Chloroflexia;Kallotenuales;Kallotenuaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;200795;32061;1508535;1508536
Thermogemmatisporaceae,768668,4,0.0,8,0.0,cellular organisms;Bacteria;Bacillati;Chloroflexota;Ktedonobacteria;Thermogemmatisporales;Thermogemmatisporaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;200795;388447;768667;768668
Elioraeaceae,2690195,4,0.0,80,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Elioraeaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;3120395;2690195
Melioribacteraceae,1334117,3,0.0,5,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Ignavibacteriota;Ignavibacteria;Ignavibacteriales;Melioribacteraceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;1134404;795747;795748;1334117
Nostocales.U.family,1161,3,0.0,7,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocales.U.family,cellular root;domain;kingdom;clade;phylum;class;order;original_name,131567;2;1783272;1798711;1117;3028117;1161;1161
Desulfonauticaceae,2956789,3,0.0,13,0.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfonauticaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031449;213115;2956789
Desulfovibrionales.U.family,213115,3,0.0,8,0.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;200940;3031449;213115;213115
Acidithiobacillales.U.family,225057,3,0.0,14,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Acidithiobacillia;Acidithiobacillales;Acidithiobacillales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;1224;1807140;225057;225057
Thermodesulfobiaceae,227387,3,0.0,21,0.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobiota;Thermodesulfobiia;Thermodesulfobiales;Thermodesulfobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;3002442;3002443;3002444;227387
Desulforegulaceae,3031623,3,0.0,7,0.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulforegulaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3024418;213118;3031623
Thiotrichales.U.family,72273,3,0.0,14,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Thiotrichales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;1224;1236;72273;72273
Cardiobacteriales.U.family,135615,3,0.0,8,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;1224;1236;135615;135615
Zetaproteobacteria.U.family,580370,3,0.0,16,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Candidatius Mariprofundia;Zetaproteobacteria.U.family,cellular root;domain;kingdom;phylum;class;original_name,131567;2;3379134;1224;580370;580370
Spartobacteria.U.family,134549,3,0.0,5,0.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Spartobacteria;Spartobacteria.U.family,cellular root;domain;kingdom;clade;phylum;class;original_name,131567;2;3379134;1783257;74201;134549;134549
Flavobacteriia.U.family,117743,3,0.0,22,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriia.U.family,cellular root;domain;kingdom;clade;clade;phylum;class;original_name,131567;2;3379134;1783270;68336;976;117743;117743
Methanopyraceae,183713,3,0.0,16,0.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Methanomada group;Methanopyri;Methanopyrales;Methanopyraceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2283794;183988;68985;183713
Rarobacteraceae,145359,3,0.0,6,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Rarobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85006;145359
Actinomycetes.U.family,1760,3,0.0,5,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Actinomycetes.U.family,cellular root;domain;kingdom;phylum;class;original_name,131567;2;1783272;201174;1760;1760
Segniliparaceae,316606,3,0.0,8,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Segniliparaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85007;316606
Halanaerobiales.U.family,53433,3,0.0,3,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Halanaerobiales;Halanaerobiales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;1783272;1239;186801;53433;53433
Spirillaceae,119068,3,0.0,4,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Spirillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;32003;119068
Blastochloridaceae,2831090,3,0.0,28,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Blastochloridaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2831090
Fortieaceae,1892264,3,0.0,9,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Fortieaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1161;1892264
Methermicoccaceae,660062,3,0.0,8,0.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methermicoccaceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2290931;224756;94695;660062
Methanothermaceae,2178,3,0.0,6,0.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Methanomada group;Methanobacteria;Methanobacteriales;Methanothermaceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2283794;183925;2158;2178
Streptosporangiales.U.family,85012,3,0.0,3,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;1783272;201174;1760;85012;85012
Motilibacteraceae,1433378,3,0.0,10,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Motilibacterales;Motilibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;2793120;1433378
Sphingomonadales.U.family,204457,3,0.0,3,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;1224;28211;204457;204457
Dictyobacteraceae,2571193,3,0.0,3,0.0,cellular organisms;Bacteria;Bacillati;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Dictyobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;200795;388447;388448;2571193
Sulfolobales.U.family,2281,2,0.0,37,0.0,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Sulfolobales;Sulfolobales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2157;1783275;28889;183924;2281;2281
Deferribacterales.U.family,191393,2,0.0,14,0.0,cellular organisms;Bacteria;Pseudomonadati;Deferribacterota;Deferribacteres;Deferribacterales;Deferribacterales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;200930;68337;191393;191393
Sedimentisphaeraceae,2483367,2,0.0,11,0.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Phycisphaerae;Sedimentisphaerales;Sedimentisphaeraceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;203682;666505;2483366;2483367
Kytococcaceae,2805426,2,0.0,14,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Kytococcaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85006;2805426
Silvanigrellales.U.family,2024973,2,0.0,8,0.0,cellular organisms;Bacteria;Pseudomonadati;Bdellovibrionota;Oligoflexia;Silvanigrellales;Silvanigrellales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;3018035;1553900;2024973;2024973
Dissulfurirhabdaceae,3031471,2,0.0,2,0.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Dissulfuribacteria;Dissulfuribacterales;Dissulfuribacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031452;3031453;3031471
Thermonemataceae,1853233,2,0.0,9,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Thermonemataceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;1853233
Desulfoarculaceae,213122,2,0.0,3,0.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfoarculaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3024418;213118;213122
Cryptosporangiaceae,622454,2,0.0,37,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Cryptosporangiales;Cryptosporangiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;2495577;622454
Balneatrichaceae,2301193,2,0.0,2,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Balneatrichaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135619;2301193
Chroococcidiopsidales.U.family,1890505,2,0.0,2,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Chroococcidiopsidales;Chroococcidiopsidales.U.family,cellular root;domain;kingdom;clade;phylum;class;order;original_name,131567;2;1783272;1798711;1117;3028117;1890505;1890505
Gloeotrichiaceae,1892265,2,0.0,14,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Gloeotrichiaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1161;1892265
