Name_to_use,taxid,otu_count,otu_percentage,size_count,size_percentage,lineage,lineage_ranks,lineage_taxids
Halobacteroidaceae,53434,84,0.03,212,0.02,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;53433;53434
Heimdallarchaeia.U.family,3422291,83,0.03,365,0.03,cellular organisms;Archaea;Promethearchaeati;Candidatus Heimdallarchaeota;Candidatus Heimdallarchaeia (ex Rinke et al. 2021) (nom. nud.);Heimdallarchaeia.U.family,cellular root;domain;kingdom;phylum;class;original_name,131567;2157;1935183;1936272;3422291;3422291
Brevibacteriaceae,85019,83,0.03,389,0.03,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Brevibacteriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85006;85019
Schleiferiaceae,1333713,83,0.03,198,0.02,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Schleiferiaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;117743;200644;1333713
Euzebyaceae,908622,82,0.03,252,0.02,cellular organisms;Bacteria;Bacillati;Actinomycetota;Nitriliruptoria;Euzebyales;Euzebyaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;908620;908621;908622
Stappiaceae,2821832,81,0.03,389,0.03,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2821832
Cytophagales.U.family,768507,80,0.03,149,0.01,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Cytophagales.U.family,cellular root;domain;kingdom;clade;clade;phylum;class;order;original_name,131567;2;3379134;1783270;68336;976;768503;768507;768507
Thermodesulfobacteriaceae,188711,80,0.03,441,0.04,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;67799;188710;188711
Kordiimonadaceae,1331809,79,0.03,170,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;362534;1331809
Promicromonosporaceae,85017,78,0.03,343,0.03,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Promicromonosporaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85006;85017
Desulfohalobiaceae,213117,77,0.03,286,0.02,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfohalobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031449;213115;213117
Halothiobacillaceae,255526,76,0.03,284,0.02,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Halothiobacillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135613;255526
Flammeovirgaceae,200667,76,0.03,179,0.01,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;200667
Thermoprotei.U.family,183924,75,0.03,414,0.03,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Thermoprotei.U.family,cellular root;domain;kingdom;phylum;class;original_name,131567;2157;1783275;28889;183924;183924
Thermoflexaceae,1495648,74,0.03,371,0.03,cellular organisms;Bacteria;Bacillati;Chloroflexota;Thermoflexia;Thermoflexales;Thermoflexaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;200795;1495646;1495647;1495648
Bradymonadaceae,1779135,74,0.03,169,0.01,cellular organisms;Bacteria;delta/epsilon subdivisions;Deltaproteobacteria;Bradymonadales;Bradymonadaceae,cellular root;domain;clade;class;order;family,131567;2;68525;28221;1779134;1779135
Aquificaceae,64898,72,0.03,511,0.04,cellular organisms;Bacteria;Pseudomonadati;Aquificota;Aquificia;Aquificales;Aquificaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200783;187857;32069;64898
Chromatiales.U.family,135613,71,0.03,279,0.02,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;1224;1236;135613;135613
Calotrichaceae,2661849,71,0.03,212,0.02,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Calotrichaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1161;2661849
Tepidimicrobiaceae,2992719,70,0.03,157,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Tepidimicrobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;1737404;1737405;2992719
CPR2.U.family,NA,70,0.03,208,0.02,CPR2.U.family,original_name,NA
Campylobacterales.U.family,213849,70,0.03,177,0.01,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Campylobacterales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;29547;3031852;213849;213849
Maricaulaceae,2800061,69,0.03,343,0.03,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;2800059;2800061
Dermabacteraceae,85020,69,0.03,440,0.04,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85006;85020
Vicingaceae,2772534,69,0.03,359,0.03,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Vicingaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;117743;200644;2772534
Salinivirgaceae,1970190,69,0.03,215,0.02,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Salinivirgaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;200643;171549;1970190
Sphingosinicellaceae,2820280,69,0.03,464,0.04,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingosinicellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;204457;2820280
Petrotogaceae,1643949,68,0.03,663,0.06,cellular organisms;Bacteria;Thermotogati;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3384194;200918;188708;1643947;1643949
Saccharospirillaceae,255527,68,0.03,309,0.03,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135619;255527
Desulfuromonadales.U.family,69541,67,0.03,415,0.03,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;200940;3031651;69541;69541
Deltaproteobacteria.U.family,28221,67,0.03,416,0.03,cellular organisms;Bacteria;delta/epsilon subdivisions;Deltaproteobacteria;Deltaproteobacteria.U.family,cellular root;domain;clade;class;original_name,131567;2;68525;28221;28221
Dehalococcoidales.U.family,1202465,67,0.03,205,0.02,cellular organisms;Bacteria;Bacillati;Chloroflexota;Dehalococcoidia;Dehalococcoidales;Dehalococcoidales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;1783272;200795;301297;1202465;1202465
Archaeoglobaceae,2232,66,0.03,307,0.03,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;3366610;28890;183980;2231;2232
Crenotrichaceae,89377,65,0.02,234,0.02,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Methylococcales;Crenotrichaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135618;89377
Dermatophilaceae,85018,65,0.02,116,0.01,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Dermatophilaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85006;85018
Jatrophihabitantaceae,2805416,63,0.02,513,0.04,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Jatrophihabitantales;Jatrophihabitantaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;2805415;2805416
Caldisericales.U.family,693072,62,0.02,532,0.04,cellular organisms;Bacteria;Pseudomonadati;Caldisericota/Cryosericota group;Caldisericota;Caldisericia;Caldisericales;Caldisericales.U.family,cellular root;domain;kingdom;clade;phylum;class;order;original_name,131567;2;3379134;2498710;67814;693071;693072;693072
Desulfomonilaceae,3031658,62,0.02,228,0.02,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfomonilia;Desulfomonilales;Desulfomonilaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031650;3031657;3031658
Rubritaleaceae,1648490,62,0.02,209,0.02,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Rubritaleaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;74201;203494;48461;1648490
Brevinemataceae,1100104,61,0.02,292,0.02,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Brevinematales;Brevinemataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;203691;203692;1643687;1100104
Coriobacteriales.U.family,84999,61,0.02,167,0.01,cellular organisms;Bacteria;Bacillati;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;1783272;201174;84998;84999;84999
Aurantimonadaceae,255475,60,0.02,248,0.02,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;255475
Geopsychrobacteraceae,3031659,60,0.02,281,0.02,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Geopsychrobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031651;69541;3031659
Nitriliruptoraceae,596498,60,0.02,199,0.02,cellular organisms;Bacteria;Bacillati;Actinomycetota;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;908620;596497;596498
Methanocellaceae,570265,60,0.02,235,0.02,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanocellales;Methanocellaceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2290931;224756;570264;570265
Ardenticatenaceae,1382930,59,0.02,110,0.01,cellular organisms;Bacteria;Bacillati;Chloroflexota;Ardenticatenia;Ardenticatenales;Ardenticatenaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;200795;1382928;1382929;1382930
Methanospirillaceae,196137,58,0.02,314,0.03,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanospirillaceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2290931;224756;2191;196137
Roseiarcaceae,1643957,58,0.02,854,0.07,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Roseiarcaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;1643957
Francisellaceae,34064,57,0.02,404,0.03,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Francisellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;72273;34064
Scytonemataceae,1182,57,0.02,240,0.02,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Scytonemataceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1161;1182
Ahrensiaceae,2829814,56,0.02,144,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Ahrensiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2829814
Calditrichota.U.family,1930617,56,0.02,179,0.01,cellular organisms;Bacteria;Pseudomonadati;Calditrichota;Calditrichota.U.family,cellular root;domain;kingdom;phylum;original_name,131567;2;3379134;1930617;1930617
Desulfobacterales.U.family,213118,56,0.02,150,0.01,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfobacterales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;200940;3024418;213118;213118
Coprothermobacteraceae,2138247,56,0.02,278,0.02,cellular organisms;Bacteria;Pseudomonadati;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;2138240;2138243;2138246;2138247
Sulfuricellaceae,2772226,56,0.02,236,0.02,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sulfuricellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;32003;2772226
Hydrogenothermaceae,224027,56,0.02,402,0.03,cellular organisms;Bacteria;Pseudomonadati;Aquificota;Aquificia;Aquificales;Hydrogenothermaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200783;187857;32069;224027
Bruguierivoracaceae,2812006,55,0.02,108,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Bruguierivoracaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;91347;2812006
Syntrophobacterales.U.family,213462,55,0.02,395,0.03,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Syntrophobacteria;Syntrophobacterales;Syntrophobacterales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;200940;3024408;213462;213462
Actinospicaceae,414713,55,0.02,305,0.03,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Catenulisporales;Actinospicaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;414714;414713
Gordoniaceae,85026,54,0.02,316,0.03,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Gordoniaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85007;85026
Methylocystaceae,31993,54,0.02,366,0.03,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;31993
Boseaceae,2831100,53,0.02,286,0.02,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Alloboseaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2831100
Methanocaldococcaceae,196117,52,0.02,172,0.01,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Methanomada group;Methanococci;Methanococcales;Methanocaldococcaceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2283794;183939;2182;196117
Methanomassiliicoccaceae,1577788,52,0.02,550,0.05,cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;3366610;2283796;183967;1235850;1577788
Tepidisphaeraceae,1771355,52,0.02,158,0.01,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;203682;666505;1771349;1771355
metagenome.Chloroplast,256318,51,0.02,229,0.02,unclassified entries;unclassified sequences;metagenomes;metagenome,no rank;no rank;no rank;species,2787823;12908;408169;256318
Robiginitomaculaceae,2800062,51,0.02,273,0.02,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Maricaulales;Robiginitomaculaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;2800059;2800062
Nakamurellaceae,85031,50,0.02,430,0.04,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Nakamurellales;Nakamurellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;1643684;85031
Hafniaceae,1903412,49,0.02,494,0.04,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;91347;1903412
Thermodesulfovibrionaceae,2811504,49,0.02,250,0.02,cellular organisms;Bacteria;Pseudomonadati;Nitrospirota;Thermodesulfovibrionia;Thermodesulfovibrionales;Thermodesulfovibrionaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;40117;2811502;2811503;2811504
Spiroplasmataceae,2131,48,0.02,228,0.02,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Entomoplasmatales;Spiroplasmataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;544448;31969;186328;2131
Thermococcaceae,2259,48,0.02,369,0.03,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;3366610;28890;183968;2258;2259
Deferrisomataceae,3031670,48,0.02,92,0.01,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Deferrisomatia;Deferrisomatales;Deferrisomataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031652;2814222;3031670
Thermincolaceae,2937911,48,0.02,97,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Thermincolaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;186802;2937911
Deferribacteraceae,191394,47,0.02,104,0.01,cellular organisms;Bacteria;Pseudomonadati;Deferribacterota;Deferribacteres;Deferribacterales;Deferribacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200930;68337;191393;191394
Desulfomicrobiaceae,213116,46,0.02,410,0.03,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfomicrobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031449;213115;213116
Merismopediaceae,1890428,46,0.02,145,0.01,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales;Merismopediaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1890424;1890428
Sphaerobacteraceae,85002,46,0.02,173,0.01,cellular organisms;Bacteria;Pseudomonadati;Thermomicrobiota;Thermomicrobia;Sphaerobacterales;Sphaerobacterineae;Sphaerobacteraceae,cellular root;domain;kingdom;phylum;class;order;suborder;family,131567;2;3379134;3027942;189775;85001;255728;85002
uncultured.U.family,NA,45,0.02,117,0.01,uncultured.U.family,original_name,NA
Acanthopleuribacteraceae,533207,45,0.02,72,0.01,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;57723;533205;533206;533207
Phreatobacteraceae,2843305,45,0.02,144,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phreatobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2843305
Acidimicrobiaceae,84994,44,0.02,194,0.02,cellular organisms;Bacteria;Bacillati;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;84992;84993;84994
Thermohalobacteraceae,2848916,43,0.02,89,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Thermohalobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;1737404;1737405;2848916
Sneathiellaceae,510685,43,0.02,138,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sneathiellales;Sneathiellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;510684;510685
Chroococcidiopsidaceae,1890528,43,0.02,120,0.01,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Chroococcidiopsidales;Chroococcidiopsidaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1890505;1890528
Caldisericaceae,693073,42,0.02,404,0.03,cellular organisms;Bacteria;Pseudomonadati;Caldisericota/Cryosericota group;Caldisericota;Caldisericia;Caldisericales;Caldisericaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;2498710;67814;693071;693072;693073
Kazania.U.family,NA,42,0.02,88,0.01,Kazania.U.family,original_name,NA
Myxococcales.U.family,29,42,0.02,152,0.01,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Myxococcales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;2818505;32015;29;29
Lawsonellaceae,2805586,42,0.02,207,0.02,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Lawsonellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85007;2805586
Glycomycetaceae,85034,41,0.02,123,0.01,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Glycomycetales;Glycomycetaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85014;85034
Dissulfuribacteraceae,3031471,41,0.02,158,0.01,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Dissulfuribacteria;Dissulfuribacterales;Dissulfuribacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031452;3031453;3031471
Fimbriimonadales.U.family,1663425,41,0.02,92,0.01,cellular organisms;Bacteria;Bacillati;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;1783272;67819;1663419;1663425;1663425
Thermofilaceae,114378,41,0.02,181,0.02,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Thermofilales;Thermofilaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783275;28889;183924;2856582;114378
Dietziaceae,85029,40,0.02,187,0.02,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Dietziaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85007;85029
Hyellaceae,1890500,40,0.02,118,0.01,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Pleurocapsales;Pleurocapsaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;52604;1890500
Aphanizomenonaceae,1892259,39,0.01,662,0.06,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Aphanizomenonaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1161;1892259
Salinisphaeraceae,742031,39,0.01,87,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;742030;742031
Oscillatoriales.U.family,1150,38,0.01,133,0.01,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Oscillatoriales.U.family,cellular root;domain;kingdom;clade;phylum;class;subclass;order;original_name,131567;2;1783272;1798711;1117;3028117;1301283;1150;1150
Microcystaceae,1890449,38,0.01,608,0.05,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Microcystaceae,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family,131567;2;1783272;1798711;1117;3028117;1301283;1118;1890449
Fervidobacteriaceae,1643950,37,0.01,263,0.02,cellular organisms;Bacteria;Thermotogati;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3384194;200918;188708;2419;1643950
Immundisolibacteraceae,1934946,37,0.01,135,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Immundisolibacterales;Immundisolibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;1934945;1934946
Thermoplasmataceae,46659,37,0.01,86,0.01,cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;3366610;2283796;183967;2301;46659
Desulfarculaceae,453228,36,0.01,83,0.01,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfarculia;Desulfarculales;Desulfarculaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031646;453227;453228
Archangiaceae,39,36,0.01,318,0.03,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Archangiaceae,cellular root;domain;kingdom;phylum;class;order;suborder;family,131567;2;3379134;2818505;32015;29;80811;39
Cellulosilyticaceae,3018741,36,0.01,77,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Cellulosilyticaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;3085636;3018741
