Name_to_use,taxid,otu_count,otu_percentage,size_count,size_percentage,lineage,lineage_ranks,lineage_taxids
Sporacetigenium,360541,8,0.0,27,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Tepidibacteraceae;Sporacetigenium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3082720;3120162;360541
Citricoccus,169133,8,0.0,41,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Citricoccus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;1268;169133
Marivivens,1759396,8,0.0,38,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Marivivens group;Marivivens,cellular root;domain;kingdom;phylum;class;order;family;no rank;genus,131567;2;3379134;1224;28211;204455;31989;3020825;1759396
Cyanobacterium,102234,8,0.0,34,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Geminocystaceae;Cyanobacterium,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family;genus,131567;2;1783272;1798711;1117;3028117;1301283;1118;2815910;102234
Piscinibacter,1114981,8,0.0,29,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Piscinibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;80840;2975441;1114981
Halomicronema,170610,8,0.0,14,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nodosilineales;Nodosilineaceae;Halomicronema,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;3039985;3039986;170610
Pannonibacter,227873,8,0.0,41,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Pannonibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;356;2821832;227873
Chamaesiphon,217161,8,0.0,42,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Gomontiellales;Chamaesiphonaceae;Chamaesiphon,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;3079757;1890431;217161
Cylindrospermum,56106,8,0.0,18,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae;Cylindrospermum,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;1161;1162;56106
Cryptomonas_curvata:plas.Chloroplast,233186,8,0.0,24,0.0,cellular organisms;Eukaryota;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;Cryptomonas curvata;Cryptomonas_curvata:plas.Chloroplast,cellular root;domain;class;order;family;genus;species;original_name,131567;2759;3027;589350;2896;3030;233186;233186
Vaucheria_litorea:plas.Chloroplast,109269,8,0.0,52,0.0,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;PX clade;Xanthophyceae;Vaucheriales;Vaucheriaceae;Vaucheria;Vaucheria litorea;Vaucheria_litorea:plas.Chloroplast,cellular root;domain;clade;clade;clade;clade;class;order;family;genus;species;original_name,131567;2759;2698737;33634;2696291;569578;2833;2974;2975;2976;109269;109269
Rhizomicrobium,1241326,8,0.0,137,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Micropepsales;Micropepsaceae;Rhizomicrobium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;1921567;1921568;1241326
Halobaculum,43927,8,0.0,26,0.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloferacaceae;Halobaculum,cellular root;domain;kingdom;phylum;clade;class;order;family;genus,131567;2157;3366610;28890;2290931;183963;2235;1644056;43927
Natronoarchaeum,926359,8,0.0,36,0.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natronoarchaeaceae;Natronoarchaeum,cellular root;domain;kingdom;phylum;clade;class;order;family;genus,131567;2157;3366610;28890;2290931;183963;2235;2976354;926359
Hellea,574559,8,0.0,128,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Maricaulales;Robiginitomaculaceae;Hellea,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;2800059;2800062;574559
Euglena_sp.:plas.Chloroplast,NA,8,0.0,30,0.0,Euglena_sp.:plas.Chloroplast,original_name,NA
Longimycelium,1434016,8,0.0,21,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Longimycelium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85010;2070;1434016
Mangroviflexus,1434020,8,0.0,13,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Mangroviflexus,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;200643;1970189;558415;1434020
Roseibaca,121820,8,0.0,14,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Roseinatronobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;31989;121820
Plasmodium2_chabaudi:apic.Apicoplast,NA,8,0.0,28,0.0,Plasmodium2_chabaudi:apic.Apicoplast,original_name,NA
Talaromyces_diversus.Mitochondria,128434,8,0.0,44,0.0,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces sect. Trachyspermi;Talaromyces diversus;Talaromyces_diversus.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;section;species;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;28568;5094;2752540;128434;128434
Fusarium_commune.Mitochondria,249398,8,0.0,27,0.0,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Nectriaceae;Fusarium;Fusarium nisikadoi species complex;Fusarium commune;Fusarium_commune.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus;species group;species;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222543;5125;110618;5506;1328894;249398;249398
Porites_astreoides.Chloroplast,104758,8,0.0,31,0.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Fungiina;Poritidae;Porites;Porites astreoides;Porites_astreoides.Chloroplast,cellular root;domain;clade;kingdom;clade;phylum;class;subclass;order;suborder;family;genus;species;original_name,131567;2759;33154;33208;6072;6073;6101;6102;6125;123758;46718;46719;104758;104758
Porites_astreoides.Mitochondria,104758,8,0.0,17,0.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Fungiina;Poritidae;Porites;Porites astreoides;Porites_astreoides.Mitochondria,cellular root;domain;clade;kingdom;clade;phylum;class;subclass;order;suborder;family;genus;species;original_name,131567;2759;33154;33208;6072;6073;6101;6102;6125;123758;46718;46719;104758;104758
Desmochloris_halophila:plas.Chloroplast,138176,7,0.0,17,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Ulvophyceae;Chlorocystidales;Chlorocystidaceae;Desmochloris;Desmochloris halophila;Desmochloris_halophila:plas.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;order;family;genus;species;original_name,131567;2759;33090;3041;2692248;33103;578868;398705;138596;138176;138176
Dunaliella_salina:plas.Chloroplast,3046,7,0.0,16,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Dunaliellaceae;Dunaliella;Dunaliella salina;Dunaliella_salina:plas.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus;species;original_name,131567;2759;33090;3041;2692248;3166;2812636;3042;3043;3044;3046;3046
Asparagus_officinalis_(garden_asparagus).Chloroplast,NA,7,0.0,25,0.0,Asparagus_officinalis_(garden_asparagus).Chloroplast,original_name,NA
Zobellia,112040,7,0.0,22,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Zobellia,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117743;200644;49546;112040
Merismopedia,53402,7,0.0,10,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales;Merismopediaceae;Merismopedia,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;1890424;1890428;53402
Elliptochloris_bilobata.Chloroplast,381761,7,0.0,27,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Trebouxiophyceae;Trebouxiophyceae incertae sedis;Elliptochloris clade;Elliptochloris;Elliptochloris bilobata;Elliptochloris_bilobata.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;no rank;clade;genus;species;original_name,131567;2759;33090;3041;2692248;75966;75981;2511161;381760;381761;381761
Methanococcaceae.U.genus,2183,7,0.0,10,0.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Methanomada group;Methanococci;Methanococcales;Methanococcaceae;Methanococcaceae.U.genus,cellular root;domain;kingdom;phylum;clade;class;order;family;original_name,131567;2157;3366610;28890;2283794;183939;2182;2183;2183
Acutodesmus_obliquus:plas.Chloroplast,3088,7,0.0,46,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales;Scenedesmaceae;Tetradesmus;Tetradesmus obliquus;Acutodesmus_obliquus:plas.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus;species;original_name,131567;2759;33090;3041;2692248;3166;2812636;35491;3086;91192;3088;3088
Geomicrobium,767528,7,0.0,11,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillales incertae sedis;Geomicrobium,cellular root;domain;kingdom;phylum;class;order;no rank;genus,131567;2;1783272;1239;91061;1385;539002;767528
Teredinibacter,2425,7,0.0,24,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Teredinibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;1706369;1706371;2425
Gelidium_elegans.Mitochondria,37200,7,0.0,19,0.0,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gelidiales;Gelidiaceae;Gelidium;Gelidium elegans;Gelidium_elegans.Mitochondria,cellular root;domain;phylum;class;subclass;order;family;genus;species;original_name,131567;2759;2763;2806;2045261;31399;2808;2811;37200;37200
Histiona_aroides.Mitochondria,392300,7,0.0,20,0.0,cellular organisms;Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Histiona;Histiona aroides;Histiona_aroides.Mitochondria,cellular root;domain;clade;order;suborder;family;genus;species;original_name,131567;2759;2611352;556282;2604207;556285;392299;392300;392300
Desulfurellales.U.genus,213113,7,0.0,10,0.0,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Desulfurellia;Desulfurellales;Desulfurellales.U.genus,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;29547;3031853;213113;213113
Lepocinclis_fusca:plas.Chloroplast,325109,7,0.0,88,0.01,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenophyceae;Euglenales;Phacaceae;Lepocinclis;Lepocinclis fusca;Lepocinclis_fusca:plas.Chloroplast,cellular root;domain;clade;phylum;class;clade;subclass;order;family;genus;species;original_name,131567;2759;2611352;33682;3035;2570567;2704141;86650;1131319;66846;325109;325109
Calliarthron_tuberculosum.Mitochondria,48942,7,0.0,19,0.0,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Corallinophycidae;Corallinales;Corallinaceae;Corallinoideae;Calliarthron;Calliarthron tuberculosum;Calliarthron_tuberculosum.Mitochondria,cellular root;domain;phylum;class;subclass;order;family;subfamily;genus;species;original_name,131567;2759;2763;2806;1443949;31395;31396;48611;48940;48942;48942
Micropepsis,1921569,7,0.0,15,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Micropepsales;Micropepsaceae;Micropepsis,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;1921567;1921568;1921569
Rhodogorgon_sp.Mitochondria,NA,7,0.0,28,0.0,Rhodogorgon_sp.Mitochondria,original_name,NA
Picea_glauca_(white_spruce).Chloroplast,NA,7,0.0,33,0.0,Picea_glauca_(white_spruce).Chloroplast,original_name,NA
Geotoga,28233,7,0.0,101,0.01,cellular organisms;Bacteria;Thermotogati;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Geotoga,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3384194;200918;188708;1643947;1643949;28233
Paenalcaligenes,1100891,7,0.0,20,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Paenalcaligenes,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;80840;506;1100891
Kroppenstedtia,1274351,7,0.0,15,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Thermoactinomycetaceae;Kroppenstedtia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186824;1274351
Liquorilactobacillus,2767888,7,0.0,8,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Liquorilactobacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;186826;33958;2767888
Tatumella,82986,7,0.0,49,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Tatumella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;91347;1903409;82986
Terribacillus,459532,7,0.0,32,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Terribacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186817;459532
Calditerricola,373053,7,0.0,43,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Calditerricola,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186817;373053
Deferribacter,53572,7,0.0,13,0.0,cellular organisms;Bacteria;Pseudomonadati;Deferribacterota;Deferribacteres;Deferribacterales;Deferribacteraceae;Deferribacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200930;68337;191393;191394;53572
Carboxydothermus,129957,7,0.0,22,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Carboxydothermus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;68295;186814;129957
Halolactibacillus,306539,7,0.0,45,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Halolactibacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186817;306539
Alkalibacillus,331654,7,0.0,17,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Alkalibacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186817;331654
Aeribacillus,1055323,7,0.0,86,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Aeribacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186817;1055323
Desulfosalsimonas,377149,7,0.0,20,0.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfosalsimonadaceae;Desulfosalsimonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3024418;213118;2904714;377149
Brochothrix,2755,7,0.0,124,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Listeriaceae;Brochothrix,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186820;2755
Thalassobacillus,331971,7,0.0,25,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Thalassobacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186817;331971
Desulfofaba,109169,7,0.0,21,0.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfofabaceae;Desulfofaba,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3024418;213118;2904606;109169
Caldalkalibacillus,379065,7,0.0,16,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Caldalkalibacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186817;379065
Pullulanibacillus,475230,7,0.0,37,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Sporolactobacillaceae;Pullulanibacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186821;475230
Xylanibacillus,1975703,7,0.0,12,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Xylanibacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186822;1975703
Thermostaphylospora,2071601,7,0.0,23,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Thermostaphylospora,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85012;2012;2071601
Actinopolyspora,1849,7,0.0,42,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Actinopolysporales;Actinopolysporaceae;Actinopolyspora,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;622450;622451;1849
Lentilactobacillus,2767893,7,0.0,9,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;186826;33958;2767893
Candidimonas,1074468,7,0.0,36,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Candidimonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;80840;506;1074468
