Name_to_use,taxid,otu_count,otu_percentage,size_count,size_percentage,lineage,lineage_ranks,lineage_taxids
Methanomethylovorans,101191,9,0.0,107,0.01,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanomethylovorans,cellular root;domain;kingdom;phylum;clade;class;order;family;genus,131567;2157;3366610;28890;2290931;224756;94695;2206;101191
Pseudophaeobacter,1541822,9,0.0,15,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Pseudophaeobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;31989;1541822
Euryhalocaulis,1712422,9,0.0,27,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae;Euryhalocaulis,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;2800059;2800061;1712422
Shimia,573139,9,0.0,29,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Shimia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;2854170;573139
Sedimentitalea,1541818,9,0.0,55,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Sedimentitalea,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;31989;1541818
Rubrimonas,89523,9,0.0,130,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rubrimonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;31989;89523
Halodurantibacterium,1822382,9,0.0,33,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Halodurantibacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;31989;1822382
Oceanicella,1233054,9,0.0,13,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Oceanicella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;31989;1233054
Penicillium_expansum_YT02.Mitochondria,NA,9,0.0,18,0.0,Penicillium_expansum_YT02.Mitochondria,original_name,NA
Marinibacterium,1931200,9,0.0,15,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Marinibacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;31989;1931200
Penicillium_roqueforti.Mitochondria,5082,9,0.0,46,0.0,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Penicillium;Penicillium roqueforti;Penicillium_roqueforti.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;species;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;1131492;5073;5082;5082
Petromyces_albertensis:mito.Mitochondria,209559,9,0.0,11,0.0,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Circumdati;Aspergillus alliaceus;Petromyces_albertensis:mito.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;subgenus;species;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;1131492;5052;2720871;209559;209559
Intestinibacter,1505657,8,0.0,377,0.03,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Intestinibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3082720;186804;1505657
Dunaliella_sp.:plas.Chloroplast,NA,8,0.0,20,0.0,Dunaliella_sp.:plas.Chloroplast,original_name,NA
Oenococcus,46254,8,0.0,30,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Oenococcus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;186826;33958;46254
Mesomycoplasma,2923352,8,0.0,39,0.0,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mycoplasmoidales;Metamycoplasmataceae;Mesomycoplasma,cellular root;domain;kingdom;phylum;order;family;genus,131567;2;1783272;544448;2790996;2895623;2923352
Parvularculaceae.U.genus,255474,8,0.0,17,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularculaceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;3379134;1224;28211;255473;255474;255474
Thiomargarita,90372,8,0.0,17,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiomargarita,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;72273;135617;90372
Entomoplasma,46238,8,0.0,44,0.0,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Entomoplasma,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;544448;31969;186328;33925;46238
Monoraphidium_neglectum.Chloroplast,145388,8,0.0,31,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales;Selenastraceae;Monoraphidium;Monoraphidium neglectum;Monoraphidium_neglectum.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus;species;original_name,131567;2759;33090;3041;2692248;3166;2812636;35491;35466;34111;145388;145388
Arthrospira,35823,8,0.0,43,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Arthrospira,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family;genus,131567;2;1783272;1798711;1117;3028117;1301283;1150;1892252;35823
Agave_tequilana.Mitochondria,386106,8,0.0,25,0.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;Asparagales;Asparagaceae;Agavoideae;Agave;Agave tequilana;Agave_tequilana.Mitochondria,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;subclass;order;family;subfamily;genus;species;original_name,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;73496;40552;703530;39509;386106;386106
Stigonema,221292,8,0.0,36,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Stigonemataceae;Stigonema,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;1161;1189;221292
Chroococcus,70190,8,0.0,13,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Chroococcaceae;Chroococcus,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family;genus,131567;2;1783272;1798711;1117;3028117;1301283;1118;1890464;70190
Ignavibacteria.U.genus,795747,8,0.0,20,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Ignavibacteriota;Ignavibacteria;Ignavibacteria.U.genus,cellular root;domain;kingdom;clade;clade;phylum;class;original_name,131567;2;3379134;1783270;68336;1134404;795747;795747
Geminocystis,669357,8,0.0,79,0.01,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Geminocystaceae;Geminocystis,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family;genus,131567;2;1783272;1798711;1117;3028117;1301283;1118;2815910;669357
Nanopusillaceae.U.genus,1890942,8,0.0,150,0.01,cellular organisms;Archaea;Nanobdellati;Nanobdellota;Candidatus Nanoarchaeia;Nanoarchaeales;Nanopusillaceae;Nanopusillaceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2157;1783276;192989;2885752;1890940;1890942;1890942
Atribacteria.U.genus,2847774,8,0.0,110,0.01,cellular organisms;Bacteria;Pseudomonadati;Atribacterota;Atribacteria;Atribacteria.U.genus,cellular root;domain;kingdom;phylum;class;original_name,131567;2;3379134;67818;2847774;2847774
Caldisphaera,200414,8,0.0,36,0.0,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Acidilobales;Caldisphaeraceae;Caldisphaera,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2157;1783275;28889;183924;871006;255472;200414
Candidatus Fervidibacteria.U.genus,NA,8,0.0,167,0.01,Candidatus Fervidibacteria.U.genus,original_name,NA
Lithothamnion_sp.Mitochondria,NA,8,0.0,30,0.0,Lithothamnion_sp.Mitochondria,original_name,NA
Advenella,290425,8,0.0,62,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Advenella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;80840;506;290425
Spiribacter,1335745,8,0.0,53,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Spiribacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135613;72276;1335745
Paramaledivibacter,1884934,8,0.0,12,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Caminicellaceae;Paramaledivibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3082720;3118654;1884934
Helicosporidium_sp._ex_Simulium_jonesi.Mitochondria,145475,8,0.0,29,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Trebouxiophyceae;Chlorellales;Chlorellaceae;Helicosporidium;unclassified Helicosporidium;Helicosporidium sp. ex Simulium jonesi;Helicosporidium_sp._ex_Simulium_jonesi.Mitochondria,cellular root;domain;kingdom;phylum;clade;class;order;family;genus;no rank;species;original_name,131567;2759;33090;3041;2692248;75966;35460;35461;145474;2626013;145475;145475
Candidatus Desantisbacteria.U.genus,NA,8,0.0,41,0.0,Candidatus Desantisbacteria.U.genus,original_name,NA
Atopococcus,269773,8,0.0,12,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Atopococcus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;186826;186828;269773
Jeotgalibaca,1470540,8,0.0,62,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Jeotgalibaca,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;186826;186828;1470540
Dendrosporobacter,146813,8,0.0,11,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae;Dendrosporobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;909932;909929;1843490;146813
Streptomonospora,104204,8,0.0,23,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsidaceae;Streptomonospora,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85012;83676;104204
Candidatus Omnitrophica.U.genus,NA,8,0.0,41,0.0,Candidatus Omnitrophica.U.genus,original_name,NA
Trichlorobacter,115782,8,0.0,83,0.01,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Geobacterales;Geobacteraceae;Trichlorobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3031651;3031668;213422;115782
Breznakia,1854458,8,0.0,18,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Breznakia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;526524;526525;128827;1854458
Crenobacter,1654931,8,0.0,30,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Crenobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;206351;481;1654931
Plasticicumulans,1400827,8,0.0,24,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria incertae sedis;Candidatus Competibacteraceae;Plasticicumulans,cellular root;domain;kingdom;phylum;class;no rank;family;genus,131567;2;3379134;1224;1236;118884;1400857;1400827
Desulfatibacillum,218207,8,0.0,21,0.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfatibacillaceae;Desulfatibacillum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3024418;213118;3031627;218207
Halarsenatibacter,630723,8,0.0,15,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Halanaerobiales;Halarsenatibacteraceae;Halarsenatibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;53433;3046411;630723
Gilvimarinus,940550,8,0.0,21,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Gilvimarinus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;1706369;1706371;940550
Pectinatus,864,8,0.0,25,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Pectinatus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;909932;909929;1843491;864
Gallibacterium,155493,8,0.0,40,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Gallibacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135625;712;155493
Thermomonosporaceae.U.genus,2012,8,0.0,9,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Thermomonosporaceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;1783272;201174;1760;85012;2012;2012
Denitrovibrio,117999,8,0.0,40,0.0,cellular organisms;Bacteria;Pseudomonadati;Deferribacterota;Deferribacteres;Deferribacterales;Geovibrionaceae;Denitrovibrio,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200930;68337;191393;2945019;117999
Mesostigma_viride.Mitochondria,41882,8,0.0,11,0.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Mesostigmatophyceae;Mesostigmatales;Mesostigmataceae;Mesostigma;Mesostigma viride;Mesostigma_viride.Mitochondria,cellular root;domain;kingdom;phylum;class;order;family;genus;species;original_name,131567;2759;33090;35493;96475;160439;35428;41881;41882;41882
Vulcaniibacterium,1649512,8,0.0,24,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Vulcaniibacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135614;32033;1649512
Prauserella,142577,8,0.0,24,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Prauserella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85010;2070;142577
Mailhella,1981028,8,0.0,28,0.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Mailhella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3031449;213115;194924;1981028
Glycomycetaceae.U.genus,85034,8,0.0,11,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Glycomycetales;Glycomycetaceae;Glycomycetaceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;1783272;201174;1760;85014;85034;85034
Thioprofundum,665868,8,0.0,24,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Thioprofundaceae;Thioprofundum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135613;2034509;665868
Profundimonas,1437109,8,0.0,49,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Profundimonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135619;135620;1437109
Myceligenerans,253183,8,0.0,15,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Promicromonosporaceae;Myceligenerans,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;85017;253183
Rathayibacter,33886,8,0.0,37,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Rathayibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;85023;33886
Kangiellaceae.U.genus,1920240,8,0.0,42,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Kangiellales;Kangiellaceae;Kangiellaceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;3379134;1224;1236;2887327;1920240;1920240
Agarivorans,261825,8,0.0,45,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Agarivorans,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135622;72275;261825
Cystobacter,42,8,0.0,85,0.01,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Archangiaceae;Cystobacter,cellular root;domain;kingdom;phylum;class;order;suborder;family;genus,131567;2;3379134;2818505;32015;29;80811;39;42
Thiohalomonas,397268,8,0.0,14,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiohalomonadales;Thiohalomonadaceae;Thiohalomonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;3084968;3084969;397268
Terrabacter,53355,8,0.0,51,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Terrabacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;85021;53355
Procabacter,167946,8,0.0,24,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Procabacteriales;Procabacteriaceae;Candidatus Procabacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;224468;224469;167946
Dasania,503005,8,0.0,11,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Dasania,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;1706369;1706375;503005
Flagellimonas,444459,8,0.0,19,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flagellimonas,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117743;200644;49546;444459
Marixanthomonas,387658,8,0.0,17,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Marixanthomonas,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117743;200644;49546;387658
Thiocapsa,1056,8,0.0,50,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiocapsa,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135613;1046;1056
Serpentinicella,1890059,8,0.0,21,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Natronincolaceae;Serpentinicella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3082720;3118656;1890059
Parvibium,2109346,8,0.0,14,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Parvibium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;80840;506;2109346
Malonomonas,57039,8,0.0,25,0.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Geopsychrobacteraceae;Malonomonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3031651;69541;3031659;57039
Lelliottia,1330545,8,0.0,10,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Lelliottia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;91347;543;1330545
Oceanibaculum,659693,8,0.0,19,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Oceanibaculaceae;Oceanibaculum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204441;3031147;659693
Luteivirga,1434017,8,0.0,12,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Cytophagales incertae sedis;Luteivirga,cellular root;domain;kingdom;clade;clade;phylum;class;order;no rank;genus,131567;2;3379134;1783270;68336;976;768503;768507;1124781;1434017
Dactylosporangium,35753,8,0.0,56,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Dactylosporangium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85008;28056;35753
Marinilabilia,59738,8,0.0,47,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Marinilabilia,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;200643;1970189;558415;59738
Telmatocola,1382832,8,0.0,20,0.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Telmatocola,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;3379134;1783257;203682;203683;2691355;1914233;1382832
Ferroglobus,54260,8,0.0,22,0.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Ferroglobus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2157;3366610;28890;183980;2231;2232;54260
Dermabacter,36739,8,0.0,25,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Dermabacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;85020;36739
Paeniclostridium,1849828,8,0.0,90,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Paeniclostridium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3082720;186804;1849828
Subsaxibacter,291181,8,0.0,11,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Subsaxibacter,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117743;200644;49546;291181
Limimonas,1434015,8,0.0,18,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodovibrionaceae;Limimonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204441;2844403;1434015
Penicillium_capsulatum.Mitochondria,69766,8,0.0,52,0.0,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Penicillium;Penicillium capsulatum;Penicillium_capsulatum.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;species;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;1131492;5073;69766;69766
Rhodospirillum,1081,8,0.0,55,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204441;41295;1081
Thiocystis,13724,8,0.0,24,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiocystis,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135613;1046;13724
Endobacter,1649268,8,0.0,32,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Endobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;3120395;433;1649268
Acaryochloris,155977,8,0.0,25,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Acaryochloridales;Acaryochloridaceae;Acaryochloris,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;3079744;1890429;155977
Suttonella,13275,8,0.0,10,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Suttonella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135615;868;13275
Hoeflea,274591,8,0.0,109,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Hoeflea,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;356;82115;274591
Geoglobus,190818,8,0.0,29,0.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Geoglobus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2157;3366610;28890;183980;2231;2232;190818
