DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Bacteria_genome_counts
COLOR	#ff0000
Bifidobacteriaceae_bacterium_MCC01989_species_2569529	1
Bifidobacteriaceae_bacterium_MCC01990_species_2569530	1
Bifidobacteriaceae_bacterium_MCC01983_species_2569515	1
Bifidobacteriaceae_bacterium_MCC01968_species_2569532	1
Shewanella_sp._KCT_species_2569535	1
Shewanella_sp._MSW_species_2569536	1
Ferrimonas_sediminicola_species_2569538	1
Ferrimonas_aestuarii_species_2569539	1
Bifidobacteriaceae_bacterium_MCC01963_species_2569505	1
Bifidobacteriaceae_bacterium_MCC01978_species_2569506	1
Bifidobacteriaceae_bacterium_MCC01961_species_2569507	1
Bifidobacteriaceae_bacterium_MCC02031_species_2569508	1
Bifidobacteriaceae_bacterium_MCC01995_species_2569509	1
Bifidobacteriaceae_bacterium_MCC01964_species_2569510	1
Bifidobacteriaceae_bacterium_MCC01970_species_2569511	1
Bifidobacteriaceae_bacterium_MCC01966_species_2569512	1
Bifidobacteriaceae_bacterium_MCC02032_species_2569513	1
Bifidobacteriaceae_bacterium_MCC02033_species_2569514	1
Bifidobacteriaceae_bacterium_MCC01969_species_2569531	1
Mesorhizobium_sp._M1C.F.Ca.ET.195.01.1.1_species_2563927	1
Pedobacter_helvus_species_2563444	1
Crenobacter_intestini_species_2563443	1
Gammaproteobacteria_virus_GOV_bin_2604_species_2562602	1
Paraburkholderia_sp._BCC1884_species_2562668	1
Paraburkholderia_sp._BCC1885_species_2562669	1
Paraburkholderia_sp._BCC1886_species_2562670	1
Geomonas_terrae_species_2562681	1
Mangrovimicrobium_sediminis_species_2562682	1
Flavobacterium_humi_species_2562683	1
Pacificoceanicola_onchidii_species_2562685	1
Myxococcus_sp._AB056_species_2562792	1
Myxococcus_sp._AB036A_species_2562793	1
Streptomyces_sp._RKND-216_species_2562581	1
Brevundimonas_sp._'scallop'_species_2562582	1
Pseudomonas_sp._BMW13_species_2562590	1
Alcaligenaceae_bacterium_429_species_2562948	1
Thermopolyspora_sp._species_2562988	1
Buttiauxella_sp._A111_species_2563088	1
Streptomyces_sp._A0592_species_2563099	1
Streptomyces_sp._A0642_species_2563100	1
Streptomyces_sp._A0958_species_2563101	1
Streptomyces_sp._A1136_species_2563102	1
Streptomyces_sp._A1277_species_2563103	1
Streptomyces_sp._A1499_species_2563104	1
Streptomyces_sp._A1547_species_2563105	1
Streptomyces_sp._Akac8_species_2563106	1
Streptomyces_sp._LRa12_species_2563107	1
Hymenobacter_metallicola_species_2563114	1
Myxococcus_sp._AB025B_species_2562794	1
Myxococcus_sp._AB025A_species_2562795	1
Myxococcus_sp._AB024B_species_2562796	1
Myxococcus_sp._AB022_species_2562797	1
Myxococcus_sp._CA010_species_2562798	1
Myxococcus_sp._CA006_species_2562799	1
Myxococcus_sp._CA005_species_2562800	1
Pontibacter_pamirensis_species_2562824	1
Cognatitamlana_onchidii_species_2562860	1
Candidatus_Pelagibacter_giovannonii_species_2563896	1
bacterium_M00.F.Ca.ET.141.01.1.1_species_2563898	1
bacterium_M00.F.Ca.ET.146.01.1.1_species_2563899	1
bacterium_M00.F.Ca.ET.152.01.1.1_species_2563900	1
bacterium_M00.F.Ca.ET.155.01.1.1_species_2563901	1
bacterium_M00.F.Ca.ET.156.01.1.1_species_2563902	1
bacterium_M00.F.Ca.ET.157.01.1.1_species_2563903	1
bacterium_M00.F.Ca.ET.159.01.1.1_species_2563904	1
bacterium_M00.F.Ca.ET.162.01.1.1_species_2563905	1
bacterium_M00.F.Ca.ET.163.01.1.1_species_2563906	1
bacterium_M00.F.Ca.ET.168.01.1.1_species_2563907	1
bacterium_M00.F.Ca.ET.177.01.1.1_species_2563908	1
bacterium_M00.F.Ca.ET.179.01.1.1_species_2563909	1
bacterium_M00.F.Ca.ET.180.01.1.1_species_2563910	1
Mesorhizobium_sp._M1C.F.Ca.ET.196.01.1.1_species_2563928	1
Mesorhizobium_sp._M1C.F.Ca.ET.204.01.1.1_species_2563929	1
Mesorhizobium_sp._M1C.F.Ca.ET.210.01.1.1_species_2563930	1
Mesorhizobium_sp._M1D.F.Ca.ET.184.01.1.1_species_2563931	1
Mesorhizobium_sp._M1D.F.Ca.ET.234.01.1.1_species_2563932	1
Mesorhizobium_sp._M2D.F.Ca.ET.145.01.1.1_species_2563933	1
Mesorhizobium_sp._M2D.F.Ca.ET.147.01.1.1_species_2563934	1
Mesorhizobium_sp._M2D.F.Ca.ET.160.01.1.1_species_2563935	1
Mesorhizobium_sp._M2D.F.Ca.ET.171.01.1.1_species_2563936	1
Mesorhizobium_sp._M2D.F.Ca.ET.178.01.1.1_species_2563937	1
Mesorhizobium_sp._M2D.F.Ca.ET.185.01.1.1_species_2563938	1
Mesorhizobium_sp._M2D.F.Ca.ET.206.01.1.1_species_2563939	1
Mesorhizobium_sp._M2D.F.Ca.ET.223.01.1.1_species_2563940	1
Mesorhizobium_sp._M2D.F.Ca.ET.224.01.1.1_species_2563941	1
Mesorhizobium_sp._M1C.F.Ca.ET.193.01.1.1_species_2563926	1
bacterium_M00.F.Ca.ET.191.01.1.1_species_2563911	1
bacterium_M00.F.Ca.ET.194.01.1.1_species_2563912	1
bacterium_M00.F.Ca.ET.199.01.1.1_species_2563913	1
bacterium_M00.F.Ca.ET.205.01.1.1_species_2563914	1
bacterium_M00.F.Ca.ET.221.01.1.1_species_2563915	1
bacterium_M00.F.Ca.ET.222.01.1.1_species_2563916	1
bacterium_M00.F.Ca.ET.227.01.1.1_species_2563917	1
bacterium_M00.F.Ca.ET.228.01.1.1_species_2563918	1
bacterium_M00.F.Ca.ET.229.01.1.1_species_2563919	1
bacterium_M00.F.Ca.ET.230.01.1.1_species_2563920	1
Mesorhizobium_sp._M1C.F.Ca.ET.144.01.1.1_species_2563921	1
Mesorhizobium_sp._M1C.F.Ca.ET.176.01.1.1_species_2563922	1
Mesorhizobium_sp._M1C.F.Ca.ET.187.01.1.1_species_2563923	1
Mesorhizobium_sp._M1C.F.Ca.ET.188.01.1.1_species_2563924	1
Mesorhizobium_sp._M1C.F.Ca.ET.189.01.1.1_species_2563925	1
Mesorhizobium_sp._M2D.F.Ca.ET.225.01.1.1_species_2563942	1
Caldicoprobacteraceae_bacterium_species_2563818	1
Pseudoalteromonas_sp._MEBiC_03607_species_2563601	1
Treponema_sp._OMZ_906_species_2563662	1
Treponema_sp._OMZ_790_species_2563665	1
Treponema_sp._OMZ_791_species_2563666	1
Treponema_sp._OMZ_792_species_2563667	1
Treponema_sp._OMZ_799_species_2563668	1
Treponema_sp._OMZ_787_species_2563669	1
Treponema_sp._OMZ_789_species_2563670	1
Treponema_sp._OMZ_798_species_2563671	1
Treponema_sp._OMZ_788_species_2563664	1
Streptococcus_satellite_phage_Javan761_species_2558857	1
Mycobacterium_sp._DBP42_species_2545267	1
Pseudomonas_sp._HS-2_species_2545454	1
Rhizosphaericola_mali_species_2545455	1
Escherichia_sp._KCJ4928_species_2545464	1
Streptococcus_sp._KCJ4932_species_2545465	1
Escherichia_sp._KCJ4943_species_2545466	1
Aeromicrobium_sp._IC_218_species_2545468	1
Halomonas_sp._GDM18_species_2545469	1
Flavobacterium_rhamnosiphilum_species_2541724	1
Flavobacterium_ranwuense_species_2541725	1
Christiangramia_bathymodioli_species_2541727	1
Carideicomes_alvinocaridis_species_2541728	1
Frankia_sp._B2_species_2541730	1
Flavobacterium_cellulosilyticum_species_2541731	1
Flavobacterium_caseinilyticum_species_2541732	1
Flavobacterium_sandaracinum_species_2541733	1
Flavobacterium_hiemivividum_species_2541734	1
Streptomyces_sp._CB02980_species_2542736	1
Flavobacterium_sp._MK4S-17_species_2543737	1
Saccharopolyspora_aridisoli_species_2530385	1
Saccharopolyspora_karakumensis_species_2530386	1
Saccharopolyspora_elongata_species_2530387	1
Puniceibacterium_sp._HSS470_species_2541729	1
Cedecea_sp._FDAARGOS_727_species_2545798	1
Capnocytophaga_sp._FDAARGOS_737_species_2545799	1
Pseudomonas_sp._FDAARGOS_761_species_2545800	1
Teichococcus_coralli_species_2545983	1
Marinilabiliaceae_bacterium_JC040_species_2545984	1
Halomonas_marinisediminis_species_2546095	1
Paenibacillus_sp._23TSA30-6_species_2546104	1
Alcanivorax_sp._24_species_2545266	1
Lentibacillus_panjinensis_species_2545621	1
Microbacterium_sp._PI-1_species_2545631	1
Rheinheimera_sp._D18_species_2545632	1
Lysobacter_sp._N42_species_2545719	1
Paenibacillus_luteus_species_2545753	1
Deinococcus_sp._S9_species_2545754	1
Aurantiacibacter_suaedae_species_2545755	1
Marimonas_lutisalis_species_2545756	1
Prescottella_subtropica_species_2545757	1
Streptomyces_sp._KM273126_species_2545247	1
Halomonas_sp._ATBC28_species_2545264	1
Streptomyces_sp._AJS327_species_2545265	1
Actinomadura_sp._KC216_species_2530370	1
Actinomadura_sp._KC345_species_2530371	1
Jiangella_asiatica_species_2530372	1
Jiangella_aurantiaca_species_2530373	1
Jiangella_ureilytica_species_2530374	1
Kribbella_turkmenica_species_2530375	1
Micromonospora_sp._15K316_species_2530376	1
Streptomyces_sp._8K308_species_2530388	1
Enterobacteria_phage_CHB7_species_2530182	1
Acidaminobacter_sp._JC074_species_2530199	1
Flagellimonas_alvinocaridis_species_2530200	1
Marinomonas_sp._KMM3893_species_2530201	1
Duncaniella_sp._C9_species_2530392	1
Ramlibacter_humi_species_2530451	1
Pedobacter_psychroterrae_species_2530453	1
Streptomyces_sp._16-176A_species_2530458	1
Candidatus_Ordinivivax_streblomastigis_species_2540710	1
Dyadobacter_psychrotolerans_species_2541721	1
Flavobacterium_sp._GT3P67_species_2541722	1
Streptomyces_sp._H23_species_2541723	1
Micromonospora_sp._KC207_species_2530377	1
Micromonospora_sp._KC213_species_2530378	1
Micromonospora_sp._KC606_species_2530379	1
Actinomadura_sp._KC06_species_2530369	1
Corynebacterium_auris_species_44750	1
Microcystis_elabens_species_44824	1
Micromonospora_sp._KC721_species_2530380	1
Micromonospora_sp._KC723_species_2530381	1
Nonomuraea_mesophila_species_2530382	1
Saccharopolyspora_terrae_species_2530384	1
Kordia_sp._TARA_039_SRF_species_2530203	1
Tenacibaculum_sp._M341_species_2530339	1
Actinomadura_sp._6K520_species_2530364	1
Actinomadura_sp._7K507_species_2530365	1
Actinomadura_sp._7K534_species_2530366	1
Actinomadura_sp._GC306_species_2530367	1
Actinomadura_rubrisoli_species_2530368	1
Palleronia_sediminis_species_2547833	1
Acinetobacter_sp._FDAARGOS_724_species_2545797	1
Arthrobacter_crusticola_species_2547960	1
Rhizobium_deserti_species_2547961	1
Erwinia_sp._QL-Z3_species_2547962	1
Parashewanella_sp._species_2547967	1
Parashewanella_tropica_species_2547970	1
Paenibacillus_piri_species_2547395	1
Enterobacter_sp._AD2-3_species_2547834	1
Glaciibacter_sp._species_2546456	1
Alteromonadaceae_bacterium_M269_species_2546219	1
Arenimonas_terrae_species_2546226	1
Arthrobacter_terricola_species_2547396	1
Nodosilinea_sp._P-1105_species_2546229	1
Geitlerinema_sp._P-1104_species_2546230	1
Rhodococcus_spelaei_species_2546320	1
Cumulibacter_soli_species_2546344	1
Thermaerobacter_sp._FW80_species_2546351	1
Gloeothece_citriformis_species_2546356	1
Gloeothece_verrucosa_species_2546359	1
Crocosphaera_subtropica_species_2546360	1
Crocosphaera_chwakensis_species_2546361	1
Rippkaea_orientalis_species_2546366	1
Paenibacillus_albiflavus_species_2545760	1
Flaviaesturariibacter_aridisoli_species_2545761	1
Caulobacter_sp._RHG1_species_2545762	1
Antarcticimicrobium_sediminis_species_2546227	1
Antarcticimicrobium_luteum_species_2547397	1
Algoriphagus_aquimaris_species_2547398	1
Paraburkholderia_pallida_species_2547399	1
Pseudomonas_sp._IC_126_species_2547400	1
Roseovarius_arcticus_species_2547404	1
Segetibacter_sp._3557_3_species_2547429	1
Leptolyngbya_sp._NK1-12_species_2547451	1
Marinobacter_sp._JH2_species_2547598	1
Chryseobacterium_salivictor_species_2547600	1
Porphyrobacter_sp._YT40_species_2547601	1
Pseudomonas_sp._B2021_species_2546445	1
Seongchinamella_unica_species_2547392	1
Paraburkholderia_flava_species_2547393	1
Flavobacterium_nackdongense_species_2547394	1
Cupriavidus_sp._L7L_species_2546443	1
Amycolatopsis_alkalitolerans_species_2547244	1
Streptococcus_satellite_phage_Javan413_species_2558689	1
Streptococcus_satellite_phage_Javan415_species_2558690	1
Streptococcus_satellite_phage_Javan416_species_2558691	1
Streptococcus_satellite_phage_Javan417_species_2558692	1
Streptococcus_satellite_phage_Javan418_species_2558693	1
Streptococcus_satellite_phage_Javan419_species_2558694	1
Streptococcus_satellite_phage_Javan421_species_2558695	1
Streptococcus_satellite_phage_Javan428_species_2558696	1
Streptococcus_satellite_phage_Javan429_species_2558697	1
Streptococcus_satellite_phage_Javan43_species_2558698	1
Streptococcus_satellite_phage_Javan430_species_2558699	1
Streptococcus_satellite_phage_Javan431_species_2558700	1
Streptococcus_satellite_phage_Javan432_species_2558701	1
Streptococcus_satellite_phage_Javan434_species_2558702	1
Streptococcus_satellite_phage_Javan437_species_2558704	1
Streptococcus_satellite_phage_Javan390_species_2558673	1
Streptococcus_satellite_phage_Javan391_species_2558674	1
Streptococcus_satellite_phage_Javan395_species_2558675	1
Streptococcus_satellite_phage_Javan396_species_2558676	1
Streptococcus_satellite_phage_Javan397_species_2558677	1
Streptococcus_satellite_phage_Javan398_species_2558678	1
Streptococcus_satellite_phage_Javan4_species_2558679	1
Streptococcus_satellite_phage_Javan401_species_2558680	1
Streptococcus_satellite_phage_Javan402_species_2558681	1
Streptococcus_satellite_phage_Javan403_species_2558682	1
Streptococcus_satellite_phage_Javan404_species_2558683	1
Streptococcus_satellite_phage_Javan408_species_2558684	1
Streptococcus_satellite_phage_Javan409_species_2558685	1
Streptococcus_satellite_phage_Javan435_species_2558703	1
Streptococcus_satellite_phage_Javan490_species_2558723	1
Streptococcus_satellite_phage_Javan495_species_2558724	1
Streptococcus_satellite_phage_Javan50_species_2558725	1
Streptococcus_satellite_phage_Javan500_species_2558726	1
Streptococcus_satellite_phage_Javan504_species_2558727	1
Streptococcus_satellite_phage_Javan518_species_2558728	1
Streptococcus_satellite_phage_Javan519_species_2558729	1
Streptococcus_satellite_phage_Javan529_species_2558730	1
Streptococcus_satellite_phage_Javan537_species_2558731	1
Streptococcus_satellite_phage_Javan538_species_2558732	1
Streptococcus_satellite_phage_Javan54_species_2558733	1
Streptococcus_satellite_phage_Javan540_species_2558734	1
Streptococcus_satellite_phage_Javan541_species_2558735	1
Streptococcus_satellite_phage_Javan542_species_2558736	1
Streptococcus_satellite_phage_Javan479_species_2558720	1
Streptococcus_satellite_phage_Javan441_species_2558706	1
Streptococcus_satellite_phage_Javan442_species_2558707	1
Streptococcus_satellite_phage_Javan449_species_2558708	1
Streptococcus_satellite_phage_Javan45_species_2558709	1
Streptococcus_satellite_phage_Javan453_species_2558710	1
Streptococcus_satellite_phage_Javan455_species_2558711	1
Streptococcus_satellite_phage_Javan461_species_2558712	1
Streptococcus_satellite_phage_Javan462_species_2558713	1
Streptococcus_satellite_phage_Javan463_species_2558714	1
Streptococcus_satellite_phage_Javan466_species_2558715	1
Streptococcus_satellite_phage_Javan468_species_2558716	1
Streptococcus_satellite_phage_Javan469_species_2558717	1
Streptococcus_satellite_phage_Javan473_species_2558718	1
Streptococcus_satellite_phage_Javan475_species_2558719	1
Streptococcus_satellite_phage_Javan438_species_2558705	1
Streptococcus_satellite_phage_Javan353_species_2558654	1
Streptococcus_satellite_phage_Javan354_species_2558655	1
Streptococcus_satellite_phage_Javan356_species_2558656	1
Streptococcus_satellite_phage_Javan305_species_2558625	1
Streptococcus_satellite_phage_Javan307_species_2558626	1
Streptococcus_satellite_phage_Javan309_species_2558627	1
Streptococcus_satellite_phage_Javan312_species_2558628	1
Streptococcus_satellite_phage_Javan313_species_2558629	1
Streptococcus_satellite_phage_Javan314_species_2558630	1
Streptococcus_satellite_phage_Javan315_species_2558631	1
Streptococcus_satellite_phage_Javan317_species_2558632	1
Streptococcus_satellite_phage_Javan319_species_2558633	1
Streptococcus_satellite_phage_Javan321_species_2558634	1
Streptococcus_satellite_phage_Javan322_species_2558635	1
Streptococcus_satellite_phage_Javan41_species_2558686	1
Streptococcus_satellite_phage_Javan324_species_2558637	1
Streptococcus_satellite_phage_Javan325_species_2558638	1
Streptococcus_satellite_phage_Javan327_species_2558639	1
Streptococcus_satellite_phage_Javan328_species_2558640	1
Streptococcus_satellite_phage_Javan287_species_2558609	1
Streptococcus_satellite_phage_Javan289_species_2558610	1
Streptococcus_satellite_phage_Javan292_species_2558611	1
Streptococcus_satellite_phage_Javan293_species_2558612	1
Streptococcus_satellite_phage_Javan294_species_2558613	1
Streptococcus_satellite_phage_Javan295_species_2558614	1
Streptococcus_satellite_phage_Javan296_species_2558615	1
Streptococcus_satellite_phage_Javan297_species_2558616	1
Streptococcus_satellite_phage_Javan298_species_2558617	1
Streptococcus_satellite_phage_Javan299_species_2558618	1
Streptococcus_satellite_phage_Javan323_species_2558636	1
Streptococcus_satellite_phage_Javan410_species_2558687	1
Streptococcus_satellite_phage_Javan412_species_2558688	1
Streptococcus_satellite_phage_Javan357_species_2558657	1
Streptococcus_satellite_phage_Javan358_species_2558658	1
Streptococcus_satellite_phage_Javan359_species_2558659	1
Streptococcus_satellite_phage_Javan360_species_2558660	1
Streptococcus_satellite_phage_Javan361_species_2558661	1
Streptococcus_satellite_phage_Javan364_species_2558662	1
Streptococcus_satellite_phage_Javan365_species_2558663	1
Streptococcus_satellite_phage_Javan368_species_2558664	1
Streptococcus_satellite_phage_Javan373_species_2558665	1
Streptococcus_satellite_phage_Javan375_species_2558666	1
Streptococcus_satellite_phage_Javan376_species_2558667	1
Streptococcus_satellite_phage_Javan378_species_2558668	1
Streptococcus_satellite_phage_Javan352_species_2558653	1
Streptococcus_satellite_phage_Javan382_species_2558670	1
Streptococcus_satellite_phage_Javan387_species_2558671	1
Streptococcus_satellite_phage_Javan388_species_2558672	1
Streptococcus_satellite_phage_Javan329_species_2558641	1
Streptococcus_satellite_phage_Javan332_species_2558642	1
Streptococcus_satellite_phage_Javan333_species_2558643	1
Streptococcus_satellite_phage_Javan334_species_2558644	1
Streptococcus_satellite_phage_Javan335_species_2558645	1
Streptococcus_satellite_phage_Javan337_species_2558646	1
Streptococcus_satellite_phage_Javan338_species_2558647	1
Streptococcus_satellite_phage_Javan339_species_2558648	1
Streptococcus_satellite_phage_Javan341_species_2558649	1
Streptococcus_satellite_phage_Javan342_species_2558650	1
Streptococcus_satellite_phage_Javan343_species_2558651	1
Streptococcus_satellite_phage_Javan344_species_2558652	1
Streptococcus_satellite_phage_Javan379_species_2558669	1
Streptococcus_satellite_phage_Javan730_species_2558824	1
Streptococcus_satellite_phage_Javan731_species_2558825	1
Streptococcus_satellite_phage_Javan732_species_2558826	1
Streptococcus_satellite_phage_Javan733_species_2558827	1
Streptococcus_satellite_phage_Javan734_species_2558828	1
Streptococcus_satellite_phage_Javan735_species_2558829	1
Streptococcus_satellite_phage_Javan736_species_2558830	1
Streptococcus_satellite_phage_Javan737_species_2558831	1
Streptococcus_satellite_phage_Javan738_species_2558832	1
Streptococcus_satellite_phage_Javan644_species_2558801	1
Streptococcus_satellite_phage_Javan646_species_2558802	1
Streptococcus_satellite_phage_Javan647_species_2558803	1
Streptococcus_satellite_phage_Javan649_species_2558804	1
Streptococcus_satellite_phage_Javan650_species_2558805	1
Streptococcus_satellite_phage_Javan482_species_2558722	1
Streptococcus_satellite_phage_Javan652_species_2558807	1
Streptococcus_satellite_phage_Javan653_species_2558808	1
Streptococcus_satellite_phage_Javan66_species_2558809	1
Streptococcus_satellite_phage_Javan67_species_2558810	1
Streptococcus_satellite_phage_Javan70_species_2558811	1
Streptococcus_satellite_phage_Javan71_species_2558812	1
Streptococcus_satellite_phage_Javan72_species_2558813	1
Streptococcus_satellite_phage_Javan720_species_2558814	1
Streptococcus_satellite_phage_Javan721_species_2558815	1
Streptococcus_satellite_phage_Javan722_species_2558816	1
Streptococcus_satellite_phage_Javan615_species_2558785	1
Streptococcus_satellite_phage_Javan619_species_2558786	1
Streptococcus_satellite_phage_Javan62_species_2558787	1
Streptococcus_satellite_phage_Javan620_species_2558788	1
Streptococcus_satellite_phage_Javan651_species_2558806	1
Streptococcus_satellite_phage_Javan762_species_2558858	1
Streptococcus_satellite_phage_Javan763_species_2558859	1
Streptococcus_satellite_phage_Javan77_species_2558860	1
Streptococcus_satellite_phage_Javan79_species_2558861	1
Streptococcus_satellite_phage_Javan80_species_2558862	1
Streptococcus_satellite_phage_Javan81_species_2558863	1
Streptococcus_satellite_phage_Javan82_species_2558864	1
