DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Bacteria_genome_counts
COLOR	#ff0000
Spiroplasma_endosymbiont_of_Agriotes_lineatus_species_3077930	1
Spiroplasma_endosymbiont_of_Harpalus_anxius_species_3077931	1
Spiroplasma_endosymbiont_of_Nomada_rufipes_species_3077933	1
Rickettsiella_endosymbiont_of_Aleochara_curtula_species_3077936	1
Rickettsiella_endosymbiont_of_Rhagonycha_lignosa_species_3077937	1
Enterobacter_sp._DTU_2021_1002640_1_SI_PRY_ASU_LCPMC_013_species_3077940	1
Cardinium_endosymbiont_of_Philonthus_spinipes_species_3077941	1
Alphaproteobacteria_bacterium_endosymbiont_of_Pipizella_viduata_species_3077943	1
Alphaproteobacteria_bacterium_endosymbiont_of_Tiliacea_citrago_species_3077944	1
Candidatus_Endowatersipora_endosymbiont_of_Watersipora_subatra_species_3077946	1
Mesorhizobium_sp._SP-1A_species_3077840	1
Rossellomorea_sp._YC4-1_species_3077331	1
Stenotrophomonas_sp._C1657_species_3077844	1
Stenotrophomonas_sp._C2852_species_3077845	1
Stenotrophomonas_sp._C2866_species_3077846	1
Stenotrophomonas_sp._C4297_species_3077847	1
Wolbachia_endosymbiont_group_B_of_Ablattaria_laevigata_species_3077915	1
Wolbachia_endosymbiont_group_B_of_Germaria_angustata_species_3077916	1
Wolbachia_endosymbiont_group_A_of_Opomyza_germinationis_species_3077917	1
Wolbachia_endosymbiont_group_B_of_Agriphila_inquinatella_species_3077918	1
Wolbachia_endosymbiont_group_A_of_Aleiodes_leptofemur_species_3077919	1
Wolbachia_endosymbiont_group_A_of_Cephus_spinipes_species_3077920	1
Wolbachia_endosymbiont_group_A_of_Hedychridium_roseum_species_3077921	1
Wolbachia_endosymbiont_group_A_of_Ischnus_inquisitorius_species_3077922	1
Stenotrophomonas_sp._C960_species_3077843	1
Streptomyces_sp._JL1001_species_3078227	1
Paenibacillus_sp._BIC5C1_species_3078263	1
Pseudomonas_sp._C9-3_species_3078264	1
Sphingomonas_sp._Y38-1Y_species_3078265	1
Paracoccus_sp._SJTW-4_species_3078428	1
Alcaligenes_sp._SJTW-7_species_3078429	1
Pseudomonas_sp._BIC9C_species_3078458	1
Candidatus_Mesenet_endosymbiont_of_Agriotes_lineatus_species_3077948	1
Candidatus_Lariskella_endosymbiont_of_Hedychridium_roseum_species_3077949	1
Rickettsia_endosymbiont_of_Hedychridium_roseum_species_3077927	1
Candidatus_Fukatsuia_endosymbiont_of_Drepanosiphum_platanoidis_species_3077953	1
Candidatus_Williamhamiltonella_endosymbiont_of_Tuberolachnus_salignus_species_3077954	1
Candidatus_Regiella_endosymbiont_of_Tuberolachnus_salignus_species_3077956	1
Candidatus_Fukatsuia_endosymbiont_of_Tuberolachnus_salignus_species_3077957	1
Pilosibacter_fragilis_species_3078042	1
Neglectibacter_sp._CSJ-5_species_3078043	1
Cellulosimicrobium_sp._SJTW-1_species_3078082	1
Brevundimonas_sp._S1H14_species_3078084	1
Pseudomonas_sp._zfem001_species_3078196	1
Pseudomonas_sp._zfem002_species_3078197	1
Pseudomonas_sp._zfem003_species_3078198	1
Pseudomonas_sp._zfem004_species_3078199	1
Wolbachia_endosymbiont_group_A_of_Nomada_rufipes_species_3077923	1
Wolbachia_endosymbiont_group_A_of_Philanthus_triangulum_species_3077924	1
Candidatus_Zinderia_endosymbiont_of_Aphrophora_alni_species_3077951	1
Enterobacter_sp._296B2_species_3077765	1
Enterobacter_sp._302C9_species_3077766	1
Enterobacter_sp._61D5_species_3077779	1
Enterobacter_sp._118C5_species_3077780	1
Salinimicrobium_sp._HB62_species_3077781	1
Qipengyuania_zhejiangensis_species_3077782	1
Domibacillus_sp._DTU_2020_1001157_1_SI_ALB_TIR_016_species_3077789	1
Streptococcus_sp._DTU_2020_1000888_1_SI_GRL_NUU_041A_species_3077723	1
Neisseria_sp._DTU_2020_1000833_1_SI_GRL_NUU_006_species_3077724	1
Tenacibaculum_sp._HL-MS23_species_3077734	1
Polaribacter_sp._HL-MS24_species_3077735	1
Enterobacter_sp._146F3_species_3077755	1
Enterobacter_sp._148H3_species_3077756	1
Enterobacter_sp._166D1_species_3077757	1
Enterobacter_sp._168J2_species_3077758	1
Enterobacter_sp._214E4_species_3077759	1
Enterobacter_sp._229I2_species_3077760	1
Enterobacter_sp._237C8_species_3077761	1
Paenibacillus_sp._ES5-4_species_3077330	1
Enterobacter_sp._276E10_species_3077764	1
Enterobacter_sp._241F3_species_3077762	1
Enterobacter_sp._262D3_species_3077763	1
Prochlorococcus_sp._MIT_1313_species_3082538	1
Prochlorococcus_sp._MIT_0718_species_3082539	1
Prochlorococcus_sp._MIT_0714_species_3082540	1
Synechococcus_sp._MIT_S9451_species_3082543	1
Synechococcus_sp._MIT_S9507_species_3082544	1
Synechococcus_sp._MIT_S9501_species_3082545	1
Synechococcus_sp._MIT_S9452_species_3082546	1
Saccharopolyspora_mangrovi_species_3082379	1
Agarivorans_sp._OAG1_species_3082387	1
Candidatus_Electrothrix_scaldis_species_3082418	1
Niallia_sp._XMNu-256_species_3082444	1
Prochlorococcus_sp._MED1_species_3082519	1
Prochlorococcus_sp._MIT_1011_species_3082520	1
Prochlorococcus_sp._MIT_9321_species_3082522	1
Prochlorococcus_sp._MIT_9123_species_3082523	1
Prochlorococcus_sp._MIT_1205_species_3082524	1
Prochlorococcus_sp._MIT_1304_species_3082525	1
Prochlorococcus_sp._MIT_1323_species_3082526	1
Prochlorococcus_sp._MIT_1327_species_3082527	1
Prochlorococcus_sp._MIT_9311_species_3082528	1
Halomonas_sp._5021_species_3082156	1
Salinicola_sp._4072_species_3082157	1
Chitinophaga_sp._YIM_B06452_species_3082158	1
Rhodococcus_sp._IEGM_1414_species_3082219	1
Rhodococcus_sp._IEGM_1408_species_3082220	1
Rhodococcus_sp._IEGM_1374_species_3082221	1
Rhodococcus_sp._IEGM_1370_species_3082222	1
Prochlorococcus_sp._MIT_0916_species_3082521	1
Candidatus_Limimorpha_avicola_species_3083040	1
Candidatus_Alistipes_equi_species_3083044	1
Candidatus_Blautia_equi_species_3083045	1
Candidatus_Apopatocola_equi_species_3083046	1
Synechococcus_sp._MIT_S9503_species_3082547	1
Synechococcus_sp._MIT_S9510_species_3082548	1
Synechococcus_sp._MIT_S1220_species_3082549	1
Synechococcus_sp._MIT_S9506_species_3082550	1
Halieaceae_bacterium_GM1-29_species_3082582	1
Halieaceae_bacterium_WMMBA4_species_3082583	1
Prochlorococcus_sp._MIT_1312_species_3082537	1
Halieaceae_bacterium_WSDMB12_species_3082585	1
Cellvibrionaceae_bacterium_SEMH9_species_3082586	1
Cellvibrionaceae_bacterium_WSDTSA12_species_3082587	1
Prochlorococcus_sp._MIT_0707_species_3082860	1
Roseofilum_halophilum_species_3082942	1
Prochlorococcus_sp._MIT_9322_species_3082529	1
Prochlorococcus_sp._MIT_9401_species_3082530	1
Prochlorococcus_sp._MIT_1318_species_3082531	1
Prochlorococcus_sp._MIT_1342_species_3082532	1
Prochlorococcus_sp._MIT_9116_species_3082533	1
Prochlorococcus_sp._MIT_9314_species_3082534	1
Prochlorococcus_sp._MIT_1201_species_3082535	1
Prochlorococcus_sp._MIT_1227_species_3082536	1
Halieaceae_bacterium_WMMBA7_species_3082584	1
Anaerocolumna_sp._AGMB13020_species_3081750	1
Massilia_luteola_species_3081751	1
Formosa_sp._PL04_species_3081755	1
Streptomyces_sp._N50_species_3081765	1
Streptomyces_sp._UP1A-1_species_3081767	1
Streptomyces_solicathayae_species_3081768	1
Sporosarcina_sp._YIM_B06819_species_3081769	1
Aeromonas_sp._XH_species_3081770	1
Acinetobacter_sp._16_species_3081771	1
Sporosarcina_sp._USHLN248_species_3081300	1
Tsukamurella_sp._USMM236_species_3081301	1
Lysobacteraceae_bacterium_USHLN149_species_3081302	1
Rhodococcus_sp._IEGM_1366_species_3082223	1
Lacticaseibacillus_salsurivasis_species_3081441	1
Yoonia_sp._67-2_species_3081448	1
Yoonia_sp._67_species_3081449	1
Yoonia_sp._72_species_3081450	1
Yoonia_sp._76_species_3081451	1
Cobetia_sp._SIMBA_158_species_3081617	1
Raineyella_sp._W15-4_species_3081651	1
Flavobacterium_sp._DG1-102-2_species_3081663	1
Pseudomonas_sp._NY8938_species_3081664	1
Microbacterium_sp._MMO-78_species_3081284	1
Microbacterium_sp._MMO-79_species_3081285	1
Microbacterium_sp._USHLN186_species_3081286	1
Microbacterium_sp._USHLN272_species_3081287	1
Oerskovia_sp._USHLN155_species_3081288	1
Paenibacillus_sp._MMO-177_species_3081289	1
Bifidobacterium_apis_species_3081440	1
Rhodococcus_sp._IEGM_1343_species_3082224	1
Rhodococcus_sp._IEGM_1330_species_3082225	1
Rhodococcus_sp._IEGM_1318_species_3082226	1
Rhodococcus_sp._IEGM_1304_species_3082227	1
Rhodococcus_sp._IEGM_1241_species_3082228	1
Rhodococcus_sp._IEGM_69_species_3082229	1
Rhodococcus_sp._IEGM_27_species_3082230	1
Actinomycetes_bacterium_ARC8_species_3081831	1
Methylobacteriaceae_bacterium_AG10_species_3081832	1
Pigmentiphaga_sp._CHJ604_species_3081984	1
Paenibacillus_sp._RC80_species_3082026	1
Psittacicella_sp._species_3082080	1
Lutibacter_sp._TH_r2_species_3082083	1
Opitutales_bacterium_ASA1_species_3081749	1
Tropicimonas_sp._TH_r6_species_3082085	1
Maribacter_sp._TH_r10_species_3082086	1
Pantoea_sp._USMM078_species_3081674	1
Pantoea_sp._USMM079_species_3081675	1
Serratia_sp._MMO-151_species_3081676	1
Serratia_sp._MMO-24_species_3081677	1
Serratia_sp._MMO-28_species_3081678	1
Acinetobacter_sp._USHLN143_species_3081679	1
Vibrio_sp._TH_r3_species_3082084	1
Candidatus_Treponema_merdequi_species_3083140	1
Candidatus_Treponema_scatequi_species_3083141	1
Bacillus_sp._BAU-SS-2023_species_3083215	1
Pseudomonas_sp._BEA3.1_species_3083251	1
Sulfitobacter_sp._D35_species_3083252	1
Candidatus_Liminaster_caballi_species_3083113	1
Candidatus_Merdinaster_equi_species_3083114	1
Candidatus_Minthenecus_merdequi_species_3083116	1
Candidatus_Minthocola_equi_species_3083117	1
Candidatus_Minthomonas_equi_species_3083118	1
Candidatus_Minthosoma_caballi_species_3083119	1
Candidatus_Minthosoma_equi_species_3083120	1
Candidatus_Minthousia_equi_species_3083121	1
Nicoliella_lavandulae_species_3082954	1
Candidatus_Onthonaster_equi_species_3083123	1
Candidatus_Phascolarctobacterium_caballi_species_3083124	1
Candidatus_Phascolarctobacterium_equi_species_3083125	1
Candidatus_Physcocola_equi_species_3083126	1
Candidatus_Physcosoma_equi_species_3083127	1
Candidatus_Physcousia_equi_species_3083128	1
Candidatus_Equicola_stercoris_species_3083097	1
Candidatus_Equihabitans_merdae_species_3083098	1
Candidatus_Equimonas_enterica_species_3083099	1
Candidatus_Equimonas_faecalis_species_3083100	1
Candidatus_Equinaster_intestinalis_species_3083101	1
Candidatus_Faecinaster_equi_species_3083102	1
Candidatus_Fiminaster_equi_species_3083103	1
Candidatus_Hennigella_equi_species_3083104	1
Candidatus_Hennigimonas_equi_species_3083105	1
Candidatus_Neoflavobacterium_equi_species_3083122	1
Halomonas_kashgarensis_species_3084920	1
Acinetobacter_sp._OYA_S30_species_3084921	1
Defluviimonas_sp._D31_species_3083253	1
Cognatishimia_coralii_species_3083254	1
Rhodanobacter_sp._KK11_species_3083255	1
Bacillus_sp._KICET-3_species_3083256	1
Azotobacter_sp._NL3_species_3083257	1
Pseudomonas_sp._On1_species_3083258	1
Actinotignum_sp._SLA_B059_species_3083287	1
Candidatus_Treponema_equifaecale_species_3083139	1
Desulfovibrio_sp._1188_IL3213_species_3084052	1
Nitratidesulfovibrio_sp._1201_IL3209_species_3084053	1
Dendrosporobacter_sp._1207_IL3150_species_3084054	1
Desulfotomaculum_sp._1211_IL3151_species_3084055	1
Desulfovibrio_sp._1214_IL3152_species_3084056	1
Peptococcaceae_bacterium_1198_IL3148_species_3084057	1
Candidatus_Prevotella_equi_species_3083129	1
Candidatus_Ruminococcus_equi_species_3083130	1
Candidatus_Scatonaster_coprocaballi_species_3083131	1
Candidatus_Scybalousia_scybalohippi_species_3083133	1
Candidatus_Sodaliphilus_aphodohippi_species_3083134	1
Candidatus_Sodaliphilus_fimicaballi_species_3083135	1
Candidatus_Sodaliphilus_limicaballi_species_3083136	1
Candidatus_Treponema_caballi_species_3083137	1
Candidatus_Treponema_equi_species_3083138	1
Catillopecten_margaritatus_gill_symbiont_species_3083288	1
Candidatus_Colivivens_equi_species_3083074	1
Candidatus_Colousia_faecequi_species_3083075	1
Candidatus_Comamonas_equi_species_3083076	1
Candidatus_Copronaster_equi_species_3083077	1
Candidatus_Crickella_caballi_species_3083078	1
Candidatus_Crickella_equi_species_3083079	1
Candidatus_Crickella_merdequi_species_3083080	1
Candidatus_Apopatousia_equi_species_3083048	1
Candidatus_Caballimonas_caccae_species_3083049	1
Candidatus_Cacconaster_caballi_species_3083050	1
Candidatus_Cacconaster_equi_species_3083051	1
Candidatus_Cacconaster_equifaecalis_species_3083052	1
Candidatus_Cacconaster_merdequi_species_3083053	1
Candidatus_Cacconaster_scatequi_species_3083054	1
Candidatus_Hippenecus_merdae_species_3083106	1
Candidatus_Chryseobacterium_enterohippi_species_3083056	1
Candidatus_Colenecus_caballi_species_3083057	1
Candidatus_Colicola_caccequi_species_3083058	1
Candidatus_Colicola_coprequi_species_3083059	1
Candidatus_Colicola_equi_species_3083060	1
Candidatus_Colicola_faecequi_species_3083061	1
Candidatus_Colimonas_fimequi_species_3083062	1
Candidatus_Colimorpha_merdihippi_species_3083064	1
Roseofilum_capinflatum_species_3082943	1
Roseofilum_casamattae_species_3082944	1
Roseofilum_acuticapitatum_species_3082945	1
Altericista_sp._CCNU0014_species_3082949	1
Bradyrhizobium_sp._NL2_species_3082951	1
Azospirillum_sp._NL1_species_3082952	1
Holzapfeliella_saturejae_species_3082953	1
Candidatus_Cacconaster_stercorequi_species_3083055	1
Candidatus_Hippobium_faecium_species_3083107	1
Candidatus_Kurthia_equi_species_3083108	1
Candidatus_Limimonas_coprohippi_species_3083109	1
Candidatus_Limimonas_egerieequi_species_3083110	1
Candidatus_Limimorpha_caballi_species_3083111	1
Candidatus_Limimorpha_equi_species_3083112	1
Candidatus_Cryptobacteroides_aphodequi_species_3083081	1
Candidatus_Cryptobacteroides_caccocaballi_species_3083082	1
Candidatus_Cryptobacteroides_choladohippi_species_3083083	1
Candidatus_Cryptobacteroides_equifaecalis_species_3083084	1
Candidatus_Cryptobacteroides_faecihippi_species_3083085	1
Candidatus_Cryptobacteroides_fimicaballi_species_3083086	1
Candidatus_Cryptobacteroides_onthequi_species_3083087	1
Candidatus_Darwinimomas_equi_species_3083088	1
Candidatus_Colivivens_caballi_species_3083073	1
Candidatus_Enterousia_merdequi_species_3083090	1
Candidatus_Enterousia_onthequi_species_3083091	1
Candidatus_Enterousia_scatequi_species_3083092	1
Candidatus_Equadaptatus_faecalis_species_3083093	1
Candidatus_Equibacterium_intestinale_species_3083094	1
Candidatus_Equicaccousia_limihippi_species_3083095	1
Candidatus_Equicola_faecalis_species_3083096	1
Candidatus_Colimorpha_onthohippi_species_3083065	1
Candidatus_Colimorpha_pelethequi_species_3083066	1
Candidatus_Colinaster_equi_species_3083067	1
Candidatus_Colinaster_scatohippi_species_3083068	1
Candidatus_Coliplasma_caballi_species_3083069	1
Candidatus_Coliplasma_equi_species_3083070	1
Candidatus_Colisoma_equi_species_3083071	1
Candidatus_Colivicinus_equi_species_3083072	1
Candidatus_Egerieousia_equi_species_3083089	1
Microbacterium_limosum_species_3079935	1
Thermosynechococcaceae_cyanobacterium_Okahandja_species_3079936	1
Vibrio_sp._T13N_species_3080011	1
Bradyrhizobium_sp._BWC-3-1_species_3080012	1
Bradyrhizobium_sp._BWA-3-5_species_3080013	1
Bradyrhizobium_sp._NDS-1_species_3080014	1
Bradyrhizobium_sp._BEA-2-5_species_3080015	1
Methylobacter_svalbardensis_species_3080016	1
Intrasporangium_zincisolvens_species_3080018	1
Oscillospiraceae_bacterium_NTUH-002-81_species_3079882	1
Pseudoalteromonas_sp._UG3-2_species_3079885	1
Paenibacillus_sp._MMO-58_species_3081290	1
Wolbachia_endosymbiont_of_Drosophila_bocqueti_species_3079769	1
Wolbachia_endosymbiont_of_Drosophila_malagassya_species_3079770	1
Microbacterium_sp._KSW-48_species_3079793	1
Nitrosomonas_sp._Is24_species_3080533	1
Nitrosomonas_sp._Is35_species_3080534	1
Nitrosomonas_sp._Is37_species_3080535	1
Rubellicoccus_peritrichatus_species_3080537	1
Bacillaceae_bacterium_S4-13-56_species_3080538	1
Bacillaceae_bacterium_S4-13-58_species_3080539	1
Sphingomonas_agrestis_species_3080540	1
Sodalinema_sp._species_3080550	1
Halanaerobacter_sp._species_3080552	1
Hyphomonas_sp._FCG-A18_species_3080019	1
Enterobacter_sp._JJBC_species_3080020	1
Pseudoalteromonas_sp._UG3-1_species_3080053	1
Halovibrio_sp._HP20-59_species_3080275	1
Noviherbaspirillum_album_species_3080276	1
Stenotrophomonas_sp._C32023_species_3080277	1
uncultured_Kiritimatiellia_bacterium_species_3080290	1
Wolbachia_endosymbiont_of_Drosophila_aff._chauvacae_BK-2020_species_3080329	1
Erwinia_sp._Eh17-17_species_3080330	1
Chryseobacterium_sp._C39-AII1_species_3080332	1
Pseudomonas_sp._P39-UII1_species_3080333	1
Psychrobacter_sp._CAM01_species_3080335	1
Oceanimonas_sp._CAM02_species_3080336	1
Scrofimicrobium_appendicitidis_species_3079930	1
Olivibacter_sp._CPCC_100613_species_3079931	1
Pseudomonas_sp._LSJ-87_species_3079932	1
Bosea_sp._685_species_3080057	1
Pseudomonas_syringae_group_sp._J309-1_species_3079588	1
Pseudomonas_syringae_group_sp._J254-4_species_3079589	1
Pseudomonas_syringae_group_sp._J248-6_species_3079590	1
Pseudomonas_syringae_group_sp._26L6_species_3079591	1
Pseudomonas_syringae_group_sp._247E2_species_3079592	1
Pseudomonas_syringae_group_sp._243L2_species_3079593	1
Microbacterium_sp._SSW1-59_species_3079794	1
Enterobacter_sp._23-M-SZ-13_species_3079795	1
Aestuariicoccus_sp._MJ-SS9_species_3079855	1
Rhodophyticola_sp._MJ-SS7_species_3079856	1
Lactiplantibacillus_sp._DA1_species_3079857	1
Vibrio_sp._EA2_species_3079860	1
Novosphingobium_sp._ZN18A2_species_3079861	1
Pelagibacterales_bacterium_CODY6_species_3079881	1
Clostridium_phage_phiCs5676-1_species_3079663	1
Leclercia_sp._M50_species_3081258	1
Leucobacter_sp._MMO-125_species_3081259	1
Leucobacter_sp._MMO-161_species_3081260	1
Leucobacter_sp._MMO-39_species_3081261	1
Leucobacter_sp._MMO-4_species_3081262	1
Leucobacter_sp._MMO-40_species_3081263	1
Leucobacter_sp._MMO-57_species_3081264	1
Leucobacter_sp._MMO-66_species_3081265	1
Leucobacter_sp._MMO-71_species_3081266	1
Leucobacter_sp._MMO-75_species_3081267	1
Cedecea_sp._AS113_species_3081236	1
Cedecea_sp._HN178_species_3081237	1
Cedecea_sp._MMO-103_species_3081238	1
Cedecea_sp._USHLN005_species_3081239	1
Nitrosospira_sp._Is2_species_3080532	1
Cedecea_sp._VD20_species_3081241	1
Cedecea_sp._VD21_species_3081242	1
Cedecea_sp._VD22_species_3081243	1
Cedecea_sp._VD23_species_3081244	1
Cedecea_sp._VD25_species_3081245	1
Cedecea_sp._VD26_species_3081246	1
Cedecea_sp._VD27_species_3081247	1
Cedecea_sp._VD28_species_3081248	1
Cedecea_sp._VD31_species_3081249	1
Cedecea_sp._VD32_species_3081250	1
Chryseobacterium_sp._MMO-127_species_3081251	1
Mollicutes_bacterium_LVI_A0039_species_3081163	1
Mollicutes_bacterium_LVI_A0075_species_3081164	1
Mollicutes_bacterium_LVI_A0078_species_3081165	1
Cedecea_sp._VD19_species_3081240	1
Paenibacillus_sp._USHLN196_species_3081291	1
Pantoea_sp._AS142_species_3081292	1
Pantoea_sp._USHLN256_species_3081293	1
Pantoea_sp._USHLN298_species_3081294	1
Pseudescherichia_sp._AS216_species_3081295	1
Pseudomonas_sp._USHLN015_species_3081296	1
Pseudoxanthomonas_sp._USHLN014_species_3081297	1
Roseomonas_sp._USHLN139_species_3081298	1
Sphingomonas_sp._MMO-176_species_3081299	1
Leucobacter_sp._USHLN153_species_3081268	1
Leucobacter_sp._USHLN154_species_3081269	1
Microbacterium_sp._LB12_species_3081270	1
Microbacterium_sp._LB16_species_3081271	1
Microbacterium_sp._MMO-10_species_3081272	1
Leclercia_sp._AS011_species_3081257	1
Microbacterium_sp._MMO-138_species_3081274	1
Microbacterium_sp._MMO-153_species_3081275	1
Microbacterium_sp._MMO-159_species_3081276	1
Microbacterium_sp._MMO-20_species_3081277	1
Microbacterium_sp._MMO-23_species_3081278	1
Microbacterium_sp._MMO-32_species_3081279	1
Microbacterium_sp._MMO-35_species_3081280	1
Microbacterium_sp._MMO-56_species_3081281	1
Microbacterium_sp._MMO-64_species_3081282	1
Microbacterium_sp._MMO-70_species_3081283	1
Chryseobacterium_sp._MMO-55_species_3081252	1
Chryseobacterium_sp._MMO-72_species_3081253	1
Chryseobacterium_sp._VD8_species_3081254	1
Curtobacterium_sp._USHLN213_species_3081255	1
Kaistia_sp._MMO-174_species_3081256	1
Microbacterium_sp._MMO-113_species_3081273	1
Candidatus_Thiothrix_putei_species_3080811	1
Candidatus_Thiocaldithrix_dubininis_species_3080823	1
Roseovarius_rhodophyticola_species_3080827	1
Methylocapsa_polymorpha_species_3080828	1
Aeromonas_sp._CD_species_3080830	1
Staphylococcus_sp._SIMBA_130_species_3080837	1
Micrococcus_sp._SIMBA_131_species_3080838	1
Pantoea_sp._SIMBA_133_species_3080840	1
Planococcus_sp._SIMBA_143_species_3080848	1
Oceanisphaera_sp._IT1-181_species_3081199	1
Desulfohalobium_sp._species_3080554	1
Candidatus_Krumholzibacteriales_bacterium_species_3080556	1
Candidatus_Desulfacyla_sp._species_3080560	1
Terasakiella_sp._A23_species_3080561	1
Thioclava_sp._A2_species_3080562	1
Citrobacter_sp._HN-141_species_3080337	1
Citrobacter_sp._HN-144_species_3080338	1
Leucobacter_sp._VD1_species_3080381	1
Paraburkholderia_sp._22B1P_species_3080498	1
Congregibacter_variabilis_species_3081200	1
Congregibacter_brevis_species_3081201	1
Clostridium_sp._AL.422_species_3081202	1
Klebsiella_sp._w6_species_3081203	1
Raineyella_sp._LH-20_species_3081204	1
Corynebacterium_sp._UMB2355A_species_3081222	1
Ottowia_sp._SB7-C50_species_3081231	1
Arthrobacter_sp._USHLN218_species_3081232	1
Asaia_sp._HN010_species_3081233	1
Asaia_sp._HN128_species_3081234	1
Asaia_sp._VD9_species_3081235	1
Micrococcus_sp._SIMBA_144_species_3080849	1
Pseudoalteromonas_sp._SIMBA_148_species_3080853	1
Psychrobacter_sp._SIMBA_152_species_3080857	1
Bacillus_sp._SIMBA_154_species_3080859	1
Halomonas_sp._SIMBA_159_species_3080864	1
Planococcus_sp._SIMBA_160_species_3080865	1
Bacillus_sp._SIMBA_161_species_3080866	1
Pseudoalteromonas_sp._SIMBA_162_species_3080867	1
Tritonibacter_sp._SIMBA_163_species_3080868	1
Roseovarius_phycicola_species_3080976	1
Marinobacter_sp._M-5_species_3081089	1
Arthrobacter_sp._B10-11_species_3081160	1
Mollicutes_bacterium_LVI_A0006_species_3081162	1
Roseovarius_sp._10_species_3080563	1
Geobacter_sp._60473_species_3080755	1
Candidatus_Igneacidithiobacillus_chanchocoensis_species_3080757	1
Pseudoalteromonas_sp._SIMBA_153_species_3080858	1
Xanthomonas_sp._WCS2018Noco2-14_species_3073646	1
Xanthomonas_sp._WCS2018Noco2-15_species_3073647	1
Xanthomonas_sp._WCS2018Noco2-18_species_3073648	1
Ruixingdingia_sedimenti_species_3073604	1
Methylomonas_sp._MO1_species_3073619	1
Methylomonas_sp._MV1_species_3073620	1
Acidovorax_sp._WCS2018Cala2-16_species_3073621	1
Acidovorax_sp._WCS2018Cala2-18_species_3073622	1
Acidovorax_sp._WCS2018Noco2-12_species_3073623	1
Acidovorax_sp._WCS2018Noco2-16_species_3073624	1
Acidovorax_sp._WCS2018Noco2-17_species_3073625	1
Acidovorax_sp._WCS2018Noco2-34_species_3073626	1
Acidovorax_sp._WCS2018Noco2-43_species_3073627	1
Claveliimonas_sp._species_3076672	1
Aeromicrobium_sp._WCS2018Hpa-33_species_3073629	1
Arthrobacter_sp._WCS2018Hpa-5a_species_3073630	1
Arthrobacter_sp._WCS2018Hpa-5b_species_3073631	1
Arthrobacter_sp._WCS2018Hpa-7_species_3073632	1
Kocuria_sp._CPCC_205233_species_3073550	1
Kocuria_sp._CPCC_205231_species_3073551	1
Kocuria_sp._CPCC_205258_species_3073552	1
Kocuria_sp._CPCC_205260_species_3073553	1
Kocuria_sp._CPCC_205261_species_3073554	1
Kocuria_sp._CPCC_205263_species_3073555	1
Kocuria_sp._CPCC_205274_species_3073556	1
Kocuria_sp._CPCC_205295_species_3073557	1
Kocuria_sp._CPCC_205297_species_3073558	1
Kocuria_sp._CPCC_205316_species_3073559	1
Aeromicrobium_sp._WCS2018Hpa-31_species_3073628	1
Frankia_sp._Cr2_species_3073932	1
Frankia_sp._Cr3_species_3073933	1
Frankia_sp._Cr4_species_3073934	1
Xanthomonas_sp._WCS2018Noco2-27_species_3073649	1
Xanthomonas_sp._WCS2018Noco2-28_species_3073650	1
Xanthomonas_sp._WCS2019Cala2-53_species_3073651	1
Marinobacter_xiaoshiensis_species_3073652	1
Aequorivita_sediminis_species_3073653	1
Aequorivita_marina_species_3073654	1
Paracoccus_aurantius_species_3073814	1
Xanthomonas_sp._WCS2018Cala2-7_species_3073645	1
Bacillus_sp._NEB1478_species_3073816	1
Enterobacter_cloacae_complex_sp._EB5_species_3073865	1
Methylobacterium_sp._WCS2018Hpa-22_species_3073633	1
Microbacterium_sp._WCS2018Hpa-23_species_3073634	1
Microbacterium_sp._WCS2018Hpa-9_species_3073635	1
Rhizobium_sp._WCS2018Hpa-16_species_3073636	1
Rhizobium_sp._WCS2018Hpa-8_species_3073637	1
Sphingobium_sp._WCS2017Hpa-17_species_3073638	1
Xanthomonas_sp._WCS2017Cala2-12_species_3073639	1
Xanthomonas_sp._WCS2017Noco2-62_species_3073640	1
Xanthomonas_sp._WCS2018Cala2-13_species_3073641	1
Xanthomonas_sp._WCS2018Cala2-18_species_3073642	1
Xanthomonas_sp._WCS2018Cala2-20_species_3073643	1
Xanthomonas_sp._WCS2018Cala2-21_species_3073644	1
Halioxenophilus_sp._WMMB6_species_3073815	1
Synechococcus_sp._SFB_27S_18Oct17_50_33_species_3073077	1
Vulcanococcus_sp._SFB_27D_19MayJul_coas_16_species_3073078	1
Vulcanococcus_sp._SFB_27D_19Jul01_20_7_species_3073079	1
Trichodesmium_sp._SFB_27D_19FebDec_coas_64_species_3073080	1
Agrobacterium_sp._rho-8.1_species_3072979	1
Agrobacterium_sp._rho-13.3_species_3072980	1
Acinetobacter_sp._V91_4B_species_3072981	1
Acinetobacter_sp._V91_7_species_3072982	1
Acinetobacter_sp._V91_13_species_3072983	1
Acinetobacter_sp._V102_4_species_3072984	1
Acinetobacter_sp._V104_3_species_3072985	1
Acinetobacter_sp._V104_13_species_3072986	1
Acinetobacter_sp._V115_6_species_3072987	1
Acinetobacter_sp._V110_1_species_3072988	1
Undibacterium_cyanobacteriorum_species_3073561	1
Marinobacter_sediminicola_species_3072994	1
Acinetobacter_sp._V117_2_species_3072989	1
Mycobacterium_sp._Z3061_species_3073562	1
Flavobacterium_nakdongensis_species_3073563	1
Clostridium_aquiflavi_species_3073603	1
Paenibacillus_sp._D2_2_species_3073092	1
