DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Bacteria_species_per_genus
COLOR	#4a90e2
LEGEND_TITLE	Species Count
LEGEND_SHAPES	1
LEGEND_COLORS	#4a90e2
LEGEND_LABELS	Number of species
DATA
Humisphaera_genus_2807511	2
Litorimonas_genus_1167830	5
Friedmanniella_genus_53387	3
Halothece_genus_76023	4
Candidatus Scatovicinus_genus_2840636	1
Jeotgalicoccus_genus_227979	16
Wielerella_genus_2944815	1
Nitriliruptor_genus_596499	2
Candidatus Avimonas_genus_2720801	6
Algoriella_genus_1762932	2
Phormidium_genus_1198	21
Oceaniradius_genus_2679892	2
Pygmaiobacter_genus_1929305	4
Propionimicrobium_genus_203133	5
Caproicibacter_genus_2576755	3
Pelagibius_genus_643951	7
Enteroscipio_genus_2126006	3
Candidatus Heritagella_genus_2721100	4
Candidatus Woodwardiibium_genus_2721125	2
Pelovirga_genus_2913513	2
Sinomonas_genus_596707	19
Jutongia_genus_2944194	4
Marinospirillum_genus_64968	8
Thermosynechococcus_genus_146785	45
Secundilactobacillus_genus_2767892	17
Subtercola_genus_120212	10
Bullifex_genus_2815782	2
Panacagrimonas_genus_381430	3
Rhabdaerophilum_genus_2717339	3
Williamsia_genus_85043	18
Aquisalimonas_genus_406099	5
Picosynechococcus_genus_3079908	12
Anaerosalibacter_genus_1347386	4
Rosistilla_genus_2795779	3
Acidaminobacter_genus_65402	4
Globicatella_genus_13075	4
Oceaniferula_genus_2886881	3
Aquirhabdus_genus_2824158	2
Candidatus Desulforudis_genus_471826	3
Anaerosacchariphilus_genus_2678884	4
Aquincola_genus_391952	6
Candidatus Limenecus_genus_2840608	2
Phnomibacter_genus_2836216	3
Methylicorpusculum_genus_2713642	2
Candidatus Reddybacter_genus_3073535	1
Geminicoccus_genus_489140	5
Aquifex_genus_2713	3
Thermoanaerobaculum_genus_1434048	3
Candidatus Berkiella_genus_1755683	4
Asaccharobacter_genus_553372	1
Fluviibacter_genus_2808942	2
Sphaerotilus_genus_34102	10
Gudongella_genus_2692382	5
Athalassotoga_genus_1769718	2
Trichlorobacter_genus_115782	4
Pseudoramibacter_genus_113286	6
Mangrovimonas_genus_1211036	12
Minwuia_genus_2493629	6
Cohnella_genus_329857	52
Luteitalea_genus_2004797	4
Polyangium_genus_55	11
Panacibacter_genus_1874621	3
Helcobacillus_genus_1161125	2
Massilicoli_genus_2683202	1
Centipeda_genus_82202	3
Candidatus Elulimicrobium_genus_2802646	2
Protaetiibacter_genus_2680004	5
Alloacidobacterium_genus_2951993	2
Geminocystis_genus_669357	6
Candidatus Leptovillus_genus_3140597	2
Anaerospora_genus_244825	2
Polycyclovorans_genus_1274363	3
Syntrophaceticus_genus_862071	3
Naasia_genus_1434022	6
Acidisarcina_genus_2608728	2
Porcincola_genus_2815778	2
Altibacter_genus_1535231	4
Taishania_genus_2849660	2
Iodobacter_genus_32014	8
Protofrankia_genus_2994361	6
Hamadaea_genus_1121254	5
Parazoarcus_genus_2891322	1
Ventosimonas_genus_1827307	2
Candidatus Marithrix_genus_1031282	2
Eoetvoesiella_genus_1477505	2
Saprospira_genus_1007	3
Stappia_genus_152161	16
Epibacterium_genus_1649279	5
Saccharomonospora_genus_1851	17
Testudinibacter_genus_1755672	2
Meridianimaribacter_genus_1197472	2
Pseudotabrizicola_genus_2939641	7
Alkalilimnicola_genus_133193	4
Candidatus Ruthturnera_genus_1541743	16
Thermoclostridium_genus_2304691	4
Candidatus Ornithomonoglobus_genus_2840566	3
Actibacterium_genus_1433986	13
Tatlockia_genus_465	1
Actinomycetospora_genus_402649	24
Phaeovulum_genus_2918791	4
Oceanipulchritudo_genus_2918463	2
Candidatus Fimadaptatus_genus_2840589	2
Arsukibacterium_genus_336830	11
Merdimmobilis_genus_3028852	2
Amphiplicatus_genus_1519373	2
Mobilicoccus_genus_984996	4
Candidatus Choladousia_genus_2840613	4
Apibacter_genus_1778601	25
Oceanispirochaeta_genus_2035349	4
Candidatus Ventrisoma_genus_2840569	1
Oxalicibacterium_genus_223927	5
Hydrogeniiclostridium_genus_2764317	2
Candidatus Ichthyocystis_genus_2929841	2
Litorilinea_genus_1215913	3
Thiohalocapsa_genus_85079	6
Georgenia_genus_154116	31
Croceivirga_genus_2039220	6
Weeksella_genus_1013	4
Cysteiniphilum_genus_2056696	7
Frigoriglobus_genus_2774146	3
Aminobacter_genus_31988	21
Sandaracinobacter_genus_56358	3
Ezakiella_genus_1582879	5
Sanguibacteroides_genus_1635148	3
Pragia_genus_82984	1
Pontixanthobacter_genus_2792075	7
Pelagibacterium_genus_1082930	20
Candidatus Dormiibacter_genus_2599625	3
Aureliella_genus_2795605	2
Acidomonas_genus_34000	1
Robbsia_genus_2038280	4
Jonquetella_genus_428711	3
Moheibacter_genus_1572763	5
Sedimentitalea_genus_1541818	8
Oleiphilus_genus_141450	30
Sporomusa_genus_2375	14
Collimonas_genus_202907	15
Ureibacillus_genus_160795	28
Candidatus Faeciplasma_genus_2840640	4
Nosocomiicoccus_genus_489909	7
Couchioplanes_genus_56433	1
Shuttleworthella_genus_177971	4
Nitrospirillum_genus_1543705	7
Wolinella_genus_843	2
Dehalobacter_genus_56112	15
Candidatus Rhabdochlamydia_genus_292833	5
Abyssibacter_genus_2320199	3
Candidatus Xiphinematobacter_genus_134550	2
Suilimivivens_genus_2981640	2
Parapedobacter_genus_416949	17
Paenirhodobacter_genus_1470577	9
Candidatus Versatilivorator_genus_3004227	2
Candidatus Egerieenecus_genus_2840584	2
Ochrobactrum_genus_528	84
Caballeronia_genus_1827195	116
Alkalihalophilus_genus_2893060	4
Mergibacter_genus_2899790	1
Martelella_genus_293088	14
Eggerthia_genus_1279384	1
Serpentinimonas_genus_2490452	5
Hydromonas_genus_1910924	3
Oceanibaculum_genus_659693	4
Sediminispirochaeta_genus_1911556	4
Candidatus Tenderia_genus_1813600	2
Patulibacter_genus_361607	9
Halodesulfovibrio_genus_1912771	5
Kozakia_genus_153497	1
Chlorogloeopsis_genus_1123	3
Candidatus Avoscillospira_genus_2840624	4
Candidatus Avirikenella_genus_2840535	1
Aliidongia_genus_1914229	2
Anabaena_genus_1163	42
Dichelobacter_genus_869	1
Fusibacter_genus_76008	9
Oceanisphaera_genus_225143	14
Phoenicibacter_genus_1981050	2
Frateuria_genus_70411	9
Salinisphaera_genus_180541	19
Lutispora_genus_667112	3
Nesterenkonia_genus_57494	45
Igneacidithiobacillus_genus_3063947	5
Acetoanaerobium_genus_186831	4
Nereida_genus_282198	3
Limnospira_genus_2596745	32
Defluviimonas_genus_1097466	11
Arcticibacterium_genus_2173039	3
Candidatus Micropelagos_genus_2175151	2
Xylophilus_genus_54066	9
Chimaeribacter_genus_2716544	3
Aedoeadaptatus_genus_2981628	7
Paucilactobacillus_genus_2767890	8
Citricoccus_genus_169133	17
Parasphingopyxis_genus_1234545	6
Lactimicrobium_genus_2563777	2
Thiohalophilus_genus_445670	3
Streptomonospora_genus_104204	10
Cellulosilyticum_genus_698776	8
Pseudorhizobium_genus_1903858	8
Candidatus Gallimonas_genus_2720806	10
Desulfurivibrio_genus_427922	6
Luteococcus_genus_33983	10
Lonepinella_genus_53416	5
Thermodesulfobium_genus_227388	4
Ferroacidibacillus_genus_3025863	1
Ketogulonicigenium_genus_92944	2
Morococcus_genus_212742	1
Lederbergia_genus_2804231	10
Microbacter_genus_1548510	4
Methylocapsa_genus_184923	8
Modicisalibacter_genus_574347	11
Peptoanaerobacter_genus_1913599	2
Pulveribacter_genus_2678886	2
Ilyomonas_genus_2675671	3
Alloiococcus_genus_1651	2
Thalassococcus_genus_436357	7
Solidesulfovibrio_genus_2910984	8
Massilistercora_genus_2717089	1
Humibacillus_genus_556178	3
Buchananella_genus_2767323	2
Inquilinus_genus_171673	8
Homoserinimonas_genus_1434009	3
Beduini_genus_1922299	3
Candidatus Desulfobia_genus_2841685	2
Deefgea_genus_400947	7
Thioclava_genus_285107	35
Ferribacterium_genus_88875	1
Salipaludibacillus_genus_1884449	8
Flintibacter_genus_1918454	8
Candidatus Riesia_genus_401618	5
Nitrosococcus_genus_1227	4
Terrabacter_genus_53355	22
Sporobacter_genus_44748	4
Thiohalomonas_genus_397268	3
Vicingus_genus_2058169	3
Soonwooa_genus_944321	2
Kiloniella_genus_454159	9
Azorhizobium_genus_6	10
Bryocella_genus_1078860	3
Labrys_genus_204476	12
Gemelliphila_genus_3076174	2
Thalassobacillus_genus_331971	7
Candidatus Roseilinea_genus_1979385	3
Candidatus Endomicrobiellum_genus_3238959	19
Kyrpidia_genus_1129704	3
Desulfoplanes_genus_1634037	2
Petrotoga_genus_28236	19
Flavimaricola_genus_2211637	2
Desulfococcus_genus_896	5
Desulfocurvibacter_genus_2582840	1
Atopomonas_genus_2901416	2
Dactylococcopsis_genus_13034	2
Candidatus Mesolinea_genus_3129009	2
Candidatus Aphodomorpha_genus_2840577	1
Candidatus Caccalectryoclostridium_genus_2840602	1
Simplicispira_genus_352450	10
Candidatus Cardinium_genus_273135	16
Candidatus Hydromicrobium_genus_2900666	2
Glycomyces_genus_58113	36
Haematobacter_genus_366614	5
Candidatus Tisiphia_genus_2996317	28
Conchiformibius_genus_334107	3
Olleya_genus_336276	18
Candidatus Endoriftia_genus_393764	1
Kroppenstedtia_genus_1274351	5
Caenibius_genus_2827482	4
Candidatus Aveggerthella_genus_2840520	2
Candidatus Caccousia_genus_2840638	4
Candidatus Bostrichicola_genus_3042496	1
Chelatococcus_genus_28209	15
Zeaxanthinibacter_genus_561554	3
Candidatus Hopanoidivorans_genus_2983184	1
Candidatus Vecturithrix_genus_1940407	2
Lentzea_genus_165301	50
Candidatus Enterenecus_genus_2840571	5
Umezawaea_genus_583360	6
Kosmotoga_genus_651456	5
Zhihengliuella_genus_370735	6
Urbifossiella_genus_2807415	2
Candidatus Defluviibacterium_genus_2981992	1
Haliangium_genus_162027	4
Natronosporangium_genus_2920401	2
Catenulispora_genus_414878	13
Desulfurella_genus_33001	4
Anaerosporobacter_genus_653683	4
Candidatus Blochmanniella_genus_203804	17
Denitrobacterium_genus_79603	3
Candidatus Faecivivens_genus_2840630	4
Candidatus Faecimonas_genus_2840548	3
Candidatus Izemoplasma_genus_2975549	3
Pseudovibrio_genus_258255	26
Tepidiphilus_genus_203470	7
Caldisericum_genus_693074	5
Granulicoccus_genus_448176	2
Thalassobacter_genus_266808	3
Desulfocurvus_genus_700595	3
Brevinema_genus_34096	3
Halomicronema_genus_170610	4
Candidatus Manganitrophus_genus_2758103	3
Stenomitos_genus_1844270	3
Candidatus Soleaferrea_genus_1470353	2
Desertimonas_genus_2448024	2
Nigerium_genus_2042653	3
Candidatus Galligastranaerophilus_genus_2840511	4
Candidatus Gallibacteroides_genus_2840532	1
Candidatus Fimousia_genus_2840620	2
Thermogemmatispora_genus_768669	5
Salinicola_genus_404432	25
Rhodovarius_genus_268408	4
Microvirgula_genus_57479	2
Tatumella_genus_82986	17
Cyclobacterium_genus_68288	13
Thermobaculum_genus_262406	2
Rhodothalassium_genus_85273	1
Vannielia_genus_2813041	2
Candidatus Limadaptatus_genus_2840574	4
Oceanimonas_genus_129577	11
Actinospica_genus_414715	5
Viridibacillus_genus_496496	11
Waterburya_genus_2886915	2
Aetokthonos_genus_1550243	1
Pseudoleptotrichia_genus_2755140	1
Agarilytica_genus_2036021	3
Planomonospora_genus_1998	8
Levyella_genus_1715798	2
Saccharothrix_genus_2071	38
Parachlamydia_genus_83551	3
Goekera_genus_2997370	1
Rubellimicrobium_genus_295418	9
Candidatus Paracaedibacter_genus_1521255	2
Actinokineospora_genus_39845	21
Candidatus Humicultor_genus_3377975	1
Candidatus Sysuimicrobium_genus_3377967	2
Gemmatirosa_genus_1706036	2
Permianibacter_genus_1649479	3
Candidatus Caccoplasma_genus_2840531	4
Beggiatoa_genus_1021	8
Ornithinimicrobium_genus_125287	26
Algicola_genus_296014	2
Agrococcus_genus_46352	31
Dactylosporangium_genus_35753	30
Candidatus Merdimorpha_genus_2840537	2
Actinoallomurus_genus_667113	15
Chloroherpeton_genus_100715	2
Candidatus Fimimonas_genus_2840648	3
Zavarzinia_genus_204446	4
Candidatus Azophilus_genus_2978116	3
Candidatus Stercorousia_genus_2840643	2
Candidatus Spyradocola_genus_2840605	2
Candidatus Scatovivens_genus_2840609	2
Telluribacter_genus_1949218	3
Muribacter_genus_1857532	1
Limnobaculum_genus_2172100	6
Caloramator_genus_44258	11
Fibrella_genus_861914	10
Stygiobacter_genus_3081214	9
Marinifilum_genus_866673	10
Canicola_genus_2860205	1
Terracoccus_genus_68903	3
Oerskovia_genus_162491	20
Candidatus Purcelliella_genus_472825	1
Sanguibacter_genus_60919	14
Ethanoligenens_genus_253238	3
Flexistipes_genus_2351	2
Ruoffia_genus_2862144	7
Oceanobacter_genus_196079	10
Caecibacteroides_genus_2918734	1
Promicromonospora_genus_43676	29
Neoaquamicrobium_genus_3143701	2
Scandinavium_genus_2726810	9
Candidatus Fervidifonticultor_genus_3377976	8
Iamia_genus_467975	3
Pseudofulvimonas_genus_999506	1
Ignavigranum_genus_89092	1
Candidatus Pararuminococcus_genus_2721115	1
Gloeotrichia_genus_92939	1
Candidatus Cryptoclostridium_genus_2720803	1
Candidatus Alloclostridium_genus_2720796	1
Atribacter_genus_2847777	6
Baileyella_genus_2815773	1
Candidatus Neoehrlichia_genus_467749	2
Cephaloticoccus_genus_1849551	3
Marinagarivorans_genus_1792291	6
Bremerella_genus_2714594	8
Gloeocapsopsis_genus_693222	3
Funiculus_genus_2886342	1
Candidatus Fimivivens_genus_2840632	2
Candidatus Desulfobacillus_genus_2819026	2
Oceanihabitans_genus_2045416	5
Allocoleopsis_genus_2886347	2
Extibacter_genus_1918452	2
Candidatus Azobacteroides_genus_511434	2
Thermovirga_genus_336260	3
Bowdeniella_genus_2767322	2
Afifella_genus_643217	8
Ectobacillus_genus_2837502	8
Seleniivibrio_genus_1649493	2
Gleimia_genus_2692113	6
Candidatus Anammoximicrobium_genus_1441942	1
Falsiroseomonas_genus_2870713	11
Desulfoscipio_genus_2867376	3
Olegusella_genus_1979843	3
Niveibacterium_genus_1769726	7
Hyphobacterium_genus_2004661	9
Candidatus Pelethomonas_genus_2840627	2
Thermincola_genus_278993	3
Candidatus Aalborgicola_genus_3386184	4
Cystobacter_genus_42	4
Donghicola_genus_393277	7
Thermohalobaculum_genus_2886871	3
Sporichthya_genus_35750	3
Desulfurobacterium_genus_64159	7
Chlamydiifrater_genus_2822114	2
Calothrix_genus_1186	35
Lyngbya_genus_28073	8
Stagnimonas_genus_2689590	2
Pseudenterobacter_genus_2994443	1
Shimwellia_genus_1335483	2
Thiohalorhabdus_genus_492233	3
Allofrancisella_genus_1869285	3
Dichotomicrobium_genus_204474	2
Paraconexibacter_genus_2758920	4
Aquitalea_genus_407217	16
Levilinea_genus_475965	3
Candidatus Thiosymbion_genus_1907535	4
Alkalihalobacillus_genus_2675234	17
Hespellia_genus_241189	2
Geomonas_genus_2651583	20
Pseudolysobacter_genus_2709666	2
Stecheria_genus_2815787	1
Pilimelia_genus_53370	4
Zhenhengia_genus_2944196	2
Gallaecimonas_genus_745410	6
Lujinxingia_genus_2653226	3
Polymorphospora_genus_338583	5
Entomospira_genus_2834378	3
Candidatus Alangreenwoodia_genus_2720809	1
Frankia_genus_1854	64
Marseilla_genus_1926655	1
Acaryochloris_genus_155977	11
Candidatus Odyssella_genus_84646	4
Geopsychrobacter_genus_271087	3
Marinococcus_genus_1370	5
Laceyella_genus_292635	4
Elstera_genus_1091044	4
Halalkalibacter_genus_2893056	16
Jonesia_genus_43673	2
Paeniglutamicibacter_genus_1742990	15
Millionella_genus_1980038	1
Hathewaya_genus_1769729	4
Pseudoteredinibacter_genus_1122284	2
Cucumibacter_genus_1121251	2
Specibacter_genus_2778528	5
Herbiconiux_genus_881616	23
Pacificibacter_genus_1042323	5
Thermacetogenium_genus_140458	6
Malikia_genus_263066	3
Labrenzia_genus_478070	34
Planctobacterium_genus_2200736	1
Agreia_genus_110934	10
Beijerinckia_genus_532	7
Alkalimonas_genus_265980	7
Zooshikella_genus_202771	2
Pelagimonas_genus_1434029	5
Candidatus Petromonas_genus_2745592	2
Desulfotalea_genus_109168	2
Anaerobacillus_genus_704093	10
Leucothrix_genus_45247	6
Botrimarina_genus_2795782	4
Anaerovorax_genus_109326	4
Candidatus Moanabacter_genus_2480624	2
Anaerophaga_genus_177399	2
Candidatus Westeberhardia_genus_1699619	1
Persicimonas_genus_2766927	2
Salinarimonas_genus_690086	6
Fredinandcohnia_genus_2837501	9
Limoniibacter_genus_2769459	2
Gaopeijia_genus_3381669	1
Methyloligella_genus_1485594	6
Thiosulfatimonas_genus_2781121	2
Zobellia_genus_112040	14
Ectothiorhodospira_genus_1051	12
Rugosimonospora_genus_1198243	3
Budvicia_genus_82978	3
Tunturiibacter_genus_3154218	4
Calditerrivibrio_genus_545865	2
Methylosinus_genus_425	15
Zwartia_genus_2978000	4
Candidatus Thiobius_genus_374666	1
Mesohalobacter_genus_2917833	2
Aquipuribacter_genus_1433988	3
Anthropogastromicrobium_genus_2981630	2
Aurantibacter_genus_2715929	3
Kibdelosporangium_genus_2029	7
Sodalis_genus_84565	34
Methylomicrobium_genus_39773	7
Deferrimonas_genus_3031667	1
Poseidonibacter_genus_2321187	6
Natronospirillum_genus_2562805	2
Pelagerythrobacter_genus_2800685	5
Trichocoleus_genus_450526	20
Propylenella_genus_2814902	3
Candidatus Kinetoplastidibacterium_genus_33055	6
Breznakibacter_genus_2762384	2
Prauserella_genus_142577	18
Novibacillus_genus_1677050	1
Rhabdothermincola_genus_2820403	4
Carbonactinospora_genus_2864378	1
Timonella_genus_1465824	2
Macromonas_genus_183669	4
Frigidibacter_genus_1775705	10
Knoellia_genus_136099	21
Formosimonas_genus_1911581	2
Okeania_genus_1458928	25
Laspinema_genus_2584823	4
Zavarzinella_genus_600332	2
Phocicoccus_genus_3076175	2
Serinicoccus_genus_265976	9
Lapidilactobacillus_genus_2767884	8
Acidipila_genus_1000999	4
Thermobispora_genus_147067	2
Amylolactobacillus_genus_2767876	2
Cuspidothrix_genus_882045	2
Paludisphaera_genus_1763521	5
Pleomorphochaeta_genus_1920504	2
Allomeiothermus_genus_2935559	1
Neptunicoccus_genus_2137249	3
Orrella_genus_1921582	7
Candidatus Macondimonas_genus_2597258	2
Roseivivax_genus_93682	13
Lascolabacillus_genus_1924067	2
Paradevosia_genus_1573407	2
Candidatus Parabeggiatoa_genus_1034941	6
Candidatus Pelethenecus_genus_2840658	2
Balneatrix_genus_75683	2
Ancylobacter_genus_99	29
Nitrincola_genus_267849	12
Salisediminibacterium_genus_1434042	3
Syntrophotalea_genus_2812025	5
Kutzneria_genus_43356	10
Renibacterium_genus_1645	2
Candidatus Dactylopiibacterium_genus_857334	2
Cytophaga_genus_978	5
Dictyoglomus_genus_13	5
Raineya_genus_2071614	2
Prochloron_genus_1214	4
Solirubrobacter_genus_207599	9
Rubneribacter_genus_2126002	2
Claveliimonas_genus_3076670	3
Trichodesmium_genus_1205	26
Chitinimonas_genus_240411	10
Blastochloris_genus_59282	5
Falsochrobactrum_genus_1649292	3
Brasilonema_genus_383614	6
Jejuia_genus_762551	4
Rhodovastum_genus_504465	1
Limisphaera_genus_1775685	2
Candidatus Ruminimicrobiellum_genus_3238963	4
Schleiferia_genus_1333716	1
Candidatus Lucifugimonas_genus_3143249	1
Candidatus Avacholeplasma_genus_2840509	1
Marinilabilia_genus_59738	4
Herpetosiphon_genus_64	7
Waddlia_genus_71666	2
Candidatus Excrementavichristensenella_genus_2840563	2
Desulfonatronum_genus_66848	7
Marispirochaeta_genus_1911565	3
Paraneptunicella_genus_2905123	2
Rivularia_genus_373984	8
Malonomonas_genus_57039	2
Catellatospora_genus_53365	16
Paremcibacter_genus_2813804	2
Salimicrobium_genus_351195	7
Candidatus Limihabitans_genus_2840593	1
Candidatus Galloscillospira_genus_2840625	3
Candidatus Limousia_genus_2840639	1
Thermoflavifilum_genus_1649506	3
Rhizorhapis_genus_1649487	3
Candidatus Onthocola_genus_2840549	4
Pseudoruegeria_genus_311411	7
Corallibacter_genus_1511643	2
Rubrimonas_genus_89523	2
Vulgatibacter_genus_1524214	2
Oleidesulfovibrio_genus_2909705	2
Candidatus Aphodoplasma_genus_2840578	2
Brockia_genus_1648500	1
Candidatus Ornithoclostridium_genus_2840604	3
Thalassobium_genus_633130	2
Candidatus Scatomonas_genus_2840617	4
Vallitalea_genus_1348611	6
Seohaeicola_genus_481178	7
Candidatus Avigastranaerophilus_genus_2840510	2
Roseimaritima_genus_1579506	4
Mizugakiibacter_genus_1544982	3
Minicystis_genus_1649470	2
Pseudoxanthobacter_genus_433838	3
Pseudoscardovia_genus_1302778	2
Candidatus Ornithospirochaeta_genus_2840653	5
Candidatus Megaera_genus_1742636	7
Variibacter_genus_1649510	2
Halocynthiibacter_genus_1579315	8
Imtechella_genus_1165076	1
Moorena_genus_1155738	27
Candidatus Glomeribacter_genus_224135	2
Marinicauda_genus_1649466	4
Notoacmeibacter_genus_2024982	4
Dictyobacter_genus_2024965	9
Pallidibacillus_genus_3034002	2
Peptidiphaga_genus_2739835	2
Cruoricaptor_genus_1433995	2
Glaciimonas_genus_1229970	8
Actinoalloteichus_genus_65496	7
Desulfosudis_genus_2904716	1
Pseudorhodoferax_genus_747294	7
Fluviicoccus_genus_1742986	2
Chromatocurvus_genus_1132027	2
Marichromatium_genus_85076	7
Sulfuriflexus_genus_1860077	2
Deferrisoma_genus_1125862	1
Candidatus Amarolinea_genus_2303491	1
Mycolicibacillus_genus_2126281	3
Enteractinococcus_genus_1164863	5
Klenkia_genus_2183612	8
Hominicoprocola_genus_3073564	1
Candidatus Egaibacter_genus_3386156	1
Oleiagrimonas_genus_1649642	5
Candidatus Zhuqueibacter_genus_3396486	2
Candidatus Scybalousia (ex Gilroy et al. 2022)_genus_3082844	2
Stigmatella_genus_40	4
Pelodictyon_genus_1099	3
Pacificispira_genus_2888759	2
Hominifimenecus_genus_3073585	2
Desulfovirgula_genus_418453	3
Vermiphilus_genus_1763546	2
Candidatus Methylumidiphilus_genus_2202177	2
Phytohabitans_genus_907364	7
Allofranklinella_genus_2919469	1
Desulfatirhabdium_genus_497742	2
Falseniella_genus_2862142	1
Candidatus Schneideria_genus_1081630	1
Pseudarcicella_genus_1664383	3
Extensimonas_genus_1434001	3
Domibacillus_genus_1433999	14
Scytonema_genus_1203	15
Planktothricoides_genus_132607	2
Hansschlegelia_genus_444599	5
Barrientosiimonas_genus_1535207	2
Roseospira_genus_86671	5
Pseudostreptobacillus_genus_2919092	1
Pseudomaricurvus_genus_1458243	5
Vulcaniibacterium_genus_1649512	3
Endobacter_genus_1649268	1
Oceanicella_genus_1233054	2
Schumannella_genus_472058	5
Fenollaria_genus_1686313	5
Thiocystis_genus_13724	4
Robertkochia_genus_1649489	4
Litchfieldia_genus_2813788	5
Melghirimyces_genus_1236218	3
Haloechinothrix_genus_1425377	5
Roseofilum_genus_1233426	12
Membranihabitans_genus_2023705	3
Metalysinibacillus_genus_2703676	3
Pacificimonas_genus_1960290	4
Papillibacter_genus_100175	3
Verticiella_genus_1835332	3
Salana_genus_120376	1
Quadrisphaera_genus_317661	8
Syntrophothermus_genus_129001	6
Falsiruegeria_genus_2854184	2
Maritalea_genus_623276	6
Brevirhabdus_genus_1855413	2
Dehalogenimonas_genus_670486	10
Methylogaea_genus_1295378	1
Tractidigestivibacter_genus_2847313	3
Tistlia_genus_1321364	2
Rehaibacterium_genus_1344362	2
Paractinoplanes_genus_3240234	19
Primorskyibacter_genus_1068904	5
Terrilactibacillus_genus_1795633	3
Microtetraspora_genus_1995	8
Pseudacidobacterium_genus_2952002	2
Orenia_genus_46468	2
Chishuiella_genus_1572663	2
Fodinicurvata_genus_1121829	4
Alysiella_genus_194195	3
Scopulibacillus_genus_442527	3
Belliella_genus_232244	9
Desulforamulus_genus_2916693	8
Sphaerobacter_genus_2056	2
Enterobacillus_genus_1822002	1
Paenactinomyces_genus_2756134	1
Tianweitania_genus_1763452	5
Arcticibacter_genus_1288026	6
Candidatus Nucleicultrix_genus_1509243	1
Convivina_genus_1697027	2
Lacimicrobium_genus_1751872	2
Aquisalinus_genus_1795639	3
Candidatus Nitromaritima_genus_2814657	4
Candidatus Velthaea_genus_2829311	1
Pseudobowmanella_genus_1940527	1
Pseudochelatococcus_genus_1654719	3
Berryella_genus_2815775	2
Thermopolyspora_genus_359169	3
Zestomonas_genus_3236658	3
Falsigemmobacter_genus_2780027	2
Aciditerrimonas_genus_1042325	1
Camelimonas_genus_1017183	3
Yeosuana_genus_288018	4
Prosthecodimorpha_genus_2981530	2
Jiulongibacter_genus_2031119	2
Pseudohalocynthiibacter_genus_1759417	2
Candidatus Nanoperiomorbus_genus_2171988	2
Candidatus Weimeria_genus_2675215	2
Uliginosibacterium_genus_392735	13
Desulfosoma_genus_1148150	3
Alkalimarinus_genus_1858563	3
Cryomorpha_genus_246876	2
Cnuibacter_genus_1759331	2
Candidatus Korobacter_genus_658061	2
Pokkaliibacter_genus_2301194	3
Pseudokineococcus_genus_1156392	6
Marihabitans_genus_568214	2
Basfia_genus_697331	2
Pollutimonas_genus_2987599	7
Samsonia_genus_160433	1
Albibacterium_genus_2762352	4
Alkalibaculum_genus_696745	4
Asinibacterium_genus_1612198	4
Mangrovibacter_genus_451512	5
Porifericola_genus_1001222	2
Lagierella_genus_1945592	3
Alkalibacillus_genus_331654	8
Longispora_genus_203522	5
Pseudaminobacter_genus_93368	5
Euzebyella_genus_1287916	2
Winslowiella_genus_2997349	3
Lacihabitans_genus_1649462	6
Sediminivirga_genus_1784953	1
Sporanaerobacter_genus_165812	4
Abyssicoccus_genus_1955413	1
Harryflintia_genus_1892380	2
Caminicella_genus_166484	1
Larsenimonas_genus_1775121	3
Aidingimonas_genus_1395977	2
Piscibacillus_genus_420644	2
Massilioclostridium_genus_1935927	2
Allobacillus_genus_1400133	8
Intestinibacillus_genus_1928820	5
Acidisoma_genus_512381	6
Gracilibacillus_genus_74385	26
Aliidiomarina_genus_1249554	15
Aliiglaciecola_genus_1406885	12
Asanoa_genus_195964	11
Arachidicoccus_genus_1769012	6
Dolosicoccus_genus_171413	2
Allorhizocola_genus_2710870	2
Candidatus Moduliflexus_genus_1940406	2
Neomicrococcus_genus_1868332	3
Xenophilus_genus_151754	8
Roseimicrobium_genus_1348508	3
Candidatus Rubrimentiphilum_genus_2829297	1
Chitiniphilus_genus_585890	3
Maledivibacter_genus_1884930	2
Pistricoccus_genus_1897649	1
Candidatus Fukatsuia_genus_1927833	4
Schauerella_genus_3149250	2
Fontimonas_genus_1434005	3
Ornithinicoccus_genus_82345	4
Candidatus Pristimantibacillus_genus_2994560	3
Bavariicoccus_genus_697279	1
Aminomonas_genus_81411	1
Thermanaerovibrio_genus_81461	2
Chroococcidiopsis_genus_54298	12
Candidatus Lustribacter_genus_2829312	1
Cecembia_genus_1187078	4
Geothermobacter_genus_213223	3
Pseudogulbenkiania_genus_568394	6
Microterricola_genus_518733	4
Prochlorothrix_genus_1222	3
Paracandidimonas_genus_2017546	3
Niveispirillum_genus_1543704	8
Bisbaumannia_genus_3137762	1
Oharaeibacter_genus_1920508	1
Neoroseomonas_genus_2870716	10
Methylomusa_genus_2093783	1
Candidatus Desulfaltia_genus_2841686	2
Gryllotalpicola_genus_1195526	7
Marinibacterium_genus_1931200	3
Marinitenerispora_genus_2173855	1
Candidatus Velamenicoccus_genus_2789201	2
Antarctobacter_genus_74032	2
Candidatus Nephthysia_genus_3127008	1
Desmonostoc_genus_1340414	3
Tolypothrix_genus_111782	14
Ruania_genus_626119	9
Pleomorphomonas_genus_261933	11
Limnochorda_genus_1676651	2
Humibacter_genus_427753	6
