DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Eukaryota_species_per_genus
COLOR	#4a90e2
LEGEND_TITLE	Species Count
Veloporphyrellus_genus_1382502	1
Raillietiella_genus_311330	1
Stipitochalara_genus_3041336	1
Kalmanozyma_genus_1804794	1
Hippopotamyrus_genus_91722	1
Isichthys_genus_112150	1
Stomatorhinus_genus_112159	2
Chitala_genus_112144	1
Eutomostethus_genus_1385248	1
Salpingotus_genus_1041414	1
Streptanthus_genus_50330	1
Leptoseris_genus_46727	1
Dicyrtoma_genus_135964	1
Modicella_genus_1440132	1
Glandiceps_genus_1118797	1
Tubaria_genus_110246	1
Ambastaia_genus_1436200	1
Ophryocystis_genus_110371	1
Gregarina_genus_35089	1
Acanthacorydalis_genus_1219908	1
Setoptus_genus_1452706	1
Glycera_genus_6349	1
Gymnopus_genus_93827	1
Physocladia_genus_109956	1
Obelidium_genus_110080	1
Polychytrium_genus_110092	1
Cerastes_genus_8696	1
Brassica x Raphanus_genus_418794	1
Baeotis_genus_419705	1
Clathrus_genus_112985	1
Polyrhachis_genus_84544	1
Pinna_genus_102330	1
Brontispa_genus_111216	1
Calliostoma_genus_155529	1
Gastropteron_genus_356500	1
Diretmoides_genus_181430	1
Sulcaria_genus_237041	1
Octodonta_genus_1432746	1
Coranthus_genus_1431506	1
Taeniamia_genus_1431515	2
Brassicogethes_genus_1431902	1
Neocatenulostroma_genus_1515428	1
Whalleya_genus_110546	1
Camillea_genus_109369	1
Ardea_genus_30389	1
Cichlasoma_genus_8114	1
Talinum_genus_107600	1
Meandrusa_genus_110792	2
Amnicola_genus_110810	1
Chloris_genus_66011	1
Neotoxoptera_genus_1425442	1
Mormyrus_genus_91730	4
Mycetophylax_genus_34706	1
Cochlearius_genus_110675	1
Aquatica_genus_1421714	1
Lanzia_genus_54683	1
Dentiscutata_genus_756610	2
Phyllaplysia_genus_114758	1
Hassar_genus_238609	1
Scorpiodoras_genus_1312667	1
Peniophora_genus_40463	3
Dendrothele_genus_139111	1
Vararia_genus_154750	1
Zenarchopterus_genus_131628	1
Adelosebastes_genus_1311529	1
Helicorthomorpha_genus_614341	1
Rhinomonas_genus_46951	1
Heteranthus_genus_1326988	1
Molorchus_genus_1323399	1
Leptometra_genus_1320719	1
Limacina_genus_220646	1
Gardenia_genus_43486	1
Nasutitermes_genus_46570	1
Pachymerium_genus_115409	1
Agapostemon_genus_88590	1
Seladonia_genus_88466	1
Dicranocentrus_genus_301511	1
Haplophthalmus_genus_96844	1
Cosmospora_genus_115234	2
Lycodon_genus_39095	2
Chrysopelea_genus_699570	1
Dendrelaphis_genus_46296	4
Oligodon_genus_46272	2
Sibynophis_genus_1070322	2
Aspidura_genus_1296313	1
Eutreptiella_genus_73024	1
Pododesmus_genus_102292	1
Augochlora_genus_115076	1
Megalopta_genus_115080	1
Babyrousa_genus_41805	1
Pseudosinella_genus_186257	1
Orchesellides_genus_1302336	1
Sinhomidia_genus_1302338	1
Gyalolechia_genus_1300028	1
Opeltia_genus_2005610	1
Usnochroma_genus_1301585	1
Variospora_genus_1301588	1
Xanthocarpia_genus_1301605	1
Usnocetraria_genus_691173	1
Dissoconium_genus_112488	1
Chunga_genus_1352769	1
Puya_genus_15164	1
Lycium_genus_24646	3
Odynerus_genus_1348598	1
Callaeas_genus_192206	1
Gautieria_genus_80643	1
Trigoniulus_genus_1366114	1
Blaps_genus_197343	1
Anisynta_genus_1368883	1
Chaetocneme_genus_1256363	1
Toxidia_genus_509504	1
Lesueurigobius_genus_441904	1
Periophthalmodon_genus_1365756	1
Campomanesia_genus_260125	1
Amyloporia_genus_1000446	1
Datnioides_genus_428445	1
Enterocytospora_genus_1352047	1
Parathielavia_genus_2609800	2
Thermocarpiscus_genus_2943938	1
Pennahia_genus_118564	1
Philothamnus_genus_186595	1
Prolemur_genus_1328069	1
Fennellomyces_genus_101135	1
Cephalopterus_genus_114275	1
Neopelma_genus_114328	1
Oxyruncus_genus_114330	1
Piprites_genus_114368	1
Rhinopomastus_genus_113114	1
Phoeniculus_genus_113099	1
Phomopsis_genus_34399	1
Meruliopsis_genus_329010	1
Eremomyces_genus_258075	1
Ramaria_genus_68779	3
Geoscapheus_genus_112918	1
Panesthia_genus_62733	1
Echium_genus_21610	1
Pteria_genus_61338	1
Sphaerodactylus_genus_53271	2
Sinospelaeobdella_genus_3037432	1
Lithochromis_genus_303560	1
Anthostomella_genus_131338	1
Sungouiozyma_genus_3163250	2
Therioaphis_genus_54178	1
Oedothorax_genus_447591	1
Ammi_genus_48025	1
Diplocyclos_genus_252524	1
Satarupa_genus_425085	1
Ambispora_genus_453566	2
Pseudotulostoma_genus_144540	1
Pomatorhinus_genus_98147	1
Sipha_genus_143949	2
Stegastes_genus_80992	1
Hirundichthys_genus_76073	1
Simpsonichthys_genus_135317	1
Speoplatyrhinus_genus_940467	1
Epicauta_genus_34673	1
Stomatepia_genus_143645	1
Mimophis_genus_143665	1
Amphinemura_genus_143723	1
Aldrovandia_genus_143899	1
Zygogramma_genus_216194	1
Philantomba_genus_907740	1
Physciella_genus_144696	1
Balantidium_genus_71584	1
Cecidostiba_genus_797373	2
Crenuchus_genus_909853	1
Gliomastix_genus_409227	1
Halichoeres_genus_51788	1
Tetrapedia_genus_354152	1
Rafetus_genus_227458	1
Dendronotus_genus_71301	2
Apatococcus_genus_904362	2
Euborellia_genus_94125	1
Pseudoloma_genus_146865	1
Propsilocerus_genus_903465	1
Ischnus_genus_274253	1
Mesoclemmys_genus_571339	1
Arion_genus_6542	2
Acanthochlamys_genus_145230	1
Aspidoras_genus_245755	1
Pyrrhula_genus_37606	1
Ergobibamus_genus_926445	1
Monoraphidium_genus_34111	3
Ophrys_genus_59329	1
Calcarisporiella_genus_937848	1
Gonatodes_genus_71165	1
Fridericia_genus_77730	1
Oconnorella_genus_913703	1
Stercutus_genus_913706	1
Eospalax_genus_146131	1
Chloranthus_genus_13005	1
Petauroides_genus_146631	1
Alestes_genus_42483	2
Chascanopsetta_genus_398647	1
Sphyracephala_genus_139674	1
Kalaharituber_genus_502117	1
Sinelater_genus_1028067	1
Nannospalax_genus_30636	1
Prosapia_genus_36664	1
Corcyra_genus_139035	1
Ascocoryne_genus_139060	1
Mucidula_genus_937601	1
Baeospora_genus_71866	1
Hydnum_genus_57133	1
Codiaeum_genus_138557	1
Dendrothrips_genus_670460	1
Neotragus_genus_66441	2
Acrasis_genus_43694	1
Kryphioiulus_genus_1008824	1
Choneiulus_genus_1008848	1
Leptoiulus_genus_1008860	1
Ommatoiulus_genus_1008863	1
Isohypsibius_genus_245084	1
Ramazzottius_genus_286681	1
Ophthalmolycus_genus_948066	1
Coremiostelium_genus_2065411	1
Anisarchus_genus_980384	1
Oreocharis_genus_979198	1
Gryganskiella_genus_2779860	1
Lunasporangiospora_genus_2779869	1
Aurifilum_genus_977971	1
Digenea_genus_256429	1
Condylura_genus_143301	1
Tomopterna_genus_58514	2
Halophytophthora_genus_127445	2
Norana_genus_3028457	1
Caluromys_genus_42712	1
Corbicula_genus_45948	3
Stenogyne_genus_141788	1
Stellera_genus_142737	1
Pomphorhynchus_genus_60542	1
Zera_genus_355233	1
Pohlia_genus_67238	1
Ulota_genus_61518	1
Chatrabus_genus_990952	1
Entheus_genus_354922	1
Ligia_genus_96855	1
Passerina_genus_84842	1
Orthothecium_genus_142609	1
Pterostoma_genus_987446	1
Pseudobiceros_genus_439304	1
Callocephalon_genus_986100	1
Clypeosectus_genus_205505	1
Rhysida_genus_126947	1
Salisapilia_genus_983658	1
Apteronemobius_genus_746123	1
Calamus_genus_4711	1
Lepidodactylus_genus_47722	1
Aspiorhynchus_genus_748365	1
Nothophoma_genus_1770230	1
Pirum_genus_1292363	1
Rubroshorea_genus_3068352	1
Oophaga_genus_1004435	2
Coryphoblennius_genus_152537	1
Salaria_genus_152552	1
Hebomoia_genus_152599	1
Diplosphaera_genus_381755	1
Abeoforma_genus_1292362	1
Celatoblatta_genus_153169	1
Balebreviceps_genus_756415	1
Tabernaemontana_genus_52860	1
Coryphopterus_genus_79887	1
Dendronephthya_genus_51109	1
Congeria_genus_152012	1
Polytrichastrum_genus_129211	2
Smilax_genus_49656	1
Ebenus_genus_451715	1
Tympanopsis_genus_714524	1
Scortechinia_genus_306133	1
Mesosemia_genus_124361	1
Nymphidium_genus_124373	1
Sarota_genus_124367	1
Theope_genus_717223	1
Melanis_genus_419714	1
Calydna_genus_717350	1
Symmachia_genus_717381	1
Epicrius_genus_296810	1
Pachycereus_genus_154434	1
Leucinodes_genus_581888	1
Aneides_genus_57540	1
Xyrauchen_genus_154826	1
Genypterus_genus_154953	1
Sarcodon_genus_57135	2
Euselasia_genus_124345	1
Buchholzia_genus_188205	1
Astrocystis_genus_190942	1
Amphirosellinia_genus_743111	1
Holocentrus_genus_94925	1
Sericornis_genus_27581	1
Origma_genus_720585	2
Sporormia_genus_45136	1
Acanthornis_genus_720575	1
Lepidopterella_genus_561967	1
Cinchona_genus_43462	2
Lophocereus_genus_1931368	1
Caulerpa_genus_76312	1
Mollisia_genus_86026	1
Xiphydria_genus_36761	1
Saccharosydne_genus_871470	1
Parelaphostrongylus_genus_148308	1
Rhytidoponera_genus_55036	1
Mohoua_genus_626426	1
Tylodina_genus_154631	1
Conuropsis_genus_867393	1
Earota_genus_619395	1
Eremochloa_genus_798297	1
Atheta_genus_135865	1
Pentamera_genus_42390	1
Bimuria_genus_147496	1
Byssothecium_genus_147557	1
Delphinella_genus_147559	1
Lojkania_genus_45288	1
Myriangium_genus_147569	1
Piedraia_genus_147572	1
Hermanniella_genus_334614	2
Bothriochloa_genus_79826	1
Venustoraphidia_genus_887757	1
Dichanthelium_genus_161620	1
Asaccus_genus_502507	1
Acephala_genus_327281	1
Odontophorus_genus_224314	1
Dalotia_genus_619391	1
Iselma_genus_443663	1
Micronycteris_genus_148056	1
Trachops_genus_148059	1
Neodon_genus_465452	2
Copsychus_genus_125862	1
Kipferlia_genus_797121	1
Scyllaea_genus_797261	1
Samsoniella_genus_2591471	1
Diploschistes_genus_71602	1
Wiebesia_genus_130035	1
Nephelium_genus_151070	1
Uroleucon_genus_87309	1
Gibellulopsis_genus_398412	1
Rostraria_genus_366484	1
Dactylopius_genus_38116	1
Microcyclospora_genus_766053	2
Microcyclosporella_genus_766052	1
Dirona_genus_329892	2
Losaria_genus_95585	1
Macarthuria_genus_764201	1
Setipinna_genus_411568	1
Agrypnia_genus_689469	1
Cephonodes_genus_151546	1
Eumeta_genus_151548	1
Dichotella_genus_767258	1
Molpadia_genus_566287	1
Neckera_genus_94555	1
Chondria_genus_31392	1
Acrodontium_genus_150364	1
Goniozus_genus_454363	1
Prorops_genus_863736	1
Arctonoe_genus_862919	1
Guyanagaster_genus_866547	1
Botula_genus_221499	1
Neocucurbitaria_genus_1986179	1
Hyparrhenia_genus_42078	1
Rhizodermea_genus_1365456	1
Gastroboletus_genus_80638	1
Hysterangium_genus_112993	1
Hakea_genus_54940	1
Heterococcus_genus_55584	1
Dendrophyllia_genus_130058	1
Thisbe_genus_124379	1
Pseudomassariella_genus_1812772	1
Platyallabes_genus_1138288	1
Boreochiton_genus_291896	1
Sechiopsis_genus_386225	2
Sechium_genus_184139	1
Sicyocaulis_genus_1132110	1
Conogethes_genus_1004730	1
Adenomera_genus_248943	1
Frantzia_genus_515859	1
Edwardsia_genus_51817	1
Amphicarpaea_genus_45678	1
Saccharata_genus_371108	1
Parastrongyloides_genus_131309	1
Ulvella_genus_1081496	1
Elaeophora_genus_1147740	1
Oropetium_genus_796752	1
Brigantiaea_genus_1145298	1
Schendyla_genus_1147032	1
Tanozyma_genus_3315610	1
Homolaphlyctis_genus_1142504	1
Ruscus_genus_59066	1
Subanguina_genus_114896	1
Polysphondylium_genus_13641	1
Mesembrinibis_genus_1118747	1
Erpornis_genus_1112835	1
Hylesia_genus_315985	1
Penelope_genus_8985	1
Ciccaba_genus_111828	1
Formicarius_genus_81883	1
Ceriporiopsis_genus_42741	1
Nevesoporus_genus_2950000	1
Parides_genus_95571	1
Eriosoma_genus_133081	1
Processa_genus_342621	1
Allancastria_genus_132691	1
Ettlia_genus_577483	1
Cirrosporium_genus_1130052	1
Balanophora_genus_25674	1
Dictyomeridium_genus_1929896	1
Cotoneaster_genus_36607	1
Bathysaurus_genus_172133	1
Vitrella_genus_1169538	1
Bornella_genus_219658	1
Lomanotus_genus_797196	1
Simalia_genus_1497996	2
Nothomitra_genus_1167256	1
Pseudoxyrhopus_genus_224567	1
Aulographum_genus_1176129	1
Columbicola_genus_128988	1
Cephalophus_genus_9954	1
Ophthalmolebias_genus_941674	1
Dastarcus_genus_1169898	1
Lewinskya_genus_2461555	1
Acaulopage_genus_1172176	1
Mengenilla_genus_50601	1
Argya_genus_2183803	1
Danielozyma_genus_1540073	1
Cumathamnion_genus_1204432	1
Colistium_genus_1156757	1
Dolichoris_genus_129991	1
Platyscapa_genus_130028	1
Scabiosa_genus_87007	1
Terapon_genus_163130	1
Amniataba_genus_1161366	1
Copris_genus_41145	1
Trogonoptera_genus_129451	1
Trapeliopsis_genus_129517	1
Sphaerostilbella_genus_29869	1
Lophophora_genus_130136	1
Machaerirhynchus_genus_338558	1
Xenodon_genus_39151	1
Drymobius_genus_703954	1
Tothia_genus_1048954	1
Catenulostroma_genus_470130	1
Clito_genus_354858	1
Obba_genus_1052683	1
Shionodiscus_genus_443637	1
Herbertus_genus_56922	1
Sinanodonta_genus_1069814	1
Labeobarbus_genus_467340	1
Atractium_genus_1052909	2
Dialonectria_genus_1053089	1
Fusicolla_genus_1053100	1
Paratrypauchen_genus_1054629	1
Mediaster_genus_136943	1
Garra_genus_137059	2
Nicephellus_genus_1053886	1
Microcera_genus_1053150	2
Volutella_genus_145966	1
Sanicula_genus_13665	2
Xenoacremonium_genus_1634947	1
Leguminivora_genus_581577	1
Heterostelium_genus_2058189	2
Rheum_genus_3620	1
Cyrtorhinus_genus_567598	1
Rhynchomeles_genus_1031280	1
Spioniades_genus_355149	1
Ailoscolex_genus_1046304	1
Chlorops_genus_540892	1
Amilenus_genus_1046854	1
Micralestes_genus_206417	1
Rhabdalestes_genus_206429	1
Clupeocharax_genus_1042451	1
Lepidarchus_genus_1042455	1
Micrastur_genus_56333	2
Myuchelys_genus_904236	1
Eumacrocentrus_genus_1045632	1
Bathyaethiops_genus_304078	1
Chloridium_genus_139961	1
Bondarzewia_genus_40421	1
Microvelia_genus_95679	1
Stenchaetothrips_genus_764496	1
Vriesea_genus_49534	1
Atrytonopsis_genus_354800	1
Brachypteracias_genus_135164	1
Bucco_genus_135167	1
Todus_genus_57435	1
Prasiola_genus_135261	1
Ammodramus_genus_69261	1
Eremophila_genus_135429	1
Syndactyla_genus_329511	1
Iduna_genus_659170	1
Metadinium_genus_324856	1
Galbula_genus_118186	1
Eurybia_genus_124358	1
Ellochelon_genus_1111474	1
Trametopsis_genus_1111949	1
Henricia_genus_60577	1
Stramonita_genus_134470	1
Ministeria_genus_134557	1
Cobitis_genus_47718	2
Conoideocrella_genus_1105318	1
Nannoperca_genus_135769	3
Ramulispora_genus_237547	1
Drusilla_genus_135867	1
Calyptomena_genus_135971	1
Gadopsis_genus_135753	2
Maccullochella_genus_135758	2
Macquaria_genus_45782	2
Zootermopsis_genus_7502	1
Acartia_genus_121148	1
Oithona_genus_136190	1
Percalates_genus_1545907	2
Saraca_genus_162893	1
Typhlonarke_genus_1072513	1
Dolichallabes_genus_1071672	1
Kendrickiella_genus_191041	1
Rusa_genus_662560	1
Hephaestus_genus_443787	1
Pogonophryne_genus_36209	1
Hartigia_genus_27525	1
Pachycephus_genus_1090884	1
Syrista_genus_1090888	1
Zangia_genus_1089186	1
Apostasia_genus_49693	2
Peucedramus_genus_135440	1
Crinitomyces_genus_2982636	1
Octomys_genus_135582	1
Erucastrum_genus_109153	1
Pseudoxenodon_genus_186565	1
Gammarus_genus_45625	1
Smithsoniella_genus_1081494	1
Enterospora_genus_1081670	1
Neogobius_genus_47307	1
Idris_genus_81085	1
Gisinianus_genus_2041980	1
Desarmillaria_genus_1929757	2
Epiperipatus_genus_172519	1
Nomia_genus_178049	1
Amphioctopus_genus_505395	1
Antrodiella_genus_81041	1
Pseudanteris_genus_2447846	1
Nixonia_genus_1118689	1
Sparasion_genus_161222	1
Tetrabaena_genus_47789	1
Platanthera_genus_59352	2
Endogone_genus_4871	1
Astrephomene_genus_47772	1
Artomyces_genus_182276	1
Panus_genus_38807	1
Chinchaysuyoa_genus_2905215	1
Menura_genus_47691	1
Climacteris_genus_47694	1
Spongispora_genus_2338526	1
Zoopage_genus_2082959	1
Kokia_genus_47616	3
Apostictopterus_genus_2485973	1
Barca_genus_2485975	1
Tubastraea_genus_46699	1
Cerberus_genus_46266	1
Acrochordus_genus_39234	1
Reticulomyxa_genus_46432	1
Aparallactus_genus_46263	2
Diomedea_genus_37068	1
Patiriella_genus_46518	1
Branchipolynoe_genus_167792	1
Anagrus_genus_401871	1
Atlantisia_genus_2478891	1
Cerrena_genus_90311	1
Earliella_genus_239199	1
Trichophaea_genus_47212	1
Leopardus_genus_46841	1
Storeatula_genus_46949	1
Fimbriaphyllia_genus_2777048	1
Hyaloscypha_genus_47747	5
Chrysophaeum_genus_2483199	1
Nothophytophthora_genus_2025987	2
Stegana_genus_188292	1
Catalaphyllia_genus_46747	1
Polyblastidium_genus_2884779	1
Puffinus_genus_30453	2
Neolecta_genus_29825	1
Calotes_genus_48252	1
Anthoceros_genus_3233	1
Zoarces_genus_48415	1
Steatornis_genus_48434	1
Chrysosplenium_genus_23242	1
Meganyctiphanes_genus_48143	1
Druon_genus_2950611	1
Reclinomonas_genus_48482	1
Paradiscina_genus_3418891	1
Cryptoblepharus_genus_161939	1
Soucietia_genus_3315604	1
Fritillaria_genus_2507559	1
Sternarchorhynchus_genus_1740101	1
Enoplolaimus_genus_130209	1
Emericellopsis_genus_45244	3
Massarina_genus_45292	1
Tetragonia_genus_45317	1
Cucurbitaria_genus_45141	1
Amylocarpus_genus_45427	1
Teladorsagia_genus_94964	1
Pontederia_genus_16372	2
Phasmarhabditis_genus_359294	1
Turnix_genus_9247	1
Nectonema_genus_190569	1
Prasinocladus_genus_3162	1
Axilococcus_genus_2511174	1
Agarophyton_genus_2510776	1
Bullacta_genus_127532	1
Cynomys_genus_45478	1
Aeminium_genus_2518134	1
Hemignathus_genus_64797	1
Afrixalus_genus_39599	1
Resseliella_genus_650424	1
Potamilus_genus_52399	1
Portulaca_genus_3582	1
Steno_genus_46166	1
Astrammina_genus_46077	1
Corrigiola_genus_46117	1
Mimumesa_genus_421423	1
Pemphredon_genus_421402	1
Pratylenchus_genus_45927	1
Atopsyche_genus_177641	1
Rhinocypha_genus_476763	1
Arthonia_genus_39679	3
Phaeoplaca_genus_2962639	1
Middelhovenomyces_genus_1540074	1
Urticina_genus_45620	1
Breviolum_genus_2499524	1
Mesochordaeus_genus_2501293	1
Topomyia_genus_1245394	1
Chrysoparadoxa_genus_2498841	1
Phyllopsora_genus_99238	2
Emmonsiellopsis_genus_1745319	2
Shinisaurus_genus_52223	1
Myotisia_genus_2959711	1
Malawimonas_genus_136088	1
Marsdenia_genus_141490	1
Lepidochrysops_genus_689519	1
Sphaceloma_genus_49222	1
Mesocestoides_genus_53467	1
Neospermospora_genus_2819080	1
Toxorhynchites_genus_46207	1
Silphium_genus_53586	1
Kewa_genus_1836466	1
Pharnaceum_genus_169527	1
Cochlonema_genus_386462	1
Caecomyces_genus_4823	1
Eumorphobotys_genus_582086	1
Arthothelium_genus_92838	1
Paralvinella_genus_36109	1
Cumuliphoma_genus_2078542	1
Neocloeon_genus_2078956	1
Canariomyces_genus_129311	2
Dichomera_genus_310894	1
Tricladium_genus_223899	1
Antipathozoanthus_genus_908898	2
Paraescarpia_genus_167885	1
Megalonaias_genus_52374	1
Amoeboradix_genus_2109900	1
Eustoma_genus_52517	1
Mallomonas_genus_2988	1
Aphyosemion_genus_52652	1
Pachypanchax_genus_52662	1
Austrofundulus_genus_52669	1
Calopteryx_genus_52611	1
Meloe_genus_34750	1
Metahyphopichia_genus_2218486	1
Rudbeckia_genus_48209	1
Parsonsia_genus_69386	1
Hypnum_genus_49761	1
Ascophyllum_genus_52968	1
Pseudoverpa_genus_3138736	1
Pseudochondrostoma_genus_437167	1
Ephippiorhynchus_genus_52782	1
Plegadis_genus_33575	1
Radix_genus_55689	1
Elymus_genus_15492	1
Pallidohirschioporus_genus_3074114	1
Lagodon_genus_50350	1
Tripidium_genus_1612336	1
Pissodes_genus_49926	1
Geopyxis_genus_49968	1
Alloscopus_genus_2267847	1
Panonychus_genus_50022	1
Sitta_genus_50248	2
Arachnopeziza_genus_47751	1
Hymenotorrendiella_genus_2082975	1
Xenos_genus_32435	1
Priacma_genus_50549	1
Lepisma_genus_50585	1
Podura_genus_50588	1
Spondyliosoma_genus_50594	1
Metchnikovella_genus_2248763	1
Mimia_genus_2049249	1
Myrinia_genus_2201678	1
Telicota_genus_218765	1
Pergamasus_genus_99228	1
Tekliades_genus_2233760	1
Aurina_genus_1583090	2
Ectomis_genus_2049246	5
Euriphellus_genus_1583093	1
Zeutus_genus_2233770	1
Salantoia_genus_2233754	1
Duroca_genus_2233747	1
Lobotractus_genus_2233750	2
Porosira_genus_49259	1
Fucus_genus_3011	1
Cabassous_genus_48851	1
Solorina_genus_48863	1
Geospiza_genus_48881	1
Euperipatoides_genus_27570	1
Gaillardinia_genus_3312679	1
Cercis_genus_49800	1
Lachnum_genus_47817	1
Proliferodiscus_genus_47811	1
Sergentomyia_genus_59270	1
Archivesica_genus_1298642	1
Prostheceraeus_genus_107735	1
Cyanopsitta_genus_51901	1
Deroptyus_genus_51903	1
Corallus_genus_51859	1
Anilius_genus_51843	1
Anemonia_genus_6107	1
Muscidifurax_genus_7428	1
Synanceia_genus_13278	1
Catagonus_genus_51153	1
Iguana_genus_8516	1
Dissorhina_genus_2202869	1
Edwardzetes_genus_2202871	1
Latastia_genus_80449	1
Leptophis_genus_703965	1
Coniophanes_genus_427712	2
Atractaspis_genus_8599	2
Rhinophis_genus_39233	1
Agapanthus_genus_51426	1
Notamblyscirtes_genus_2201714	1
Pseudosarbia_genus_2201716	1
Wahydra_genus_2201722	1
Xenagama_genus_236746	1
Dasypeltis_genus_99588	1
Sinibrama_genus_194370	1
Aplodontia_genus_51341	1
Graphiurus_genus_51345	1
Chimarrichthys_genus_2202368	1
Enterobius_genus_51027	1
Sertania_genus_2211228	1
Zopfochytrium_genus_2709238	1
Lygus_genus_30084	1
Geosiphon_genus_50955	1
Rickenella_genus_50989	1
Bipalium_genus_51989	1
Stegonotus_genus_474073	1
Marteilia_genus_98370	1
Notocrypta_genus_218741	1
Oechydrus_genus_1583096	1
Oileides_genus_1583089	1
Paramimus_genus_2049252	1
Phareas_genus_355069	1
Alera_genus_2049211	1
Bibasis_genus_218715	1
Bolla_genus_993681	1
Chioides_genus_354848	2
Eracon_genus_354934	1
Butleria_genus_509351	2
Pholisora_genus_509452	1
Pseudodrephalys_genus_2049253	1
Racta_genus_1922295	1
Sarmientoia_genus_2049235	1
Taractrocera_genus_509494	1
Niconiades_genus_355017	1
Viola_genus_509528	1
Zestusa_genus_509521	1
Choranthus_genus_2201701	1
Cupitha_genus_2201706	1
Emmelus_genus_2201708	1
Euphyes_genus_354937	1
Gerosis_genus_1908727	1
Gorgopas_genus_2049247	1
Heliopetes_genus_509394	2
Nastra_genus_1908735	1
Nerula_genus_1583097	1
Brachyrhaphis_genus_51554	2
Nucella_genus_51626	1
Dendrostoma_genus_2170436	1
Pollicipes_genus_36136	1
Eriocrania_genus_41179	1
Chionoecetes_genus_41209	1
Plectranthus_genus_41227	1
Petrea_genus_41231	1
Glis_genus_41260	1
Nyctanthes_genus_41397	1
Polymyxa_genus_41455	1
Myrmecia_genus_114064	1
Abisara_genus_124351	1
Garcileccinum_genus_3103453	1
Australopilus_genus_2614625	1
Xanthosa_genus_2614011	1
Calephelis_genus_419707	3
Caria_genus_419708	1
Stalachtis_genus_1704444	1
Befrostia_genus_2614021	2
Pectenia_genus_1963813	2
Chalinula_genus_412831	1
Lanice_genus_41792	1
Rhodymenia_genus_2794	1
Bergia_genus_2723760	2
Phenganax_genus_1267113	3
Barthelona_genus_2654831	2
Melanogaster_genus_80614	1
Quaeritorhiza_genus_2728523	1
Marronus_genus_2654887	1
Retama_genus_49835	1
Penicilliopsis_genus_70110	1
Oryzaephilus_genus_41111	1
Xylogone_genus_756023	1
