genus,census_taxid,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,genome_pct_db,species_pct,direct_name_matches,direct_taxid_matches,hierarchical_taxid_matches,lineage_name_matches,total_matches,match_status,domain,isolate_count,isolate_percentage,novelty_factor,overrepresentation_factor
Alkalilimnicola,133193,2,9,0.0,0.0,12,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,7,58.33,0.5,2.0
Methanogenium,2195,14,75,0.0,0.01,12,6,0.0,0.01,0,0,6,0,6,matched,Archaea,6,50.0,2.333,0.429
Halomarina,871740,15,41,0.01,0.0,12,7,0.0,0.01,0,0,7,0,7,matched,Archaea,12,100.0,2.143,0.467
Catenibacillus,2316203,5,9,0.0,0.0,12,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,8.33,1.667,0.6
Silvanigrella,2024975,34,110,0.01,0.01,12,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,16.67,8.5,0.118
Thermogladius,477695,14,50,0.0,0.0,12,4,0.0,0.0,0,0,4,0,4,matched,Archaea,3,25.0,3.5,0.286
Tomitella,741759,3,6,0.0,0.0,12,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,10,83.33,0.6,1.667
Gleimia,2692113,1,1,0.0,0.0,12,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,9,75.0,0.167,6.0
Prochlorothrix,1222,7,23,0.0,0.0,12,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,8.33,2.333,0.429
Sinomicrobium,1434045,5,11,0.0,0.0,12,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,9,75.0,0.625,1.6
Breoghania,1406135,7,13,0.0,0.0,12,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,25.0,1.75,0.571
Thermocladium,62608,6,37,0.0,0.0,12,4,0.0,0.0,0,0,4,0,4,matched,Archaea,2,16.67,1.5,0.667
Actinocorallia,58108,7,105,0.0,0.01,12,12,0.0,0.01,0,0,12,0,12,matched,Bacteria,12,100.0,0.583,1.714
Zobellella,347533,6,31,0.0,0.0,12,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,12,100.0,0.75,1.333
Ponticoccus,2896773,11,29,0.0,0.0,12,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,10,83.33,2.75,0.364
Obesumbacterium,82982,2,2,0.0,0.0,12,1,0.0,0.0,0,0,1,0,1,matched,Bacteria,9,75.0,2.0,0.5
Zhihengliuella,370735,3,13,0.0,0.0,12,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,7,58.33,0.429,2.333
Anaerosalibacter,1347386,11,24,0.0,0.0,12,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,11,91.67,2.75,0.364
Gibbsiella,929812,2,17,0.0,0.0,12,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,9,75.0,0.667,1.5
Limnoraphis,1332112,3,4,0.0,0.0,12,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,6,50.0,1.0,1.0
Methylosarcina,160800,6,36,0.0,0.0,12,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,8.33,3.0,0.333
Brevifollis,1383070,5,57,0.0,0.0,12,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,8.33,2.5,0.4
Blastochloris,59282,3,28,0.0,0.0,12,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,5,41.67,0.6,1.667
Anaerosporobacter,653683,42,112,0.01,0.01,12,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,16.67,10.5,0.095
Pricia,1434034,13,19,0.0,0.0,12,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,16.67,4.333,0.231
Acidaminobacter,65402,43,104,0.01,0.01,12,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,16.67,10.75,0.093
Aliihoeflea,610116,5,15,0.0,0.0,12,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,4,33.33,1.0,1.0
Cephaloticoccus,1849551,54,650,0.02,0.05,12,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,16.67,18.0,0.056
Aestuariibacter,249523,29,62,0.01,0.0,11,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,27.27,7.25,0.138
Peptoclostridium,1481960,54,193,0.02,0.02,11,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,4,36.36,7.714,0.13
Phoenicibacter,1981050,6,9,0.0,0.0,11,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,2,18.18,3.0,0.333
Robbsia,2038280,6,16,0.0,0.0,11,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,10,90.91,1.5,0.667
Marinococcus,1370,22,48,0.01,0.0,11,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,10,90.91,3.143,0.318
Thermincola,278993,48,97,0.02,0.01,11,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,18.18,16.0,0.062
Perlucidibaca,661182,6,59,0.0,0.0,11,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,18.18,1.5,0.667
Oceanihabitans,2045416,1,2,0.0,0.0,11,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,6,54.55,0.2,5.0
Desulfonatronum,66848,15,74,0.01,0.01,11,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,7,63.64,1.875,0.533
Laceyella,292635,5,30,0.0,0.0,11,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,10,90.91,1.25,0.8
Pseudokineococcus,1156392,2,2,0.0,0.0,11,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,7,63.64,0.333,3.0
Aquisalimonas,406099,5,10,0.0,0.0,11,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,4,36.36,1.0,1.0
Humibacillus,556178,5,13,0.0,0.0,11,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,5,45.45,1.667,0.6
Flexivirga,1096776,2,14,0.0,0.0,11,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,9,81.82,0.222,4.5
Geoalkalibacter,392332,18,66,0.01,0.01,11,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,5,45.45,4.5,0.222
Nereida,282198,1,10,0.0,0.0,11,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,7,63.64,0.25,4.0
Hansschlegelia,444599,4,18,0.0,0.0,11,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,8,72.73,0.667,1.5
Caenispirillum,414051,4,19,0.0,0.0,11,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,4,36.36,1.0,1.0
Pseudaminobacter,93368,19,46,0.01,0.0,11,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,7,63.64,3.8,0.263
Hamadaea,1121254,2,10,0.0,0.0,11,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,5,45.45,0.4,2.5
Methyloligella,1485594,2,4,0.0,0.0,11,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,4,36.36,0.286,3.5
Exilispira,568400,17,156,0.01,0.01,11,1,0.0,0.0,0,0,1,0,1,matched,Bacteria,0,0.0,17.0,0.059
Sediminispirochaeta,1911556,181,522,0.06,0.04,11,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,18.18,45.25,0.022
Beijerinckia,532,9,49,0.0,0.0,11,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,5,45.45,1.286,0.778
Candidatus Atelocyanobacterium,1453359,3,11,0.0,0.0,11,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,2,18.18,1.5,0.667
Paucimonas,157932,3,13,0.0,0.0,11,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,2,18.18,1.5,0.667
Mobilitalea,1649471,11,23,0.0,0.0,11,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,9.09,5.5,0.182
Denitrobacterium,79603,3,24,0.0,0.0,11,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,18.18,1.0,1.0
Schumannella,472058,3,39,0.0,0.0,11,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,6,54.55,0.6,1.667
Thiohalospira,476278,2,7,0.0,0.0,11,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,9.09,1.0,1.0
Pelobacter,18,19,121,0.01,0.01,11,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,2,18.18,2.714,0.368
Alkalibacillus,331654,7,17,0.0,0.0,11,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,11,100.0,0.875,1.143
Seohaeicola,481178,3,5,0.0,0.0,11,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,9,81.82,0.429,2.333
Povalibacter,1538468,2,2,0.0,0.0,11,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,9.09,1.0,1.0
Tychonema,54312,25,246,0.01,0.02,11,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,9,81.82,3.571,0.28
Caldicoprobacter,715222,150,447,0.05,0.03,11,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,5,45.45,25.0,0.04
Sulfurirhabdus,1738658,12,26,0.0,0.0,11,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,2,18.18,6.0,0.167
Halarchaeum,744724,11,49,0.0,0.0,11,8,0.0,0.01,0,0,8,0,8,matched,Archaea,10,90.91,1.375,0.727
Acuticoccus,1904377,11,27,0.0,0.0,11,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,9,81.82,1.375,0.727
Saprospira,1007,25,94,0.01,0.01,11,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,4,36.36,8.333,0.12
Prolixibacter,314318,13,33,0.0,0.0,11,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,7,63.64,2.167,0.462
Hydrogenibacillus,1609627,4,7,0.0,0.0,11,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,7,63.64,1.333,0.75
Pyrodictium,2308,6,31,0.0,0.0,11,4,0.0,0.0,0,0,4,0,4,matched,Archaea,4,36.36,1.5,0.667
Anaerophaga,177399,14,28,0.0,0.0,11,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,2,18.18,7.0,0.143
Salinigranum,1644057,10,78,0.0,0.01,11,6,0.0,0.01,0,0,6,0,6,matched,Archaea,7,63.64,1.667,0.6
Wolinella,843,4,15,0.0,0.0,11,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,18.18,1.333,0.75
Thalassobacillus,331971,7,25,0.0,0.0,11,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,11,100.0,1.0,1.0
Eggerthia,1279384,2,11,0.0,0.0,11,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,3,27.27,1.0,1.0
Methylopila,61653,3,21,0.0,0.0,11,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,9,81.82,0.333,3.0
Arachidicoccus,1769012,12,29,0.0,0.0,11,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,6,54.55,2.0,0.5
Bibersteinia,476528,3,45,0.0,0.0,10,1,0.0,0.0,0,0,1,0,1,matched,Bacteria,10,100.0,3.0,0.333
Simiduia,447467,3,11,0.0,0.0,10,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,8,80.0,0.5,2.0
Acidisoma,512381,7,45,0.0,0.0,10,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,7,70.0,0.875,1.143
Zeaxanthinibacter,561554,11,72,0.0,0.01,10,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,3,30.0,3.667,0.273
Pleionea,1502941,1,9,0.0,0.0,10,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,5,50.0,0.167,6.0
Zavarziniaceae.U.genus,2844877,2,13,0.0,0.0,10,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,5,50.0,0.4,2.5
Marichromatium,85076,4,19,0.0,0.0,10,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,9,90.0,0.571,1.75
Thermoflexibacter,1938003,13,64,0.0,0.0,10,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,10.0,6.5,0.154
Alkalicoccus,2005375,2,11,0.0,0.0,10,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,9,90.0,0.25,4.0
Amphiplicatus,1519373,42,330,0.01,0.03,10,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,2,20.0,21.0,0.048
Acidibacter,1549619,166,2558,0.06,0.2,10,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,0,0.0,83.0,0.012
Malikia,263066,4,92,0.0,0.01,10,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,3,30.0,1.333,0.75
Kroppenstedtia,1274351,7,15,0.0,0.0,10,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,9,90.0,1.4,0.714
Crossiella,130795,64,243,0.02,0.02,10,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,10,100.0,8.0,0.125
Mobilicoccus,984996,4,17,0.0,0.0,10,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,4,40.0,1.0,1.0
Intestinibacillus,1928820,2,3,0.0,0.0,10,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,4,40.0,0.4,2.5
Rubritepida,182402,10,49,0.0,0.0,10,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,10.0,3.333,0.3
Herbidospora,28443,2,24,0.0,0.0,10,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,10,100.0,0.222,4.5
Zavarzinia,204446,3,9,0.0,0.0,10,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,5,50.0,0.6,1.667
Alkalimonas,265980,5,18,0.0,0.0,10,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,6,60.0,0.714,1.4
Salimicrobium,351195,6,31,0.0,0.0,10,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,10,100.0,0.857,1.167
Kamptonema,1501433,5,6,0.0,0.0,10,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,6,60.0,0.625,1.6
Odinarchaeia.U.genus,3067281,169,511,0.06,0.04,10,3,0.0,0.0,0,0,3,0,3,matched,Archaea,2,20.0,56.333,0.018
Macromonas,183669,2,9,0.0,0.0,10,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,20.0,0.5,2.0
Arcticibacterium,2173039,4,32,0.0,0.0,10,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,10.0,1.333,0.75
Haloterrigena,121871,25,132,0.01,0.01,10,7,0.0,0.01,0,0,7,0,7,matched,Archaea,10,100.0,3.571,0.28
Yimella,908935,1,6,0.0,0.0,10,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,7,70.0,0.143,7.0
Basfia,697331,1,9,0.0,0.0,10,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,10,100.0,0.5,2.0
Actinocatenispora,390988,2,9,0.0,0.0,10,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,8,80.0,0.4,2.5
Chitinibacter,230666,4,21,0.0,0.0,10,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,8,80.0,0.444,2.25
Paludibacterium,400060,17,140,0.01,0.01,10,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,8,80.0,2.429,0.412
Aestuariicella,1458243,11,19,0.0,0.0,10,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,6,60.0,1.833,0.545
Allobacillus,1400133,5,7,0.0,0.0,10,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,8,80.0,0.625,1.6
Caloranaerobacter,171003,6,20,0.0,0.0,10,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,6,60.0,1.5,0.667
Desulfocurvus,700595,5,14,0.0,0.0,10,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,20.0,1.25,0.8
Calditerrivibrio,545865,12,59,0.0,0.0,10,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,10.0,6.0,0.167
Jiella,1775688,1,4,0.0,0.0,10,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,10,100.0,0.111,9.0
Anaerospora,244825,36,104,0.01,0.01,10,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,10.0,18.0,0.056
Aquiflexum,280472,9,58,0.0,0.0,10,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,5,50.0,1.5,0.667
Planobispora,29298,2,4,0.0,0.0,10,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,10,100.0,0.5,2.0
Acidithrix,1609233,5,14,0.0,0.0,10,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,20.0,1.667,0.6
Halothece,76023,3,34,0.0,0.0,10,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,1,10.0,0.75,1.333
Aliikangiella,1920241,16,37,0.01,0.0,10,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,8,80.0,2.0,0.5
Ethanoligenens,253238,10,27,0.0,0.0,10,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,5,50.0,3.333,0.3
Leminorella,82980,3,11,0.0,0.0,10,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,9,90.0,1.5,0.667
Granulibacter,364409,9,62,0.0,0.0,10,1,0.0,0.0,0,0,1,0,1,matched,Bacteria,10,100.0,9.0,0.111
Pseudoruegeria,311411,15,34,0.01,0.0,10,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,5,50.0,2.143,0.467
Flexistipes,2351,4,28,0.0,0.0,10,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,10.0,2.0,0.5
Trabulsiella,158851,4,23,0.0,0.0,10,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,10,100.0,2.0,0.5
Oleiagrimonas,1649642,4,10,0.0,0.0,10,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,6,60.0,0.8,1.25
Mycoplana,13159,4,15,0.0,0.0,10,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,8,80.0,0.571,1.75
Nitrolancea,1206748,34,80,0.01,0.01,10,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,10.0,17.0,0.059
Pseudomaricurvus,1458243,3,3,0.0,0.0,10,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,6,60.0,0.5,2.0
Amphibacillus,29331,10,28,0.0,0.0,10,10,0.0,0.01,0,0,10,0,10,matched,Bacteria,8,80.0,1.0,1.0
Oceanispirochaeta,2035349,3,3,0.0,0.0,10,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,4,40.0,0.75,1.333
Fervidicoccus,685950,10,33,0.0,0.0,10,2,0.0,0.0,0,0,2,0,2,matched,Archaea,2,20.0,5.0,0.2
Rhodovarius,268408,14,87,0.0,0.01,9,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,22.22,3.5,0.286
Skermanella,204447,43,189,0.01,0.01,9,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,8,88.89,6.143,0.163
Planifilum,332100,15,47,0.01,0.0,9,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,33.33,3.75,0.267
Salibacterium,1884429,3,10,0.0,0.0,9,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,9,100.0,0.5,2.0
Pleomorphochaeta,1920504,3,14,0.0,0.0,9,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,11.11,1.5,0.667
Bryocella,1078860,11,60,0.0,0.0,9,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,11.11,3.667,0.273
Halopenitus,1209988,3,8,0.0,0.0,9,6,0.0,0.01,0,0,6,0,6,matched,Archaea,7,77.78,0.5,2.0
Aquipuribacter,1433988,3,13,0.0,0.0,9,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,9,100.0,0.6,1.667
Buchananella,2767323,1,1,0.0,0.0,9,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,7,77.78,0.5,2.0
Conchiformibius,334107,11,45,0.0,0.0,9,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,6,66.67,3.667,0.273
Panacibacter,1874621,1,3,0.0,0.0,9,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,22.22,0.333,3.0
Limibacillus,1848396,11,66,0.0,0.01,9,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,6,66.67,3.667,0.273
Eoetvoesia,1477505,3,6,0.0,0.0,9,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,6,66.67,1.5,0.667
Aquaspirillum,187,13,88,0.0,0.01,9,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,3,33.33,2.6,0.385
Sporobacter,44748,10,48,0.0,0.0,9,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,33.33,2.5,0.4
Haloechinothrix,1425377,1,1,0.0,0.0,9,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,7,77.78,0.167,6.0
Tepidibacillus,1494427,4,6,0.0,0.0,9,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,6,66.67,0.571,1.75
Lutispora,667112,82,148,0.03,0.01,9,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,22.22,27.333,0.037
Desulfoplanes,1634037,13,36,0.0,0.0,9,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,22.22,4.333,0.231
Nitrosococcus,1227,5,18,0.0,0.0,9,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,9,100.0,1.25,0.8
Melaminivora,1649468,3,37,0.0,0.0,9,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,6,66.67,0.75,1.333
Thermogemmatispora,768669,4,8,0.0,0.0,9,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,4,44.44,0.8,1.25
Desulfothermus,224474,6,14,0.0,0.0,9,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,3,33.33,2.0,0.5
Aquibacillus,1647190,5,10,0.0,0.0,9,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,9,100.0,0.625,1.6
Aestuariibaculum,1386924,4,7,0.0,0.0,9,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,8,88.89,0.571,1.75
Microbacter,1548510,12,81,0.0,0.01,9,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,3,33.33,2.4,0.417
Sanguibacteroides,1635148,7,10,0.0,0.0,9,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,5,55.56,2.333,0.429
Belnapia,365532,7,34,0.0,0.0,9,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,6,66.67,1.167,0.857
Pacificimonas,1960290,1,1,0.0,0.0,9,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,6,66.67,0.2,5.0
Iamia,467975,97,519,0.03,0.04,9,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,22.22,32.333,0.031
Ventosimonas,1827307,7,16,0.0,0.0,9,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,11.11,3.5,0.286
Thermanaerothrix,1077886,2,17,0.0,0.0,9,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,22.22,0.5,2.0
Algoriella,1762932,2,5,0.0,0.0,9,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,2,22.22,1.0,1.0
Halonotius,869896,52,129,0.02,0.01,9,9,0.0,0.01,0,0,9,0,9,matched,Archaea,6,66.67,5.778,0.173
Gloeocapsopsis,693222,2,10,0.0,0.0,9,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,8,88.89,0.667,1.5
Gryllotalpicola,1195526,6,22,0.0,0.0,9,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,6,66.67,0.857,1.167
Camelimonas,1017183,4,18,0.0,0.0,9,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,7,77.78,1.0,1.0
Paludisphaera,1763521,11,73,0.0,0.01,9,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,5,55.56,2.2,0.455
Weeksella,1013,7,16,0.0,0.0,9,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,8,88.89,1.75,0.571
Thermomonospora,2019,19,56,0.01,0.0,9,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,6,66.67,2.111,0.474
Cognatiyoonia,2211636,4,41,0.0,0.0,9,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,5,55.56,0.571,1.75
Fulvimarina,217510,3,14,0.0,0.0,9,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,7,77.78,0.429,2.333
Kyrpidia,1129704,4,28,0.0,0.0,9,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,6,66.67,1.333,0.75
Psychrilyobacter,623282,13,100,0.0,0.01,9,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,5,55.56,3.25,0.308
Halolactibacillus,306539,7,45,0.0,0.0,9,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,8,88.89,1.4,0.714
Tumebacillus,432330,66,414,0.02,0.03,9,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,8,88.89,8.25,0.121
Soehngenia,253255,17,110,0.01,0.01,9,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,22.22,4.25,0.235
Thermodiscus,54249,6,12,0.0,0.0,9,2,0.0,0.0,0,0,2,0,2,matched,Archaea,0,0.0,3.0,0.333
Iodidimonas,2066486,11,95,0.0,0.01,9,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,9,100.0,1.571,0.636
Telluribacter,1949218,2,2,0.0,0.0,9,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,3,33.33,0.667,1.5
Marisediminicola,1230698,5,15,0.0,0.0,9,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,6,66.67,0.714,1.4
Methylovorus,81682,4,51,0.0,0.0,9,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,7,77.78,0.5,2.0
Cystobacter,42,8,85,0.0,0.01,9,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,6,66.67,2.0,0.5
Allochromatium,85072,7,27,0.0,0.0,8,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,6,75.0,1.4,0.714
Helcobacillus,1161125,7,13,0.0,0.0,8,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,8,100.0,3.5,0.286
Soonwooa,944321,3,7,0.0,0.0,8,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,25.0,1.0,1.0
Falsirhodobacter,1434002,12,24,0.0,0.0,8,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,8,100.0,1.5,0.667
Alloiococcus,1651,9,29,0.0,0.0,8,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,4,50.0,3.0,0.333
Aestuariivivens,1820275,2,4,0.0,0.0,8,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,8,100.0,0.4,2.5
Cryptosporangium,65502,2,37,0.0,0.0,8,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,8,100.0,0.286,3.5
Bernardetia,1937972,5,84,0.0,0.01,8,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,5,62.5,0.833,1.2
Tropicibacter,599653,11,19,0.0,0.0,8,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,8,100.0,1.571,0.636
Silvimonas,300264,2,12,0.0,0.0,8,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,6,75.0,0.333,3.0
Schleiferia,1333716,45,112,0.02,0.01,8,1,0.0,0.0,0,0,1,0,1,matched,Bacteria,3,37.5,45.0,0.022
Hathewaya,1769729,2,7,0.0,0.0,8,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,8,100.0,0.5,2.0
Chlorogloeopsis,1123,5,21,0.0,0.0,8,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,7,87.5,1.667,0.6
Pseudoscardovia,1302778,2,7,0.0,0.0,8,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,6,75.0,1.0,1.0
Pilimelia,53370,2,6,0.0,0.0,8,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,4,50.0,0.5,2.0
