genus,census_taxid,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,genome_pct_db,species_pct,direct_name_matches,direct_taxid_matches,hierarchical_taxid_matches,lineage_name_matches,total_matches,match_status,domain,isolate_count,isolate_percentage,novelty_factor,overrepresentation_factor
Diplophrys,138668,17,26,0.02,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Amphitrema,1287651,16,60,0.02,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Encentrum,360660,16,25,0.02,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Petalomonas,56451,16,26,0.02,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
MAST-12C,N/A,15,27,0.02,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Paracalanus,163471,15,324,0.02,0.08,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Gregarinomorphea.U.genus,N/A,15,80,0.02,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Allobodo,2571230,14,30,0.02,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Eudiaptomus,251516,14,901,0.02,0.22,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Polychaos,2663723,14,43,0.02,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Cercomonadidae_X,45108,13,26,0.02,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Leohumicola,290614,13,81,0.02,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
OLIGO2_X,N/A,13,158,0.02,0.04,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Rigifila,1237874,13,17,0.02,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Dino-Group-II_XX,N/A,12,29,0.02,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Micronuclearia,238745,12,28,0.02,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Plagiostomum,84130,12,25,0.02,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Tetrachaetum,253301,12,36,0.02,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Tobrilus,327476,11,65,0.02,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Nucleariidae_Nuclearia_2_X,154966,11,30,0.02,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chloroparva,948560,10,17,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Notosolenus,186759,10,15,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pterocystida_XXX,2607628,10,24,0.01,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Reophax,212491,10,34,0.01,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Trepomonas,44997,10,23,0.01,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Vampyrella,941459,10,18,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Astrorhiza,46079,9,9,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Evaginogenida_X,163659,9,17,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Plectonchus,114872,9,71,0.01,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Ventrifissura,1938507,9,9,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Prodesmodora,293849,8,10,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Thaumatomonas,45099,8,9,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
LKM74-lineage_X,N/A,8,10,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Clavicaudoides,266273,8,142,0.01,0.04,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
ARMOP1_X,N/A,6,9,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Ascomorpha,360654,6,7,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Cryptodifflugia,1078833,6,11,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Eimeriida.U.genus,N/A,6,20,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Nematostelium,661164,6,8,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pseudovorticella,310678,6,76,0.01,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Sandona,1239209,6,9,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
epibiont,N/A,6,29,0.01,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Ripidomyxa,266049,5,6,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Penthaleus,296206,5,143,0.01,0.04,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Novel-Clade-4_X,N/A,5,6,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Metridia,114066,5,70,0.01,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Guepiniopsis,143596,5,5,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Hyplorynchus,N/A,5,10,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Cryptococcus,79213,5,5,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Choanocystis,299888,5,6,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Centropages,136182,5,13,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Actinosphaerium,238766,5,14,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Cryomonadida.U.genus,589444,5,7,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
OLIGO5_XX,N/A,4,4,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Rhynchomonas,127149,4,14,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Protaspa,1938521,4,4,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Parhypochthonius,229752,4,6,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Paradinida_XX,N/A,4,5,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Paracercomonas,372085,4,4,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Mataza-lineage_X,1004929,4,5,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Limnofilidae_X,1938435,4,6,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Diaphanosoma,117531,4,5,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Cyclops,263416,4,5,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
CCW10-lineage_X,N/A,4,6,0.01,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Bosmina,27402,4,43,0.01,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Anomalocera,310561,4,55,0.01,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Hartmannulidae_X,247151,3,6,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Protacanthamoeba,325061,3,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
NC12B-lineage_X,N/A,3,11,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
MAST-3E,N/A,3,7,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Loimia,153626,3,6,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Spermatozopsis,3191,3,12,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Filosa-Thecofilosea_XXX,1004930,3,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Allantion,188942,3,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Adelina,203141,3,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Acanthopodida.U.genus,N/A,3,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Ceratium,2915,3,65,0.0,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Glissomonadida_XX,1238681,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Thaumatomonadida_XX,188944,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Sphaerozoum,65589,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Phryganella,2217852,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Nibbleromonas,3004211,2,9,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Mattesia,238095,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Scrippsiella,54902,2,7,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Farlowiella,286006,2,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Cryothecomonas,151025,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Corallicolla,N/A,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Cercomonadidae.U.genus,45108,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Alphamonadea_ALPH1,N/A,2,10,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Alaimus,211208,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Endo5-lineage_XXX,N/A,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Heterolepidoderma,78241,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Surapoda,1454509,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Nebulomonas,3004453,1,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Massisteria,127226,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Massaria,45312,1,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Leptodora,77706,1,7,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Cryomonadida_XX,589444,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Halodaphnea,414971,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Group-Te,N/A,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Echinamoeba,136449,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Craniata_XXX,89593 Craniata,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Campanella,168241,1,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Ankistrodesmus,3108,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Ubysseya,3004335,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
