genus,census_taxid,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,genome_pct_db,species_pct,direct_name_matches,direct_taxid_matches,hierarchical_taxid_matches,lineage_name_matches,total_matches,match_status,domain,isolate_count,isolate_percentage,novelty_factor,overrepresentation_factor
Exophiala,5583,48,94,0.07,0.02,109,20,0.18,0.08,0,0,20,0,20,matched,Eukaryota,106,97.25,2.4,0.417
Rhizopus,4842,67,969,0.09,0.24,108,7,0.18,0.03,0,0,7,0,7,matched,Eukaryota,108,100.0,9.571,0.104
Chlorophyceae.U.genus,3166,10,62,0.01,0.02,106,74,0.18,0.31,0,0,74,0,74,matched,Eukaryota,100,94.34,0.135,7.4
Rotifera_XX.U.genus,10190,113,1652,0.16,0.41,104,23,0.18,0.09,0,0,23,0,23,matched,Eukaryota,88,84.62,4.913,0.204
Malassezia,55193,298,11722,0.42,2.92,104,21,0.18,0.09,0,0,21,0,21,matched,Eukaryota,93,89.42,14.19,0.07
Opalozoa.U.genus,2683629,218,1086,0.31,0.27,103,22,0.17,0.09,0,0,22,0,22,matched,Eukaryota,35,33.98,9.909,0.101
Amoebozoa.U.genus,554915,4214,15143,5.94,3.77,99,63,0.17,0.26,0,0,63,0,63,matched,Eukaryota,95,95.96,66.889,0.015
Schizosaccharomyces,4895,2,13,0.0,0.0,94,8,0.16,0.03,0,0,8,0,8,matched,Eukaryota,93,98.94,0.25,4.0
Debaryomyces,4958,1,1,0.0,0.0,94,15,0.16,0.06,0,0,15,0,15,matched,Eukaryota,44,46.81,0.067,15.0
Blastocystis,12967,72,618,0.1,0.15,91,15,0.15,0.06,0,0,15,0,15,matched,Eukaryota,25,27.47,4.8,0.208
Cryptosporidiidae.U.genus,35082,6,8,0.01,0.0,87,20,0.15,0.08,0,0,20,0,20,matched,Eukaryota,86,98.85,0.3,3.333
Cryptosporidium15,5806,3,3,0.0,0.0,87,20,0.15,0.08,0,0,20,0,20,matched,Eukaryota,86,98.85,0.15,6.667
Cryptosporidium13,5806,3,4,0.0,0.0,87,20,0.15,0.08,0,0,20,0,20,matched,Eukaryota,86,98.85,0.15,6.667
Cryptosporidium4,5806,2,2,0.0,0.0,87,20,0.15,0.08,0,0,20,0,20,matched,Eukaryota,86,98.85,0.1,10.0
Cryptosporidium1,5806,50,922,0.07,0.23,87,20,0.15,0.08,0,0,20,0,20,matched,Eukaryota,86,98.85,2.5,0.4
Chlorellales_X.U.genus,35460,255,2704,0.36,0.67,82,38,0.14,0.16,0,0,38,0,38,matched,Eukaryota,80,97.56,6.711,0.149
Trypanosoma,5690,85,824,0.12,0.21,82,23,0.14,0.09,0,0,23,0,23,matched,Eukaryota,82,100.0,3.696,0.271
Chlorellales_XX,35460,25,93,0.04,0.02,82,38,0.14,0.16,0,0,38,0,38,matched,Eukaryota,80,97.56,0.658,1.52
Zymoseptoria,1047167,16,52,0.02,0.01,79,6,0.13,0.02,0,0,6,0,6,matched,Eukaryota,79,100.0,2.667,0.375
Bathycoccus,41874,15,99,0.02,0.02,74,10,0.13,0.04,0,0,10,0,10,matched,Eukaryota,37,50.0,1.5,0.667
Oribatida,66551,16,24,0.02,0.01,73,65,0.12,0.27,0,0,65,0,65,matched,Eukaryota,71,97.26,0.246,4.062
Rhizaria.U.genus,543769,2,3,0.0,0.0,72,18,0.12,0.07,0,0,18,0,18,matched,Eukaryota,67,93.06,0.111,9.0
Pythium,4797,302,870,0.43,0.22,71,46,0.12,0.19,0,0,46,0,46,matched,Eukaryota,71,100.0,6.565,0.152
Chlamydomonadales_X.U.genus,3042,191,1360,0.27,0.34,70,44,0.12,0.18,0,0,44,0,44,matched,Eukaryota,66,94.29,4.341,0.23
Branchiopoda.U.genus,6658,100,673,0.14,0.17,60,28,0.1,0.12,0,0,28,0,28,matched,Eukaryota,53,88.33,3.571,0.28
Corynespora,59585,55,265,0.08,0.07,58,2,0.1,0.01,0,0,2,0,2,matched,Eukaryota,58,100.0,27.5,0.036
Plasmodium4,418103,4,6,0.01,0.0,52,10,0.09,0.04,0,0,10,0,10,matched,Eukaryota,52,100.0,0.4,2.5
Plasmodium1,418103,44,404,0.06,0.1,52,10,0.09,0.04,0,0,10,0,10,matched,Eukaryota,52,100.0,4.4,0.227
Plasmodium2,418103,10,35,0.01,0.01,52,10,0.09,0.04,0,0,10,0,10,matched,Eukaryota,52,100.0,1.0,1.0
Neocallimastigaceae.U.genus,29007,6,69,0.01,0.02,50,9,0.08,0.04,0,0,9,0,9,matched,Eukaryota,32,64.0,0.667,1.5
Neocallimastigomycota_XXX,451455,54,78,0.08,0.02,50,9,0.08,0.04,0,0,9,0,9,matched,Eukaryota,32,64.0,6.0,0.167
Bacillariophyceae_XXX,33849,8,29,0.01,0.01,50,34,0.08,0.14,0,0,34,0,34,matched,Eukaryota,41,82.0,0.235,4.25
Glycine,3846,85,1830,0.12,0.46,50,5,0.08,0.02,0,0,5,0,5,matched,Eukaryota,50,100.0,17.0,0.059
Dinoflagellata.U.genus,2864,22,28,0.03,0.01,48,33,0.08,0.14,0,0,33,0,33,matched,Eukaryota,48,100.0,0.667,1.5
Dinophyceae.U.genus,2864,1090,4487,1.54,1.12,48,33,0.08,0.14,0,0,33,0,33,matched,Eukaryota,48,100.0,33.03,0.03
Dinophyceae_XXX,2864,14,19,0.02,0.0,48,33,0.08,0.14,0,0,33,0,33,matched,Eukaryota,48,100.0,0.424,2.357
Thalassiosirales.U.genus,33847,53,222,0.07,0.06,45,34,0.08,0.14,0,0,34,0,34,matched,Eukaryota,38,84.44,1.559,0.642
Trichosporon,5552,42,252,0.06,0.06,44,13,0.07,0.05,0,0,13,0,13,matched,Eukaryota,43,97.73,3.231,0.31
Lipomyces,29828,3,6,0.0,0.0,44,19,0.07,0.08,0,0,19,0,19,matched,Eukaryota,44,100.0,0.158,6.333
Hexamitidae.U.genus,5739,484,3018,0.68,0.75,41,4,0.07,0.02,0,0,4,0,4,matched,Eukaryota,41,100.0,121.0,0.008
Rhizophagus,1129544,236,4813,0.33,1.2,41,7,0.07,0.03,0,0,7,0,7,matched,Eukaryota,41,100.0,33.714,0.03
Discosea_X.U.genus,555280,28,93,0.04,0.02,41,27,0.07,0.11,0,0,27,0,27,matched,Eukaryota,38,92.68,1.037,0.964
Neocallimastix,4756,3,4,0.0,0.0,40,3,0.07,0.01,0,0,3,0,3,matched,Eukaryota,28,70.0,1.0,1.0
Populus,3689,16,126,0.02,0.03,39,18,0.07,0.07,0,0,18,0,18,matched,Eukaryota,39,100.0,0.889,1.125
Oligohymenophorea.U.genus,6020,339,1781,0.48,0.44,38,19,0.06,0.08,0,0,19,0,19,matched,Eukaryota,37,97.37,17.842,0.056
Podospora,5144,6,12,0.01,0.0,38,13,0.06,0.05,0,0,13,0,13,matched,Eukaryota,38,100.0,0.462,2.167
Babesia6,5864,3,68,0.0,0.02,35,12,0.06,0.05,0,0,12,0,12,matched,Eukaryota,33,94.29,0.25,4.0
Sphaeropleales.U.genus,35491,56,214,0.08,0.05,35,29,0.06,0.12,0,0,29,0,29,matched,Eukaryota,33,94.29,1.931,0.518
Sphaeropleales_XX,35491,1,2,0.0,0.0,35,29,0.06,0.12,0,0,29,0,29,matched,Eukaryota,33,94.29,0.034,29.0
Babesiidae.U.genus,32594,20,90,0.03,0.02,35,12,0.06,0.05,0,0,12,0,12,matched,Eukaryota,33,94.29,1.667,0.6
Daphnia,6668,10,26,0.01,0.01,34,10,0.06,0.04,0,0,10,0,10,matched,Eukaryota,27,79.41,1.0,1.0
Mortierella,4855,6,6,0.01,0.0,34,20,0.06,0.08,0,0,20,0,20,matched,Eukaryota,34,100.0,0.3,3.333
Russula,5402,71,776,0.1,0.19,32,23,0.05,0.09,0,0,23,0,23,matched,Eukaryota,32,100.0,3.087,0.324
Acanthamoeba,5754,104,748,0.15,0.19,31,21,0.05,0.09,0,0,21,0,21,matched,Eukaryota,30,96.77,4.952,0.202
Acanthamoebidae_X,33677,16,22,0.02,0.01,31,21,0.05,0.09,0,0,21,0,21,matched,Eukaryota,30,96.77,0.762,1.312
Ostreococcus,70447,293,6432,0.41,1.6,30,12,0.05,0.05,0,0,12,0,12,matched,Eukaryota,9,30.0,24.417,0.041
Chlamydomonas,3052,23,107,0.03,0.03,30,17,0.05,0.07,0,0,17,0,17,matched,Eukaryota,30,100.0,1.353,0.739
Danio,7954,65,111,0.09,0.03,30,8,0.05,0.03,0,0,8,0,8,matched,Eukaryota,30,100.0,8.125,0.123
Eimeria1,5800,68,535,0.1,0.13,29,17,0.05,0.07,0,0,17,0,17,matched,Eukaryota,28,96.55,4.0,0.25
Phialophora,5600,15,31,0.02,0.01,28,6,0.05,0.02,0,0,6,0,6,matched,Eukaryota,28,100.0,2.5,0.4
Rhizophydiales_XX,451442,157,593,0.22,0.15,28,13,0.05,0.05,0,0,13,0,13,matched,Eukaryota,28,100.0,12.077,0.083
Apis,7459,236,762,0.33,0.19,28,6,0.05,0.02,0,0,6,0,6,matched,Eukaryota,28,100.0,39.333,0.025
Rhizophydiales.U.genus,451442,29,107,0.04,0.03,28,13,0.05,0.05,0,0,13,0,13,matched,Eukaryota,28,100.0,2.231,0.448
Heterodera,34509,228,2028,0.32,0.51,27,10,0.05,0.04,0,0,10,0,10,matched,Eukaryota,27,100.0,22.8,0.044
Tetramitia_I_XX,2601529,58,319,0.08,0.08,26,9,0.04,0.04,0,0,9,0,9,matched,Eukaryota,19,73.08,6.444,0.155
Tetramitia_I.U.genus,2601529,200,796,0.28,0.2,26,9,0.04,0.04,0,0,9,0,9,matched,Eukaryota,19,73.08,22.222,0.045
Schistosoma,6181,190,955,0.27,0.24,26,13,0.04,0.05,0,0,13,0,13,matched,Eukaryota,26,100.0,14.615,0.068
Chytridiales_XX,4810,1,5,0.0,0.0,26,22,0.04,0.09,0,0,22,0,22,matched,Eukaryota,26,100.0,0.045,22.0
Heterolobosea.U.genus,5752,896,4751,1.26,1.18,26,9,0.04,0.04,0,0,9,0,9,matched,Eukaryota,19,73.08,99.556,0.01
Sorghum,4558,1,2,0.0,0.0,26,1,0.04,0.0,0,1,0,0,1,matched,Eukaryota,26,100.0,1.0,1.0
Thalassiosira,35127,309,6048,0.44,1.51,22,18,0.04,0.07,0,0,18,0,18,matched,Eukaryota,18,81.82,17.167,0.058
Paramecium,5884,65,547,0.09,0.14,22,10,0.04,0.04,0,0,10,0,10,matched,Eukaryota,22,100.0,6.5,0.154
Labyrinthulomycetes.U.genus,35131,19,33,0.03,0.01,21,20,0.04,0.08,0,0,20,0,20,matched,Eukaryota,21,100.0,0.95,1.053
Pristionchus,54125,70,366,0.1,0.09,21,8,0.04,0.03,0,0,8,0,8,matched,Eukaryota,21,100.0,8.75,0.114
Rattus,10114,58,114,0.08,0.03,20,2,0.03,0.01,0,0,2,0,2,matched,Eukaryota,20,100.0,29.0,0.034
Mastigamoebida.U.genus,2682482,1,2,0.0,0.0,20,7,0.03,0.03,0,0,7,0,7,matched,Eukaryota,20,100.0,0.143,7.0
Nannochloropsis,5748,39,315,0.06,0.08,19,6,0.03,0.02,0,0,6,0,6,matched,Eukaryota,19,100.0,6.5,0.154
Coccidioides,5500,11,17,0.02,0.0,18,2,0.03,0.01,0,0,2,0,2,matched,Eukaryota,18,100.0,5.5,0.182
Batrachochytrium,100474,3,45,0.0,0.01,17,2,0.03,0.01,0,0,2,0,2,matched,Eukaryota,17,100.0,1.5,0.667
Cladophialophora,82105,1,6,0.0,0.0,17,9,0.03,0.04,0,0,9,0,9,matched,Eukaryota,17,100.0,0.111,9.0
Theileria1,5873,101,1221,0.14,0.3,17,7,0.03,0.03,0,0,7,0,7,matched,Eukaryota,17,100.0,14.429,0.069
Culex,53527,62,345,0.09,0.09,16,5,0.03,0.02,0,0,5,0,5,matched,Eukaryota,16,100.0,12.4,0.081
Skeletonema,2842,1,1,0.0,0.0,13,8,0.02,0.03,0,0,8,0,8,matched,Eukaryota,10,76.92,0.125,8.0
Taphrina,5010,17,80,0.02,0.02,13,9,0.02,0.04,0,0,9,0,9,matched,Eukaryota,13,100.0,1.889,0.529
Teratosphaeria,237584,29,32,0.04,0.01,13,8,0.02,0.03,0,0,8,0,8,matched,Eukaryota,12,92.31,3.625,0.276
Lecanicillium,291363,225,1334,0.32,0.33,12,7,0.02,0.03,0,0,7,0,7,matched,Eukaryota,12,100.0,32.143,0.031
Mrakia,29901,11,95,0.02,0.02,12,8,0.02,0.03,0,0,8,0,8,matched,Eukaryota,12,100.0,1.375,0.727
Ectocarpus,2879,77,666,0.11,0.17,12,9,0.02,0.04,0,0,9,0,9,matched,Eukaryota,12,100.0,8.556,0.117
Anolis,28376,4,42,0.01,0.01,11,8,0.02,0.03,0,0,8,0,8,matched,Eukaryota,8,72.73,0.5,2.0
Bicoecea_XXX,33651,7,9,0.01,0.0,11,6,0.02,0.02,0,0,6,0,6,matched,Eukaryota,9,81.82,1.167,0.857
Bicoecea.U.genus,33651,280,1227,0.39,0.31,11,6,0.02,0.02,0,0,6,0,6,matched,Eukaryota,9,81.82,46.667,0.021
Auxenochlorella,191392,23,524,0.03,0.13,11,4,0.02,0.02,0,0,4,0,4,matched,Eukaryota,11,100.0,5.75,0.174
Blastocladiomycetes.U.genus,451460,3,4,0.0,0.0,10,8,0.02,0.03,0,0,8,0,8,matched,Eukaryota,10,100.0,0.375,2.667
Ditylenchus,166009,4,4,0.01,0.0,9,3,0.02,0.01,0,0,3,0,3,matched,Eukaryota,9,100.0,1.333,0.75
Perkinsida_XXX,27998,221,1396,0.31,0.35,9,4,0.02,0.02,0,0,4,0,4,matched,Eukaryota,9,100.0,55.25,0.018
Perkinsida_X.U.genus,27998,29,74,0.04,0.02,9,4,0.02,0.02,0,0,4,0,4,matched,Eukaryota,9,100.0,7.25,0.138
Ichthyophonida_XXX,198625,6,11,0.01,0.0,8,6,0.01,0.02,0,0,6,0,6,matched,Eukaryota,8,100.0,1.0,1.0
Brachypodium,15367,7,18,0.01,0.0,8,4,0.01,0.02,0,0,4,0,4,matched,Eukaryota,8,100.0,1.75,0.571
Chrysaora,6147,13,32,0.02,0.01,7,5,0.01,0.02,0,0,5,0,5,matched,Eukaryota,7,100.0,2.6,0.385
Piromyces,4821,1,6,0.0,0.0,7,3,0.01,0.01,0,0,3,0,3,matched,Eukaryota,2,28.57,0.333,3.0
Cercozoa.U.genus,136419,1152,3275,1.62,0.82,7,5,0.01,0.02,0,0,5,0,5,matched,Eukaryota,6,85.71,230.4,0.004
Cercozoa_XXXX,136419,12,21,0.02,0.01,7,5,0.01,0.02,0,0,5,0,5,matched,Eukaryota,6,85.71,2.4,0.417
Smittium,4888,60,247,0.08,0.06,7,6,0.01,0.02,0,0,6,0,6,matched,Eukaryota,7,100.0,10.0,0.1
Chloropicon,2302914,15,50,0.02,0.01,7,4,0.01,0.02,0,0,4,0,4,matched,Eukaryota,7,100.0,3.75,0.267
Conus,6490,45,225,0.06,0.06,6,6,0.01,0.02,0,0,6,0,6,matched,Eukaryota,6,100.0,7.5,0.133
Xenopus,262014,5,9,0.01,0.0,6,4,0.01,0.02,0,0,4,0,4,matched,Eukaryota,6,100.0,1.25,0.8
Crassostrea,6564,13,29,0.02,0.01,6,4,0.01,0.02,0,0,4,0,4,matched,Eukaryota,6,100.0,3.25,0.308
Hyaloscypha,47747,40,131,0.06,0.03,6,5,0.01,0.02,0,0,5,0,5,matched,Eukaryota,6,100.0,8.0,0.125
Endomyxa-Ascetosporea_XXX,1871466,4,8,0.01,0.0,6,6,0.01,0.02,0,0,6,0,6,matched,Eukaryota,4,66.67,0.667,1.5
Cafeteria,33652,18,75,0.03,0.02,6,2,0.01,0.01,0,0,2,0,2,matched,Eukaryota,5,83.33,9.0,0.111
Ulva,3118,55,176,0.08,0.04,6,4,0.01,0.02,0,0,4,0,4,matched,Eukaryota,6,100.0,13.75,0.073
Euglenida.U.genus,3035,1526,5350,2.15,1.33,5,3,0.01,0.01,0,0,3,0,3,matched,Eukaryota,5,100.0,508.667,0.002
Phytomonas,5706,3,7,0.0,0.0,5,4,0.01,0.02,0,0,4,0,4,matched,Eukaryota,5,100.0,0.75,1.333
Aureococcus,44055,36,182,0.05,0.05,5,1,0.01,0.0,0,0,1,0,1,matched,Eukaryota,5,100.0,36.0,0.028
Strigomonas,1003010,6,30,0.01,0.01,4,3,0.01,0.01,0,0,3,0,3,matched,Eukaryota,4,100.0,2.0,0.5
