Genus,GTDB_Domain,NCBI_Domain,Database_Presence,Match_Status,Anchor_Type,GTDB_Genome_Count,GTDB_Species_Count,NCBI_Genome_Count,NCBI_Species_Count
Phytobacter,Bacteria,Bacteria,Both,Match,Direct_Name,43,1,43,9
Phytohabitans,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,11,7
Phytohalomonas,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Phytomonospora,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,4,3
Picrophilus,Archaea,Archaea,Both,Match,Direct_Name,3,1,3,2
Pigmentiphaga,Bacteria,Bacteria,Both,Match,Direct_Name,22,1,30,15
Pikeienuella,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,5,2
Pilibacter,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,1,1
Pilimelia,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,8,4
Pinibacter,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,2,2
Pinirhizobacter,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,5,2
Pinisolibacter,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,4,2
Pirellula,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,45,2,146,4
Pirellulimonas,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Piscibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,5,2
Pisciglobus,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,1
Piscinibacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,15,1,63,11
Piscirickettsia,Bacteria,Bacteria,Both,Match,Direct_Name,90,1,91,2
Pistricoccus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,3,1
Planctobacterium,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,4,1
Planctomicrobium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,4,1,40,3
Planctomonas,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,3,3
Planctomyces,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI,20,1,93,6
Planctopirus,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,3,3
Planifilum,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,6,3
Planktomarina,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,105,1,337,4
Planktosalinus,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,5,3
Planktotalea,Bacteria,Bacteria,Both,Match,Direct_Name,14,1,19,4
Planktothricoides,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,4,2
Planktothrix,Bacteria,Bacteria,Both,Match,Direct_Name,67,1,101,18
Planobispora,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,10,4
Planococcus,Bacteria,Bacteria,Both,Match,Direct_Name,94,1,153,1
Planomonospora,Bacteria,Bacteria,Both,Match,Direct_Name,9,2,15,8
Planosporangium,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,7,4
Planotetraspora,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,13,7
Plantactinospora,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,24,20
Plantibacter,Bacteria,Bacteria,Both,Match,Direct_Name,28,1,34,27
Plasticicumulans,Bacteria,Bacteria,Both,Match,Direct_Name,4,2,21,3
Plastoroseomonas,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,3,2
Pleionea,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,6,5
Pleomorphochaeta,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI,6,1,5,2
Pleomorphomonas,Bacteria,Bacteria,Both,Match,Direct_Name,17,1,16,11
Pleomorphovibrio,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,1,1
Plesiocystis,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Plesiomonas,Bacteria,Bacteria,Both,Match,Direct_Name,43,1,67,5
Pluralibacter,Bacteria,Bacteria,Both,Match,Direct_Name,27,1,91,7
Pokkaliibacter,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,5,3
Polaribacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,221,2,449,70
Polaromonas,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,165,1,437,43
Pollutimonas,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,10,7
Polyangium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,11,1,22,11
Polycladomyces,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,3,3
Polycyclovorans,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,13,3
Polymorphospora,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,8,5
Polymorphum,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,2,2
Polynucleobacter,Bacteria,Bacteria,Both,Match,Direct_Name,649,1,483,142
Polystyrenella,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,1,1
Pontibaca,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,3,2
Pontibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,13,2,16,10
Pontibacter,Bacteria,Bacteria,Both,Match,Direct_Name,59,1,83,60
Pontibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,15,3
Ponticaulis,Bacteria,Bacteria,Both,Match,Direct_Name,14,1,17,4
Ponticoccus,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,39,39
Pontiella,Bacteria,Bacteria,Both,Match,Direct_Name,29,1,26,4
Pontimicrobium,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,3,3
Pontimonas,Bacteria,Bacteria,Both,Match,Direct_Name,48,1,110,3
Pontivivens,Bacteria,Bacteria,Both,Match,Direct_Name,3,2,7,4
Pontixanthobacter,Bacteria,Bacteria,Both,Match,Direct_Name,13,1,15,7
Porcincola,Bacteria,Bacteria,Both,Match,Direct_Name,92,1,8,2
Porcipelethomonas,Bacteria,Bacteria,Both,Match,Direct_Name,197,1,4,2
Poriferisphaera,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,1,1
Poritiphilus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Porphyromonas,Bacteria,Bacteria,Both,Match,Direct_Name,383,2,848,37
Portibacter,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,4,3
Porticoccus,Bacteria,Bacteria,Both,Match,Direct_Name,54,1,85,6
Poseidonibacter,Bacteria,Bacteria,Both,Match,Direct_Name,20,1,12,6
Poseidonocella,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,3,3
Posidoniimonas,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,2
Povalibacter,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,11,2
Pradoshia,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,4,4
Pragia,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,6,1
Prauserella,Bacteria,Bacteria,Both,Match,Direct_Name,21,3,30,18
Prevotella,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,5985,1,6323,290
Pricia,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,10,3
Priestia,Bacteria,Bacteria,Both,Match,Direct_Name,377,2,692,50
Primorskyibacter,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,7,5
Prochlorococcus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,715,5,1377,752
Prochloron,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,4,1,7,4
Prochlorothrix,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,6,3
Profundibacter,Bacteria,Bacteria,Both,Match,Direct_Name,16,1,1,1
Profundibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Profundicola,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,2,1
Prolixibacter,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,9,6
Promethearchaeum,Archaea,Archaea,Both,Match,Accession_Mapped_GTDB_to_NCBI,4,1,7,2
Promicromonospora,Bacteria,Bacteria,Both,Match,Direct_Name,13,1,40,29
Propionibacterium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,120,1,246,40
Propionicicella,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,2,2
Propioniciclava,Bacteria,Bacteria,Both,Match,Direct_Name,20,1,28,9
Propionicimonas,Bacteria,Bacteria,Both,Match,Direct_Name,63,1,40,3
Propioniferax,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,1
Propionigenium,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Propionimicrobium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,7,1,14,5
Propionispira,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,2
Propionispora,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,3,3
Propionivibrio,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,48,1,69,7
Prosthecobacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,92,1,106,9
Prosthecochloris,Bacteria,Bacteria,Both,Match,Direct_Name,15,1,27,13
Prosthecomicrobium,Bacteria,Bacteria,Both,Match,Direct_Name,5,2,4,3
Proteiniborus,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,6,4
Proteiniclasticum,Bacteria,Bacteria,Both,Match,Direct_Name,11,1,24,7
Proteiniphilum,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,153,1,156,49
Proteocatella,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,9,2
Proteus,Bacteria,Bacteria,Both,Match,Direct_Name,1134,1,5010,87
Protofrankia,Bacteria,Bacteria,Both,Match,Direct_Name,24,1,13,6
Providencia,Bacteria,Bacteria,Both,Match,Direct_Name,663,5,1819,298
Pseudacidobacterium,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,5,2
Pseudactinotalea,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,8,6
Pseudaestuariivita,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,3,3
Pseudalgibacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Pseudalkalibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,19,10
Pseudaminobacter,Bacteria,Bacteria,Both,Match,Direct_Name,13,1,10,5
Pseudanabaena,Bacteria,Bacteria,Both,Match,Direct_Name,65,1,199,68
Pseudaquidulcibacter,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,1,1
Pseudarcicella,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1,1,6,3
Pseudazoarcus,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,1
Pseudemcibacter,Bacteria,Bacteria,Both,Match,Direct_Name,38,1,2,1
Pseudenterobacter,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,4,1
Pseudescherichia,Bacteria,Bacteria,Both,Match,Direct_Name,32,1,59,4
Pseudidiomarina,Bacteria,Bacteria,Both,Match,Direct_Name,53,1,75,28
Pseudoalteromonas,Bacteria,Bacteria,Both,Match,Direct_Name,671,1,918,508
Pseudobacillus,Bacteria,Bacteria,Both,Match,Direct_Name,14,1,16,5
Pseudobacter,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,5,3
Pseudobacteriovorax,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,3,1,11,2
Pseudobacteroides,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,4,2
Pseudobdellovibrio,Bacteria,Bacteria,Both,Match,Direct_Name,21,1,19,3
Pseudobutyrivibrio,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,56,1,117,22
Pseudobythopirellula,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Pseudochelatococcus,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,5,3
Pseudochrobactrum,Bacteria,Bacteria,Both,Match,Direct_Name,29,1,33,12
Pseudocitrobacter,Bacteria,Bacteria,Both,Match,Direct_Name,11,1,43,9
Pseudoclavibacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,41,4,54,33
Pseudocolwellia,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,3,2
Pseudodesulfovibrio,Bacteria,Bacteria,Both,Match,Direct_Name,48,1,43,23
Pseudodonghicola,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,5,3
Pseudoduganella,Bacteria,Bacteria,Both,Match,Direct_Name,45,1,43,24
Pseudoflavonifractor,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,71,2,143,39
Pseudofrancisella,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,1
Pseudofrankia,Bacteria,Bacteria,Both,Match,Direct_Name,14,1,7,7
Pseudofulvimonas,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,5,1
Pseudogemmobacter,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,7,6
Pseudoglutamicibacter,Bacteria,Bacteria,Both,Match,Direct_Name,17,1,14,2
Pseudogracilibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,13,1,26,8
Pseudogulbenkiania,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,9,6
Pseudohaliea,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,3,2
Pseudohalocynthiibacter,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,4,2
Pseudohoeflea,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,2,2
Pseudohongiella,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,39,1,86,7
Pseudokineococcus,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,10,6
Pseudolabrys,Bacteria,Bacteria,Both,Match,Direct_Name,89,1,179,4
Pseudoleptotrichia,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,5,1
Pseudolysinimonas,Bacteria,Bacteria,Both,Match,Direct_Name,30,1,34,3
Pseudolysobacter,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,5,2
Pseudomaricurvus,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,7,5
Pseudomarimonas,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,2,2
Pseudomethylobacillus,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,1,1
Pseudomonas,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,16261,11,50935,2953
Pseudoneobacillus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,3,2
Pseudonocardia,Bacteria,Bacteria,Both,Match,Direct_Name,109,1,221,107
Pseudooceanicola,Bacteria,Bacteria,Both,Match,Direct_Name,36,2,84,19
Pseudooctadecabacter,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,4,2
Pseudophaeobacter,Bacteria,Bacteria,Both,Match,Direct_Name,101,2,36,13
Pseudoponticoccus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Pseudopontixanthobacter,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,1,1
Pseudoprimorskyibacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1,1,3,2
Pseudoramibacter,Bacteria,Bacteria,Both,Match,Direct_Name,14,1,13,6
Pseudorhodobacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,12,2,59,10
Pseudorhodoferax,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,10,7
Pseudorhodoplanes,Bacteria,Bacteria,Both,Match,Direct_Name,23,1,26,3
Pseudoroseicyclus,Bacteria,Bacteria,Both,Match,Direct_Name,3,2,2,2
Pseudoroseomonas,Bacteria,Bacteria,Both,Match,Direct_Name,25,1,2,1
Pseudoruegeria,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,10,7
Pseudoruminococcus,Bacteria,Bacteria,Both,Match,Direct_Name,45,2,26,3
Pseudoscardovia,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,6,2
Pseudostreptobacillus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,3,1
Pseudosulfitobacter,Bacteria,Bacteria,Both,Match,Direct_Name,57,1,174,5
Pseudotabrizicola,Bacteria,Bacteria,Both,Match,Direct_Name,20,1,12,7
Pseudoteredinibacter,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,7,2
Pseudothauera,Bacteria,Bacteria,Both,Match,Direct_Name,11,1,5,4
Pseudothermotoga,Bacteria,Bacteria,Both,Match,Direct_Name,32,3,40,6
Pseudothioclava,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,2,2
Pseudovibrio,Bacteria,Bacteria,Both,Match,Direct_Name,36,1,38,26
Pseudoxanthobacter,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,8,3
Pseudoxanthomonas,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,139,3,222,67
Pseudozobellia,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,4,3
Psittacicella,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,6,4
Psychrilyobacter,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,8,4
Psychrobacillus,Bacteria,Bacteria,Both,Match,Direct_Name,31,1,64,45
Psychrobacter,Bacteria,Bacteria,Both,Match,Direct_Name,326,1,643,211
Psychrobium,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,3,3
Psychroflexus,Bacteria,Bacteria,Both,Match,Direct_Name,35,1,36,21
Psychromarinibacter,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,3,2
Psychromonas,Bacteria,Bacteria,Both,Match,Direct_Name,27,1,64,29
Psychroserpens,Bacteria,Bacteria,Both,Match,Direct_Name,41,1,53,15
Psychrosphaera,Bacteria,Bacteria,Both,Match,Direct_Name,15,1,26,12
Pueribacillus,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,3,3
Puia,Bacteria,Bacteria,Both,Match,Direct_Name,48,1,86,3
Pukyongia,Bacteria,Bacteria,Both,Match,Direct_Name,13,1,2,2
Pukyongiella,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Pullulanibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,4,3
Pumilibacter,Bacteria,Bacteria,Both,Match,Direct_Name,96,1,2,2
Puniceibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,7,6
Puniceicoccus,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,2,1
Pusillimonas,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,49,6,55,25
Pustulibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Puteibacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Putridiphycobacter,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,5,2
Pygmaiobacter,Bacteria,Bacteria,Both,Match,Direct_Name,19,1,18,4
Pyramidobacter,Bacteria,Bacteria,Both,Match,Direct_Name,31,1,47,7
Pyrinomonas,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,5,3
Pyrobaculum,Archaea,Archaea,Both,Match,Direct_Name,25,1,80,12
Pyrococcus,Archaea,Archaea,Both,Match,Direct_Name,14,1,23,8
Pyrodictium,Archaea,Archaea,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,4,1,11,4
Pyrolobus,Archaea,Archaea,Both,Match,Direct_Name,3,1,2,2
Pyruvatibacter,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,13,3
Qaidamihabitans,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,1,1
Qingrenia,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,1,1
Qingshengfaniella,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,2,2
Qipengyuania,Bacteria,Bacteria,Both,Match,Direct_Name,180,2,171,53
Quadrisphaera,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,7,1,13,8
Quinella,Bacteria,Bacteria,Both,Match,Direct_Name,97,1,5,5
Quisquiliibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,19,1,15,2
Radiobacillus,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,3,3
Rahnella,Bacteria,Bacteria,Both,Match,Direct_Name,82,1,138,39
Raineya,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,5,2
Raineyella,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,6,6
Ralstonia,Bacteria,Bacteria,Both,Match,Direct_Name,624,1,1029,69
Ramlibacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,76,1,165,30
Raoultibacter,Bacteria,Bacteria,Both,Match,Direct_Name,14,1,62,5
Raphidiopsis,Bacteria,Bacteria,Both,Match,Direct_Name,37,1,4,3
Rappaport,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Rariglobus,Bacteria,Bacteria,Both,Match,Direct_Name,20,1,15,2
Rarobacter,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,4,2
Rathayibacter,Bacteria,Bacteria,Both,Match,Direct_Name,179,1,182,100
Rectinema,Bacteria,Bacteria,Both,Match,Direct_Name,56,1,63,2
Rehaibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,4,2
Reichenbachiella,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,32,10
Reinekea,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,15,1,33,8
Renibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,5,2
Reyranella,Bacteria,Bacteria,Both,Match,Direct_Name,106,1,108,7
Rhabdaerophilum,Bacteria,Bacteria,Both,Match,Direct_Name,57,1,10,3
Rhabdobacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Rhabdochromatium,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Rhabdonatronobacter,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,1,1
Rhabdothermincola,Bacteria,Bacteria,Both,Match,Direct_Name,3,2,7,4
Rheinheimera,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,32,1,112,40
Rhizobacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,16,1,112,13
Rhizobium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1446,4,1812,508
Rhizocola,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Rhizohabitans,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Rhizomicrobium,Bacteria,Bacteria,Both,Match,Direct_Name,168,1,167,4
Rhizorhabdus,Bacteria,Bacteria,Both,Match,Direct_Name,30,1,24,6
Rhizorhapis,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,6,3
Rhizosaccharibacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI,1,1,1,1
Rhodanobacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,110,1,203,71
Rhodobacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,66,3,220,30
Rhodobaculum,Bacteria,Bacteria,Both,Match,Direct_Name,17,1,1,1
Rhodobium,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,7,3
Rhodoblastus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,40,1,63,6
Rhodocaloribacter,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,1,1
Rhodococcus,Bacteria,Bacteria,Both,Match,Direct_Name,816,3,959,452
Rhodocyclus,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,7,3
Rhodocytophaga,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,3,2
Rhodoferax,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,492,4,454,36
Rhodoflexus,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,1,1
Rhodoglobus,Bacteria,Bacteria,Both,Match,Direct_Name,45,1,36,5
Rhodohalobacter,Bacteria,Bacteria,Both,Match,Direct_Name,47,1,30,9
Rhodoligotrophos,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,3,3
Rhodoluna,Bacteria,Bacteria,Both,Match,Direct_Name,170,1,150,6
Rhodomicrobium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,8,1,23,7
Rhodonellum,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,6,3
Rhodophyticola,Bacteria,Bacteria,Both,Match,Direct_Name,224,1,5,4
Rhodopila,Bacteria,Bacteria,Both,Match,Direct_Name,93,1,43,3
Rhodopirellula,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,22,1,85,20
Rhodoplanes,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,14,1,38,12
Rhodopseudomonas,Bacteria,Bacteria,Both,Match,Direct_Name,45,2,64,21
Rhodosalinus,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,14,6
Rhodospira,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,3,3
Rhodospirillum,Bacteria,Bacteria,Both,Match,Direct_Name,11,2,19,6
Rhodothalassium,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,5,1
Rhodothermus,Bacteria,Bacteria,Both,Match,Direct_Name,16,1,18,5
Rhodovarius,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,9,4
Rhodovastum,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,4,1
Rhodovibrio,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,3,1,7,4
Rhodovulum,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,44,1,67,24
Richelia,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,21,12
Rickettsia,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,175,1,414,100
Rickettsiella,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI,18,1,25,13
Riemerella,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,187,1,451,5
Rikenella,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,122,1,186,4
Rippkaea,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,1,1
Risungbinella,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,1
Rivibacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1,1,4,3
Rivihabitans,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,14,1
Rivularia,Bacteria,Bacteria,Both,Match,Direct_Name,14,1,14,8
Robbsia,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,9,4
Robertkochia,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,6,4
Robertmurraya,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,15,1,18,14
Robiginitalea,Bacteria,Bacteria,Both,Match,Direct_Name,13,1,32,11
